age,race,gender,grade90,income96,partner,height,weight,famsize,genhealth,illegalact,charged,jobsnum90,afqt89,typejob90,jobtrain90,income96gt17
15,IRISH,Male,2ND YR COL,3.3,No,510.0,175.0,5,Excellent,0,0,12,27,transp,No,1
17,ENGLISH,Female,2ND YR COL,2.5,Yes,505.0,110.0,4,Excellent,3,0,4,64,pub,Yes,1
20,FRENCH,Male,4TH YR COL,3.5551,No,600.0,220.0,4,Good,0,0,2,68,retail,No,1
16,ENGLISH,Male,4TH YR COL,4.7693,No,507.0,160.0,3,Fair,0,0,5,99,fin,Yes,1
19,ENGLISH,Male,3RD YR COL,1.8,No,600.0,190.0,3,Excellent,0,0,7,75,manuf,No,1
22,ENGLISH,Female,1ST YR COL,2.0,No,506.0,190.0,6,Excellent,0,0,2,53,pub,No,1
18,ENGLISH,Male,10TH GRADE,6.0,No,507.0,181.0,4,Good,0,0,14,29,transp,No,1
21,AMERICAN,Male,1ST YR COL,3.9,No,602.0,150.0,4,Excellent,0,0,8,74,retail,No,1
18,ENGLISH,Male,12TH GRADE,2.8724,No,511.0,145.0,4,Good,0,0,29,77,enter,No,1
19,ENGLISH,Female,7TH YR COL,13.8775,No,505.0,119.0,4,Excellent,0,0,5,98,pro,Yes,1
19,NATIVE-AMERICAN,Female,12TH GRADE,0.0,Yes,506.0,141.0,3,Fair,0,0,10,20,busi,No,0
18,AMERICAN,Male,2ND YR COL,4.5,No,508.0,163.0,5,Excellent,0,0,4,77,transp,Yes,1
17,AMERICAN,Female,12TH GRADE,1.2,No,502.0,111.0,5,Very Good,0,0,5,37,agri,No,0
18,ENGLISH,Male,2ND YR COL,3.2,No,504.0,150.0,4,Excellent,5,0,8,54,retail,Yes,1
16,ENGLISH,Male,2ND YR COL,4.4,Yes,503.0,150.0,4,Very Good,0,0,12,13,busi,Yes,1
15,NATIVE-AMERICAN,Male,12TH GRADE,0.0,No,601.0,303.0,4,Poor,0,0,18,32,busi,No,0
18,BLACK,Male,12TH GRADE,1.5,No,602.0,165.0,4,Excellent,0,0,12,21,construction,No,0
15,BLACK,Male,10TH GRADE,1.8,Yes,511.0,164.0,5,Good,2,1,13,1,agri,No,1
15,BLACK,Male,3RD YR COL,2.8,No,601.0,184.0,6,Good,0,0,9,12,retail,No,1
19,ENGLISH,Male,9TH GRADE,0.5,No,509.0,175.0,5,Fair,0,1,10,12,agri,No,0
18,BLACK,Female,2ND YR COL,1.5,No,508.0,125.0,5,Very Good,0,0,8,37,pro,No,0
16,ENGLISH,Male,10TH GRADE,4.0,No,507.0,132.0,6,Very Good,0,0,2,2,agri,No,1
19,BLACK,Female,1ST YR COL,1.8,No,506.0,175.0,4,Very Good,0,0,7,21,enter,Yes,1
16,FRENCH,Male,12TH GRADE,2.5,No,601.0,193.0,3,Good,0,0,11,27,retail,No,1
21,AMERICAN,Female,4TH YR COL,3.3,No,507.0,122.0,5,Excellent,0,0,3,65,pro,No,1
20,GERMAN,Female,2ND YR COL,2.2,No,508.0,220.0,5,Good,0,0,8,63,pro,No,1
14,FRENCH,Male,2ND YR COL,2.8,No,508.0,155.0,2,Excellent,0,0,6,85,retail,No,1
18,FRENCH,Female,1ST YR COL,4.2,No,507.0,150.0,2,Very Good,0,0,1,49,mining,No,1
14,IRISH,Male,12TH GRADE,4.05,No,508.0,150.0,4,Good,1,0,5,63,manuf,No,1
17,OTHER,Male,12TH GRADE,1.5,No,603.0,222.0,5,Very Good,0,0,20,67,busi,Yes,0
18,MEXICAN-AMERICAN,Male,12TH GRADE,3.4,No,510.0,185.0,7,Good,0,0,14,32,transp,No,1
16,MEXICAN,Female,12TH GRADE,1.65,No,503.0,260.0,7,Fair,0,0,9,35,retail,No,0
18,MEXICAN-AMERICAN,Male,2ND YR COL,4.6,No,505.0,160.0,5,Very Good,3,0,4,74,pub,Yes,1
17,MEXICAN-AMERICAN,Male,3RD YR COL,3.6,No,505.0,150.0,5,Very Good,0,0,17,62,transp,No,1
14,NATIVE-AMERICAN,Female,2ND YR COL,3.0,Yes,500.0,115.0,5,Very Good,0,0,8,13,personal,No,1
21,IRISH,Male,12TH GRADE,2.6,No,600.0,220.0,3,Very Good,0,0,8,38,retail,No,1
18,JAPANESE,Male,11TH GRADE,2.4,No,506.0,150.0,4,Excellent,0,0,3,21,transp,No,1
16,GERMAN,Female,12TH GRADE,2.0473,No,500.0,178.0,5,Good,0,0,9,79,retail,No,1
22,IRISH,Male,12TH GRADE,1.6,No,507.0,175.0,3,Fair,0,0,5,35,mining,No,0
20,GERMAN,Female,12TH GRADE,1.9,No,502.0,156.0,2,Fair,0,0,9,37,busi,Yes,1
20,ENGLISH,Male,12TH GRADE,3.5,No,509.0,145.0,6,Fair,0,0,5,25,retail,No,1
17,ENGLISH,Male,2ND YR COL,3.6,No,601.0,155.0,4,Excellent,5,0,9,86,manuf,No,1
22,NATIVE-AMERICAN,Male,1ST YR COL,2.5,No,600.0,150.0,1,Very Good,2,1,6,26,manuf,No,1
19,AMERICAN,Female,12TH GRADE,2.1,No,502.0,133.0,1,Good,0,0,7,35,pub,No,1
19,NONE,Male,12TH GRADE,3.0,No,511.0,160.0,3,Very Good,2,0,1,43,agri,No,1
16,FRENCH,Male,1ST YR COL,3.3309,No,602.0,175.0,4,Good,0,0,8,66,fin,No,1
20,GERMAN,Male,12TH GRADE,2.3,No,600.0,240.0,5,Fair,2,1,15,42,agri,No,1
16,GERMAN,Female,12TH GRADE,1.4,Yes,509.0,180.0,5,Good,0,0,6,59,retail,No,0
15,IRISH,Female,2ND YR COL,1.0363,No,505.0,133.0,5,Very Good,1,0,8,74,personal,Yes,0
20,ENGLISH,Female,12TH GRADE,2.1,No,508.0,150.0,3,Very Good,0,0,5,63,manuf,No,1
16,AMERICAN,Female,12TH GRADE,2.3,No,501.0,112.0,4,Good,0,0,10,85,manuf,No,1
19,FRENCH,Female,12TH GRADE,1.8,No,504.0,120.0,9,Excellent,0,0,3,32,fin,No,1
17,IRISH,Male,5TH YR COL,4.2,No,511.0,160.0,9,Very Good,0,0,8,89,manuf,Yes,1
16,GERMAN,Male,12TH GRADE,3.4,No,508.0,170.0,9,Very Good,3,0,9,66,retail,Yes,1
20,GERMAN,Female,4TH YR COL,4.8,No,506.0,135.0,3,Very Good,0,0,5,55,pro,Yes,1
20,ENGLISH,Female,12TH GRADE,2.19,No,507.0,175.0,3,Very Good,0,0,4,55,pro,No,1
20,NATIVE-AMERICAN,Male,12TH GRADE,0.9,No,510.0,189.0,3,Good,0,0,17,12,construction,No,0
19,ENGLISH,Female,12TH GRADE,1.1,No,505.0,124.0,3,Very Good,0,0,17,38,transp,No,0
19,NONE,Male,12TH GRADE,3.0,No,503.0,150.0,2,Very Good,0,0,2,67,retail,No,1
18,GERMAN,Female,12TH GRADE,1.5,No,502.0,125.0,2,Very Good,0,0,4,38,pro,No,0
14,ENGLISH,Female,12TH GRADE,2.3,No,506.0,120.0,4,Good,1,0,7,24,manuf,No,1
18,GERMAN,Female,12TH GRADE,1.1,No,507.0,220.0,4,Fair,0,0,8,23,pro,No,0
19,GERMAN,Male,12TH GRADE,1.7,No,600.0,230.0,4,Fair,0,0,10,45,transp,No,0
17,ENGLISH,Female,5TH YR COL,5.0,No,511.0,150.0,4,Very Good,0,0,10,49,manuf,No,1
21,GERMAN,Male,3RD YR COL,1.2,Yes,509.0,160.0,5,Excellent,2,0,11,98,construction,No,0
16,NONE,Male,7TH YR COL,4.3,No,506.0,140.0,5,Very Good,2,0,10,95,pro,Yes,1
16,ENGLISH,Male,10TH GRADE,3.0,No,601.0,180.0,7,Good,0,0,5,14,transp,No,1
16,ENGLISH,Male,4TH YR COL,13.8775,No,603.0,210.0,4,Very Good,3,0,16,87,fin,Yes,1
16,ENGLISH,Male,12TH GRADE,3.6,No,601.0,180.0,4,Very Good,0,1,2,59,manuf,No,1
14,GERMAN,Female,12TH GRADE,2.3,No,506.0,135.0,3,Very Good,0,0,7,86,pro,No,1
20,GERMAN,Female,2ND YR COL,4.8,Yes,500.0,89.0,3,Fair,0,0,2,89,pro,Yes,1
16,ENGLISH,Male,12TH GRADE,3.5,No,508.0,150.0,6,Excellent,4,0,7,65,manuf,No,1
14,GERMAN,Male,3RD YR COL,2.5,No,510.0,195.0,2,Very Good,0,0,8,59,construction,No,1
18,GERMAN,Female,12TH GRADE,1.9,No,503.0,125.0,5,Excellent,0,0,5,46,fin,No,1
17,GERMAN,Male,12TH GRADE,1.8,Yes,509.0,145.0,5,Very Good,3,1,8,61,manuf,No,1
14,GERMAN,Female,12TH GRADE,3.3,No,506.0,180.0,5,Poor,0,0,6,59,manuf,No,1
19,ENGLISH,Male,8TH GRADE,1.0,No,511.0,160.0,4,Good,0,0,21,19,busi,No,0
18,NATIVE-AMERICAN,Female,8TH GRADE,0.72,No,506.0,115.0,4,Good,0,0,16,25,pro,No,0
21,ENGLISH,Female,12TH GRADE,0.7,No,504.0,135.0,3,Good,0,0,9,27,pro,No,0
15,GERMAN,Female,12TH GRADE,0.0,No,502.0,125.0,4,Poor,0,0,9,49,busi,No,0
14,GERMAN,Female,11TH GRADE,1.26,Yes,508.0,130.0,4,Very Good,0,0,5,21,pro,No,0
20,ENGLISH,Male,1ST YR COL,2.0,No,511.0,165.0,7,Excellent,0,0,21,72,pro,No,1
18,ENGLISH,Male,4TH YR COL,3.4,No,509.0,230.0,5,Very Good,0,0,8,59,pro,No,1
15,IRISH,Male,12TH GRADE,1.4,No,508.0,155.0,5,Excellent,0,0,9,58,retail,No,0
22,GERMAN,Male,4TH YR COL,4.6,No,511.0,170.0,1,Excellent,0,0,7,82,pub,No,1
22,GERMAN,Female,12TH GRADE,0.45,No,507.0,118.0,3,Poor,0,0,14,35,fin,No,0
21,OTHER,Male,12TH GRADE,0.48,Yes,510.0,160.0,3,Very Good,0,0,1,41,agri,No,0
16,AMERICAN,Male,4TH YR COL,2.6,No,600.0,165.0,5,Excellent,0,0,8,90,manuf,Yes,1
18,GERMAN,Male,12TH GRADE,1.2,No,510.0,180.0,3,Good,0,0,10,68,agri,No,0
21,GERMAN,Female,12TH GRADE,1.6355,Yes,507.0,180.0,3,Good,0,0,3,57,retail,No,0
16,OTHER,Male,12TH GRADE,3.3,No,510.0,220.0,3,Good,1,0,16,53,manuf,No,1
20,ENGLISH,Female,12TH GRADE,1.3,Yes,504.0,140.0,3,Excellent,0,0,4,25,pub,No,0
20,GERMAN,Male,2ND YR COL,4.409,No,511.0,175.0,6,Excellent,0,0,3,96,pro,Yes,1
17,GERMAN,Male,12TH GRADE,4.1,No,600.0,142.0,6,Excellent,0,0,4,86,manuf,No,1
15,GERMAN,Female,2ND YR COL,0.0,No,505.0,130.0,6,Excellent,0,0,7,77,pro,No,0
14,FRENCH,Male,12TH GRADE,1.2,No,511.0,140.0,5,Fair,0,0,9,15,manuf,No,0
19,GERMAN,Female,5TH YR COL,1.1,No,507.0,140.0,5,Good,0,0,8,78,pro,No,0
16,ENGLISH,Male,12TH GRADE,2.7,Yes,511.0,210.0,6,Very Good,1,0,12,64,manuf,No,1
15,ENGLISH,Male,12TH GRADE,3.4,No,511.0,195.0,6,Good,3,0,4,63,wholesale,No,1
22,POLISH,Male,2ND YR COL,0.0,Yes,507.0,145.0,3,Good,0,0,9,76,manuf,No,0
16,ITALIAN,Female,12TH GRADE,0.3,No,502.0,120.0,4,Good,0,0,12,13,manuf,No,0
20,GERMAN,Male,12TH GRADE,4.5,No,508.0,170.0,3,Very Good,0,0,8,54,construction,No,1
19,GERMAN,Female,12TH GRADE,0.5,No,505.0,165.0,3,Very Good,0,0,4,91,retail,Yes,0
19,ENGLISH,Female,12TH GRADE,1.05,Yes,503.0,115.0,4,Good,0,0,8,35,manuf,No,0
16,ENGLISH,Male,12TH GRADE,0.8,No,511.0,180.0,5,Good,0,1,7,47,construction,No,0
14,ENGLISH,Male,12TH GRADE,4.7,No,508.0,150.0,5,Fair,0,0,6,8,manuf,No,1
17,GERMAN,Female,12TH GRADE,0.52,No,507.0,157.0,6,Good,0,0,6,9,manuf,No,0
16,GERMAN,Female,12TH GRADE,0.1,No,504.0,135.0,6,Good,1,0,14,19,retail,Yes,0
14,GERMAN,Female,12TH GRADE,0.5,Yes,505.0,140.0,6,Good,1,1,9,13,manuf,No,0
21,FRENCH,Male,12TH GRADE,2.4,No,507.0,175.0,2,Very Good,0,0,4,27,manuf,No,1
18,ENGLISH,Female,11TH GRADE,0.0,No,502.0,110.0,2,Good,0,0,11,27,manuf,No,0
20,ENGLISH,Male,12TH GRADE,1.2,No,511.0,167.0,5,Good,0,0,5,38,transp,No,0
19,ENGLISH,Male,12TH GRADE,2.06,No,601.0,185.0,1,Excellent,0,0,9,29,transp,No,1
17,ENGLISH,Male,12TH GRADE,2.0,No,600.0,175.0,5,Good,0,0,5,27,manuf,No,1
17,AMERICAN,Male,12TH GRADE,4.0,No,600.0,180.0,4,Excellent,0,0,11,99,construction,Yes,1
16,NATIVE-AMERICAN,Female,1ST YR COL,0.0,No,510.0,117.0,4,Very Good,0,0,8,52,fin,No,0
19,GERMAN,Female,4TH YR COL,5.5,No,505.0,125.0,4,Very Good,0,0,4,42,transp,No,1
17,ENGLISH,Male,1ST YR COL,5.2,No,508.0,160.0,3,Very Good,0,0,8,73,transp,Yes,1
20,ENGLISH,Female,6TH YR COL,2.775,No,505.0,130.0,6,Good,0,0,11,97,pro,No,1
19,ENGLISH,Male,4TH YR COL,2.96,No,511.0,161.0,6,Good,2,0,16,74,manuf,No,1
17,FRENCH,Female,4TH YR COL,2.88,No,500.0,136.0,6,Very Good,0,0,11,99,fin,No,1
15,ENGLISH,Female,4TH YR COL,0.8373,No,502.0,130.0,6,Very Good,2,0,14,80,retail,No,0
14,ENGLISH,Male,4TH YR COL,5.265,No,601.0,182.0,5,Excellent,0,0,6,86,manuf,No,1
17,OTHER-HISPANIC,Female,7TH YR COL,0.3,No,500.0,105.0,1,Very Good,0,0,6,75,pro,No,0
18,ENGLISH,Female,2ND YR COL,1.5,No,507.0,120.0,2,Excellent,0,0,12,65,fin,Yes,0
21,GERMAN,Male,2ND YR COL,1.5231,No,509.0,185.0,2,Very Good,0,0,7,90,construction,No,0
19,ENGLISH,Female,4TH YR COL,3.1,No,500.0,120.0,2,Very Good,0,0,7,88,retail,No,1
16,ENGLISH,Female,4TH YR COL,3.5,No,507.0,170.0,4,Very Good,0,0,5,75,pro,No,1
17,ENGLISH,Male,4TH YR COL,5.5,No,511.0,150.0,4,Very Good,0,0,5,66,manuf,No,1
17,ENGLISH,Male,12TH GRADE,3.0,No,510.0,150.0,3,Good,1,0,7,40,manuf,No,1
16,ENGLISH,Male,12TH GRADE,1.75,No,600.0,220.0,4,Poor,0,0,6,81,manuf,No,1
17,GERMAN,Female,12TH GRADE,2.9,No,504.0,110.0,3,Excellent,0,0,5,22,fin,No,1
17,ENGLISH,Male,12TH GRADE,1.8,No,509.0,167.0,3,Good,0,0,2,13,manuf,No,1
17,GERMAN,Male,12TH GRADE,2.07,No,510.0,150.0,4,Very Good,0,0,16,95,busi,No,1
16,ENGLISH,Male,12TH GRADE,1.9,No,603.0,170.0,4,Very Good,0,0,5,42,mining,No,1
17,NATIVE-AMERICAN,Male,12TH GRADE,2.0,No,511.0,155.0,5,Good,0,0,13,12,mining,No,1
14,NATIVE-AMERICAN,Male,12TH GRADE,1.7,No,602.0,170.0,5,Very Good,0,0,8,6,mining,No,0
18,NATIVE-AMERICAN,Female,5TH YR COL,3.2162,No,504.0,110.0,4,Excellent,0,0,7,99,pro,No,1
15,NATIVE-AMERICAN,Male,8TH YR COL OR MORE,7.2,No,510.0,150.0,4,Very Good,0,0,4,91,wholesale,No,1
18,NATIVE-AMERICAN,Female,3RD YR COL,4.8,No,411.0,120.0,6,Very Good,0,0,5,85,pub,No,1
16,NATIVE-AMERICAN,Female,12TH GRADE,1.1,No,503.0,105.0,6,Very Good,0,0,3,66,retail,No,0
15,NATIVE-AMERICAN,Female,12TH GRADE,1.8,No,503.0,125.0,6,Very Good,0,0,6,39,retail,No,1
16,NATIVE-AMERICAN,Male,3RD YR COL,1.3,No,508.0,185.0,7,Excellent,0,0,9,4,construction,No,0
16,ENGLISH,Male,12TH GRADE,2.6,No,507.0,162.0,4,Very Good,3,0,6,40,mining,No,1
19,ENGLISH,Male,12TH GRADE,0.7,No,506.0,145.0,3,Good,0,0,4,16,mining,No,0
16,NATIVE-AMERICAN,Male,2ND YR COL,2.2,No,600.0,165.0,6,Good,0,0,8,36,pub,No,1
14,NATIVE-AMERICAN,Male,12TH GRADE,1.7,No,509.0,159.0,6,Very Good,0,0,6,8,manuf,No,0
14,ENGLISH,Male,12TH GRADE,3.1,No,511.0,185.0,5,Excellent,0,0,12,55,transp,No,1
18,NATIVE-AMERICAN,Female,12TH GRADE,4.5,No,510.0,195.0,1,Excellent,0,0,11,19,manuf,No,1
18,ENGLISH,Female,4TH YR COL,2.0,No,505.0,140.0,3,Good,2,0,4,81,pro,No,1
18,ENGLISH,Female,4TH YR COL,2.732,No,506.0,130.0,3,Good,0,0,4,88,pro,No,1
17,ENGLISH,Male,12TH GRADE,0.6557,No,600.0,220.0,5,Good,1,0,10,82,manuf,No,0
20,NATIVE-AMERICAN,Male,12TH GRADE,3.2,No,510.0,145.0,3,Good,0,1,9,79,manuf,No,1
20,FRENCH,Male,2ND YR COL,5.5,No,510.0,198.0,3,Good,0,0,8,71,pro,No,1
20,ENGLISH,Male,2ND YR COL,3.4,No,508.0,175.0,2,Excellent,0,0,3,70,pub,Yes,1
15,GERMAN,Female,6TH YR COL,1.7,No,500.0,89.0,6,Good,0,0,5,80,pro,No,0
20,ENGLISH,Female,4TH YR COL,2.4,No,507.0,135.0,3,Very Good,0,0,3,99,pro,No,1
17,ENGLISH,Female,7TH YR COL,3.0,No,504.0,150.0,3,Good,0,0,22,67,pro,No,1
14,ENGLISH,Female,2ND YR COL,1.5,No,507.0,205.0,3,Very Good,0,0,5,33,pro,Yes,0
17,GERMAN,Female,12TH GRADE,1.5045,No,502.0,120.0,4,Excellent,0,0,3,53,pro,No,0
15,GERMAN,Male,5TH YR COL,6.8,No,506.0,135.0,2,Very Good,0,0,4,66,pub,Yes,1
18,ENGLISH,Male,1ST YR COL,1.48,No,505.0,160.0,5,Good,3,0,23,67,manuf,No,0
14,ENGLISH,Male,12TH GRADE,1.0,Yes,507.0,161.0,5,Excellent,2,0,12,35,construction,No,0
16,ENGLISH,Male,4TH YR COL,6.0,No,600.0,178.0,5,Very Good,0,0,9,99,pro,Yes,1
19,ENGLISH,Female,6TH YR COL,1.9,Yes,503.0,130.0,1,Very Good,0,0,1,56,pro,No,1
18,GERMAN,Male,4TH YR COL,4.5,No,600.0,155.0,4,Very Good,0,0,4,93,retail,No,1
19,IRISH,Male,10TH GRADE,1.76,Yes,600.0,170.0,3,Good,0,1,11,19,transp,No,1
19,NONE,Female,12TH GRADE,0.25,No,500.0,93.0,3,Very Good,0,0,4,38,retail,No,0
17,ENGLISH,Male,3RD YR COL,3.6,No,510.0,140.0,4,Excellent,0,0,8,87,transp,No,1
16,MEXICAN-AMERICAN,Female,1ST YR COL,1.9,No,501.0,110.0,6,Good,0,0,8,8,personal,No,1
21,MEXICAN-AMERICAN,Female,6TH YR COL,2.8,No,503.0,115.0,12,Excellent,0,0,4,70,pro,No,1
19,MEXICAN-AMERICAN,Male,2ND YR COL,2.0,No,509.0,160.0,8,Excellent,3,0,3,55,agri,No,1
17,MEXICAN-AMERICAN,Male,12TH GRADE,1.17,No,509.0,220.0,11,Excellent,0,0,8,57,agri,No,0
15,MEXICAN-AMERICAN,Female,12TH GRADE,1.525,No,504.0,125.0,11,Excellent,0,0,4,35,pro,No,0
14,MEXICAN-AMERICAN,Female,12TH GRADE,2.3,No,511.0,146.0,11,Very Good,0,0,4,27,busi,No,1
18,MEXICAN-AMERICAN,Female,12TH GRADE,2.1,No,504.0,160.0,7,Good,0,0,6,17,wholesale,No,1
18,MEXICAN-AMERICAN,Male,9TH GRADE,1.44,No,507.0,210.0,9,Good,0,0,17,10,agri,No,0
15,ENGLISH,Male,9TH GRADE,0.32,Yes,500.0,120.0,4,Very Good,1,0,1,3,pro,No,0
21,MEXICAN-AMERICAN,Male,8TH GRADE,1.03,No,500.0,180.0,5,Fair,0,0,7,1,agri,No,0
20,MEXICAN-AMERICAN,Female,12TH GRADE,1.5,No,500.0,110.0,5,Very Good,0,0,5,26,fin,No,0
20,MEXICAN-AMERICAN,Female,12TH GRADE,1.5,No,500.0,143.0,7,Very Good,0,0,1,21,manuf,No,0
18,OTHER,Female,5TH YR COL,3.1,No,503.0,129.0,3,Excellent,0,0,11,75,pro,Yes,1
15,MEXICAN-AMERICAN,Male,12TH GRADE,1.65,Yes,506.0,139.0,15,Very Good,1,0,4,3,enter,No,0
18,MEXICAN-AMERICAN,Female,10TH GRADE,0.12,No,500.0,110.0,15,Fair,0,1,15,5,agri,No,0
20,GERMAN,Male,2ND YR COL,1.4,No,600.0,165.0,3,Good,2,1,25,84,retail,No,0
19,ENGLISH,Male,3RD YR COL,2.4,No,510.0,165.0,5,Fair,0,0,3,93,pro,No,1
20,MEXICAN-AMERICAN,Male,2ND YR COL,1.7,No,508.0,185.0,4,Very Good,0,0,10,78,personal,No,0
19,OTHER,Female,12TH GRADE,2.18,No,508.0,200.0,4,Good,1,0,3,31,pub,No,1
16,MEXICAN-AMERICAN,Female,12TH GRADE,1.5,No,500.0,121.0,5,Very Good,0,0,9,26,pro,No,0
18,MEXICAN-AMERICAN,Female,12TH GRADE,0.7,No,502.0,132.0,5,Very Good,0,0,5,13,pro,No,0
19,MEXICAN-AMERICAN,Male,12TH GRADE,0.0,No,508.0,160.0,5,Good,0,1,24,8,agri,No,0
20,CHICANO,Male,3RD YR COL,2.0,No,504.0,135.0,6,Very Good,3,0,9,59,retail,No,1
16,MEXICAN-AMERICAN,Female,5TH YR COL,5.5,No,506.0,110.0,7,Very Good,0,0,9,58,pro,No,1
14,MEXICAN-AMERICAN,Male,12TH GRADE,3.0,No,508.0,140.0,7,Very Good,0,0,10,32,transp,Yes,1
19,MEXICAN-AMERICAN,Female,12TH GRADE,0.42,No,500.0,128.0,7,Good,0,0,8,7,retail,No,0
16,MEXICAN-AMERICAN,Female,4TH YR COL,4.7,No,502.0,130.0,5,Very Good,0,0,9,29,pub,No,1
21,MEXICAN-AMERICAN,Male,4TH YR COL,6.0,No,507.0,156.0,1,Excellent,0,0,7,81,transp,Yes,1
18,MEXICAN-AMERICAN,Male,4TH YR COL,5.4,No,507.0,155.0,5,Excellent,0,0,10,57,wholesale,Yes,1
16,MEXICAN,Female,9TH GRADE,0.6,No,503.0,160.0,2,Fair,0,0,7,2,pro,No,0
17,MEXICAN-AMERICAN,Female,12TH GRADE,1.53,No,501.0,103.0,6,Good,0,0,7,16,fin,No,0
14,MEXICAN-AMERICAN,Male,12TH GRADE,1.305,No,506.0,137.0,6,Good,0,0,3,8,agri,No,0
18,MEXICAN-AMERICAN,Male,12TH GRADE,1.9,Yes,505.0,160.0,9,Good,0,0,12,14,agri,No,1
15,MEXICAN,Female,12TH GRADE,1.4993,No,500.0,100.0,9,Very Good,1,0,2,7,pro,No,0
19,AMERICAN,Male,12TH GRADE,2.6,Yes,603.0,235.0,3,Good,0,0,3,34,wholesale,No,1
20,BLACK,Female,4TH YR COL,2.7,No,505.0,155.0,5,Very Good,0,0,8,21,pub,No,1
14,BLACK,Male,12TH GRADE,2.2,No,503.0,148.0,6,Very Good,0,0,8,13,construction,No,1
18,NATIVE-AMERICAN,Male,4TH YR COL,3.65,No,509.0,155.0,3,Very Good,0,0,6,92,fin,No,1
18,BLACK,Male,9TH GRADE,0.6,Yes,508.0,210.0,3,Good,0,0,12,8,retail,No,0
20,BLACK,Male,12TH GRADE,3.6,No,602.0,245.0,6,Excellent,0,0,6,9,manuf,Yes,1
18,BLACK,Male,12TH GRADE,4.5,No,508.0,190.0,6,Excellent,0,0,2,16,transp,Yes,1
21,BLACK,Female,8TH GRADE,0.6,No,500.0,170.0,6,Good,0,0,6,6,personal,No,0
19,BLACK,Female,7TH GRADE,0.0,No,500.0,100.0,6,Good,0,0,3,3,personal,No,0
20,ENGLISH,Male,9TH GRADE,2.37,No,511.0,220.0,1,Fair,0,0,10,2,transp,No,1
17,ENGLISH,Female,12TH GRADE,2.3,No,506.0,130.0,4,Good,0,0,7,19,manuf,No,1
17,IRISH,Female,3RD YR COL,2.8,No,600.0,166.0,3,Good,0,0,10,32,pro,No,1
16,ENGLISH,Male,4TH YR COL,7.0,No,600.0,175.0,4,Very Good,4,0,14,77,wholesale,Yes,1
14,ENGLISH,Male,2ND YR COL,2.4,No,507.0,140.0,3,Fair,0,0,7,90,fin,Yes,1
15,NATIVE-AMERICAN,Female,2ND YR COL,2.7,No,502.0,104.0,4,Good,0,0,6,56,manuf,No,1
19,ENGLISH,Male,10TH GRADE,3.8,No,600.0,180.0,2,Excellent,0,0,5,53,manuf,No,1
18,NATIVE-AMERICAN,Female,11TH GRADE,0.595,No,409.0,107.0,3,Fair,0,0,6,53,manuf,No,0
19,AMERICAN,Female,1ST YR COL,2.6,No,505.0,125.0,2,Good,1,1,8,22,manuf,No,1
16,ENGLISH,Female,4TH YR COL,1.6,No,504.0,128.0,3,Good,0,0,11,48,manuf,No,0
16,AMERICAN,Male,12TH GRADE,2.4,No,601.0,190.0,4,Good,0,0,4,42,manuf,No,1
20,BLACK,Male,12TH GRADE,1.75,No,511.0,195.0,6,Good,0,0,7,9,retail,No,1
18,BLACK,Male,12TH GRADE,1.6,No,601.0,200.0,6,Very Good,0,0,4,25,manuf,No,0
15,GERMAN,Female,12TH GRADE,2.206,No,507.0,114.0,3,Very Good,0,0,8,53,manuf,No,1
18,IRISH,Female,1ST YR COL,3.5,No,503.0,105.0,4,Very Good,0,0,5,76,pro,No,1
18,AMERICAN,Female,12TH GRADE,2.0088,No,502.0,125.0,6,Fair,0,0,3,58,pub,No,1
16,NATIVE-AMERICAN,Female,4TH YR COL,4.1,No,506.0,135.0,5,Very Good,0,0,6,79,retail,No,1
14,AMERICAN,Female,4TH YR COL,3.5,No,503.0,160.0,6,Very Good,3,0,6,47,transp,No,1
19,ENGLISH,Female,1ST YR COL,2.1,No,501.0,141.0,3,Very Good,0,0,1,30,manuf,No,1
21,AMERICAN,Female,12TH GRADE,1.9,No,506.0,136.0,2,Very Good,0,0,2,8,fin,No,1
21,BLACK,Male,11TH GRADE,0.085,No,604.0,203.0,5,Very Good,0,0,11,17,transp,No,0
16,ENGLISH,Male,9TH GRADE,3.276,No,511.0,155.0,5,Excellent,0,0,7,59,construction,Yes,1
14,NATIVE-AMERICAN,Male,12TH GRADE,2.0,No,511.0,185.0,5,Very Good,0,0,10,36,manuf,No,1
19,BLACK,Male,12TH GRADE,1.0,No,506.0,190.0,8,Very Good,0,0,6,9,manuf,No,0
16,ENGLISH,Male,2ND YR COL,4.8,No,600.0,185.0,5,Excellent,0,0,13,40,manuf,No,1
14,ENGLISH,Male,2ND YR COL,2.9,No,407.0,110.0,5,Good,0,0,14,8,transp,No,1
18,BLACK,Male,12TH GRADE,6.4825,No,508.0,167.0,6,Very Good,1,1,7,11,construction,Yes,1
19,BLACK,Female,4TH YR COL,3.8,No,506.0,170.0,12,Excellent,0,0,4,59,manuf,No,1
15,BLACK,Male,12TH GRADE,2.2,No,600.0,179.0,10,Good,0,0,11,13,construction,Yes,1
17,BLACK,Male,2ND YR COL,1.5,No,600.0,200.0,3,Very Good,0,0,6,33,pub,No,0
21,ENGLISH,Male,2ND YR COL,3.0,No,601.0,205.0,8,Very Good,0,0,2,85,busi,No,1
18,ENGLISH,Female,12TH GRADE,1.3,No,504.0,122.0,8,Excellent,0,0,6,71,pro,No,0
