climbRate,Sgz,p,q,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SaTime1,SaTime2,SaTime3,SaTime4,diffSaTime1,diffSaTime2,diffSaTime3,diffSaTime4,Sa,binaryClass
-267.0,14.0,0.26,0.08,1.3,-5.0,-12.0,-0.01,0.7,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-287.0,-6.0,-0.02,-0.02,1.8,-4.0,2.0,-0.009,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-56.0,-16.0,-0.25,-0.07,1.4,-5.0,8.0,-0.006,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-6.0,-17.0,-0.29,0.23,1.2,-5.0,0.0,-0.006,-4.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-143.0,-21.0,-0.26,0.03,0.4,-6.0,-3.0,0.004,0.3,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
24.0,-27.0,0.07,-0.04,-0.1,-6.0,5.0,0.007,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
-79.0,-26.0,0.19,0.09,0.3,-6.0,-9.0,0.004,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
-119.0,-29.0,0.23,-0.29,0.5,-5.0,14.0,0.004,5.4,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
376.0,-15.0,0.06,-0.07,1.4,-5.0,8.0,-0.006,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
440.0,-2.0,-0.04,-0.03,1.4,-5.0,2.0,-0.006,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
333.0,19.0,-0.17,0.05,1.1,-5.0,-6.0,-0.004,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
69.0,36.0,-0.34,0.06,-0.2,-6.0,-7.0,-0.004,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
-442.0,-16.0,0.31,0.05,1.3,-5.0,-6.0,-0.007,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
129.0,-44.0,-0.32,-0.07,1.2,-5.0,7.0,-0.005,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
219.0,-35.0,-0.33,-0.02,0.2,-6.0,2.0,0.001,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-18.0,-19.0,0.24,0.05,-0.6,-7.0,-4.0,0.004,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
36.0,-19.0,0.23,-0.02,0.6,-5.0,2.0,-0.004,0.0,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004,P
14.0,-16.0,-0.32,0.02,0.3,-6.0,-1.0,-0.008,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
13.0,-16.0,-0.33,0.02,0.2,-6.0,-1.0,-0.007,0.0,-0.0004,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
-140.0,-20.0,-0.2,0.05,-1.1,-7.0,-5.0,0.006,-0.1,-0.0003,-0.0004,-0.0004,-0.0004,0.0001,0.0,0.0,0.0,-0.0004,P
127.0,-22.0,0.36,-0.02,0.6,-5.0,1.0,-0.005,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-175.0,-22.0,-0.15,0.06,1.3,-5.0,-7.0,-0.01,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
507.0,-8.0,0.06,-0.09,-1.1,-7.0,10.0,0.012,-0.1,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002,P
549.0,17.0,0.34,0.04,-0.6,-6.0,-3.0,0.009,-0.4,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002,P
272.0,40.0,0.45,0.12,0.9,-5.0,-12.0,-0.005,-0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-276.0,40.0,0.12,0.12,2.2,-4.0,-13.0,-0.009,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-443.0,26.0,-0.07,0.05,2.2,-4.0,-7.0,-0.009,0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-461.0,6.0,-0.23,-0.02,1.9,-4.0,1.0,-0.006,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
45.0,-20.0,-0.11,-0.08,0.4,-6.0,9.0,0.005,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
486.0,-8.0,0.13,-0.14,0.4,-6.0,16.0,0.007,-0.2,-0.0003,-0.0003,-0.0003,-0.0002,0.0,0.0,-0.0001,0.0,-0.0002,P
635.0,19.0,0.19,0.0,0.9,-5.0,1.0,-0.003,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
636.0,28.0,0.16,0.12,1.0,-5.0,-4.0,-0.006,-2.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-194.0,53.0,-0.28,0.13,0.6,-5.0,-14.0,-0.005,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-272.0,51.0,-0.3,0.05,0.4,-6.0,-13.0,-0.004,0.6,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-49.0,15.0,0.3,-0.02,0.8,-5.0,2.0,0.002,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
-86.0,14.0,0.31,0.13,1.2,-5.0,-14.0,-0.001,-1.3,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003,P
-340.0,7.0,0.16,0.12,1.7,-4.0,-14.0,-0.01,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-426.0,1.0,0.07,-0.19,1.8,-4.0,5.0,-0.009,4.7,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-351.0,-5.0,-0.01,-0.01,1.8,-4.0,6.0,-0.011,-1.7,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
20.0,-16.0,-0.32,-0.11,1.2,-5.0,11.0,-0.007,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
43.0,-16.0,-0.33,-0.11,1.2,-5.0,11.0,-0.007,0.0,-0.0004,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
233.0,-11.0,-0.32,-0.06,0.4,-6.0,8.0,0.002,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
-198.0,0.0,0.27,0.06,0.2,-6.0,-7.0,-0.003,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-208.0,-6.0,0.23,-0.09,0.6,-5.0,9.0,-0.004,1.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-85.0,-11.0,0.04,-0.04,0.9,-5.0,5.0,-0.011,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
284.0,-6.0,-0.2,-0.1,0.6,-5.0,11.0,-0.006,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
378.0,1.0,-0.25,0.0,0.4,-6.0,5.0,-0.006,-1.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
441.0,9.0,-0.25,-0.07,0.1,-6.0,8.0,0.003,0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
499.0,18.0,-0.19,-0.01,-0.3,-6.0,0.0,0.007,-0.3,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
-224.0,64.0,0.01,0.07,1.6,-4.0,-8.0,-0.007,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-351.0,56.0,-0.13,0.07,1.5,-4.0,-8.0,-0.008,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
326.0,45.0,-0.06,-0.05,0.5,-6.0,6.0,-0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
370.0,62.0,-0.04,0.01,0.4,-6.0,0.0,0.001,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,N
-649.0,55.0,-0.02,0.18,0.2,-6.0,-20.0,0.0,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
376.0,13.0,0.08,-0.15,0.6,-5.0,17.0,-0.005,-0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
529.0,21.0,0.04,-0.07,0.7,-5.0,11.0,-0.005,-1.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
535.0,38.0,-0.06,0.04,0.7,-5.0,-11.0,-0.006,1.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,N
77.0,53.0,-0.18,0.2,0.4,-6.0,-22.0,-0.005,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-425.0,41.0,-0.13,0.12,-0.3,-6.0,-13.0,0.003,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-663.0,7.0,-0.02,0.06,-0.5,-6.0,-6.0,0.003,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
169.0,-30.0,0.19,-0.12,0.4,-6.0,13.0,0.001,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
356.0,-19.0,0.18,-0.06,0.8,-5.0,7.0,-0.002,-0.3,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003,P
527.0,8.0,-0.09,-0.04,1.0,-5.0,4.0,-0.008,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
101.0,45.0,-0.37,0.08,-0.8,-7.0,-8.0,0.001,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-350.0,26.0,0.2,0.06,-1.7,-8.0,-6.0,0.008,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
-358.0,19.0,0.28,-0.1,-1.4,-7.0,10.0,0.006,1.8,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
-331.0,4.0,0.23,0.03,-0.7,-7.0,-3.0,-0.005,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
-284.0,-7.0,0.12,-0.01,-0.3,-6.0,3.0,-0.01,-0.7,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,P
359.0,-7.0,-0.25,-0.13,-0.7,-7.0,15.0,-0.007,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
451.0,-2.0,-0.25,-0.08,-0.8,-7.0,16.0,-0.001,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
588.0,9.0,-0.21,-0.13,-1.1,-7.0,13.0,0.007,0.7,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
549.0,45.0,0.03,0.07,-1.4,-7.0,-7.0,0.006,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-272.0,62.0,0.26,0.13,-0.3,-6.0,-14.0,0.001,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-535.0,40.0,0.19,0.07,0.6,-5.0,-8.0,-0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-608.0,30.0,0.13,0.09,0.8,-5.0,-9.0,-0.009,-0.4,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
-659.0,24.0,0.09,0.0,0.8,-5.0,-9.0,-0.009,0.7,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
-673.0,17.0,0.04,-0.07,0.9,-5.0,1.0,-0.008,1.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
145.0,-11.0,-0.17,-0.15,0.4,-6.0,17.0,-0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
474.0,15.0,-0.13,-0.05,-0.4,-6.0,6.0,0.004,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
510.0,20.0,-0.1,0.03,-0.5,-6.0,6.0,0.004,-0.6,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
513.0,25.0,-0.08,0.1,-0.5,-6.0,-4.0,0.004,-1.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
180.0,42.0,0.02,0.13,-0.6,-7.0,-14.0,0.003,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-292.0,34.0,0.19,0.07,0.5,-6.0,-8.0,-0.002,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-333.0,25.0,0.18,0.03,0.8,-5.0,0.0,-0.002,-0.7,-0.0004,-0.0004,-0.0004,-0.0004,-0.0002,0.0,0.0,0.0,-0.0004,P
-352.0,18.0,0.1,0.03,0.9,-5.0,-4.0,-0.009,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
-36.0,3.0,-0.19,-0.09,0.7,-5.0,10.0,-0.007,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
106.0,13.0,-0.08,0.01,-0.9,-7.0,1.0,0.007,-0.2,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003,P
-85.0,15.0,0.1,0.07,-0.9,-7.0,-7.0,0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-165.0,-7.0,0.06,0.02,1.2,-5.0,-3.0,-0.008,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
243.0,-5.0,-0.21,-0.05,-0.3,-6.0,6.0,0.004,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
-289.0,-2.0,0.15,0.07,-0.6,-6.0,-8.0,0.003,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-321.0,-16.0,0.24,0.01,0.0,-6.0,1.0,0.003,0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
-204.0,-27.0,0.27,-0.05,0.7,-5.0,6.0,-0.002,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
-186.0,-32.0,0.19,0.01,1.1,-5.0,-3.0,-0.008,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-54.0,-41.0,-0.07,-0.04,1.4,-5.0,4.0,-0.007,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
155.0,-36.0,-0.41,-0.02,-0.1,-6.0,3.0,-0.006,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
190.0,-33.0,-0.42,-0.05,-0.5,-6.0,5.0,0.002,0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
116.0,20.0,0.31,0.03,1.2,-5.0,-2.0,-0.007,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,-0.0001,0.0,-0.0004,P
-64.0,23.0,-0.26,0.04,1.4,-5.0,-5.0,-0.012,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
-145.0,17.0,-0.36,0.03,0.4,-6.0,-3.0,0.001,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
137.0,14.0,-0.04,-0.05,-1.0,-7.0,7.0,0.009,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
170.0,37.0,0.36,0.02,0.8,-5.0,-2.0,-0.002,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
166.0,38.0,0.35,0.02,1.0,-5.0,-2.0,-0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0003,0.0,0.0,-0.0002,0.0,-0.0003,P
68.0,43.0,0.15,0.03,1.6,-4.0,-4.0,-0.009,0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-383.0,33.0,-0.44,0.09,1.0,-5.0,-11.0,-0.007,0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
-461.0,24.0,-0.48,0.02,0.4,-6.0,-1.0,-0.002,0.7,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-468.0,18.0,-0.47,-0.09,0.0,-6.0,1.0,0.003,1.8,-0.0003,-0.0003,-0.0003,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-433.0,8.0,-0.37,0.0,-0.7,-7.0,-3.0,0.008,0.4,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
-375.0,-3.0,-0.22,-0.05,-1.1,-7.0,9.0,0.012,-0.4,-0.0002,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
-106.0,-12.0,0.07,-0.12,-1.2,-7.0,14.0,0.013,0.2,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002,P
226.0,-7.0,0.41,-0.03,0.0,-6.0,5.0,0.0,-0.5,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
231.0,4.0,0.37,0.03,1.0,-5.0,-2.0,-0.004,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
34.0,11.0,0.17,0.09,1.7,-4.0,-11.0,-0.01,-0.2,-0.0005,-0.0004,-0.0004,-0.0004,-0.0002,0.0,0.0,0.0,-0.0004,P
-172.0,6.0,-0.33,0.05,1.4,-5.0,-5.0,-0.011,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
-211.0,2.0,-0.37,0.01,0.9,-5.0,-2.0,0.001,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
331.0,8.0,0.21,-0.05,-0.1,-6.0,5.0,0.003,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
148.0,24.0,0.25,0.08,0.8,-5.0,-9.0,-0.001,0.0,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003,P
-383.0,14.0,-0.13,0.09,1.2,-5.0,-10.0,-0.007,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-81.0,-13.0,-0.29,-0.09,0.1,-6.0,10.0,-0.002,-0.1,-0.0003,-0.0003,-0.0003,-0.0004,0.0001,0.0,0.0001,0.0,-0.0004,P
406.0,-6.0,-0.01,-0.17,-0.4,-6.0,19.0,0.011,-0.1,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002,P
104.0,23.0,0.35,0.13,0.6,-5.0,-14.0,0.005,-0.1,-0.0003,-0.0002,-0.0002,-0.0002,-0.0001,0.0,0.0,0.0,-0.0002,P
-229.0,19.0,0.2,0.09,1.6,-4.0,-10.0,-0.008,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-537.0,-2.0,-0.09,0.09,1.8,-4.0,-11.0,-0.009,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-341.0,-32.0,-0.23,-0.15,1.3,-5.0,16.0,-0.003,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-169.0,-38.0,-0.28,-0.1,0.9,-5.0,8.0,-0.004,0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
51.0,-40.0,-0.37,-0.08,0.2,-6.0,9.0,-0.004,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
68.0,-40.0,-0.37,-0.08,0.1,-6.0,9.0,-0.003,-0.1,-0.0004,-0.0005,-0.0005,-0.0005,0.0001,0.0,0.0,0.0,-0.0005,P
246.0,-32.0,-0.2,-0.04,-0.8,-7.0,5.0,0.008,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
322.0,-28.0,-0.11,-0.15,-1.0,-7.0,13.0,0.011,1.6,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
378.0,28.0,0.34,0.03,0.9,-5.0,-3.0,-0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,-0.0001,0.0,-0.0004,P
-13.0,52.0,-0.45,0.06,0.3,-6.0,-6.0,-0.007,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
17.0,51.0,-0.38,-0.03,-0.7,-7.0,3.0,0.006,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
40.0,52.0,-0.31,0.07,-1.0,-7.0,-3.0,0.007,-1.6,-0.0003,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
183.0,56.0,0.07,-0.04,-1.4,-7.0,6.0,0.012,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
130.0,63.0,0.3,0.08,-1.0,-7.0,-6.0,0.009,0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
-349.0,59.0,0.47,0.2,0.2,-6.0,-22.0,0.004,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
-473.0,55.0,0.49,0.11,0.4,-6.0,-21.0,0.003,0.7,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,-0.0001,0.0,-0.0003,P
-531.0,31.0,0.47,-0.05,1.7,-4.0,4.0,-0.003,-0.3,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0.0,-0.0002,0.0,-0.0003,P
-552.0,17.0,0.28,0.02,2.3,-4.0,-6.0,-0.015,0.7,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
-532.0,-17.0,-0.26,-0.02,2.4,-4.0,1.0,-0.017,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,P
-444.0,-37.0,-0.38,-0.06,1.6,-4.0,5.0,0.001,0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
-255.0,-49.0,-0.33,-0.1,0.9,-5.0,11.0,0.003,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
179.0,-53.0,0.07,-0.04,-0.5,-6.0,5.0,0.005,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
-117.0,-47.0,0.23,0.08,0.4,-6.0,-9.0,0.002,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
-163.0,-49.0,0.24,0.0,0.5,-5.0,-8.0,0.001,0.5,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
-133.0,-52.0,0.25,-0.03,0.8,-5.0,6.0,0.0,-0.5,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
-112.0,-55.0,0.14,-0.04,1.2,-5.0,2.0,-0.012,0.9,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
419.0,-31.0,-0.31,-0.03,-0.7,-7.0,3.0,0.004,0.0,-0.0003,-0.0003,-0.0003,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
426.0,-21.0,-0.22,0.03,-1.1,-7.0,-5.0,0.006,0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
456.0,-11.0,-0.1,-0.03,-1.3,-7.0,7.0,0.01,-0.4,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
407.0,40.0,0.41,0.03,0.1,-6.0,-3.0,0.003,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
268.0,52.0,0.39,0.11,1.0,-5.0,-11.0,-0.007,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-22.0,57.0,0.1,0.12,1.6,-4.0,-14.0,-0.015,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
-269.0,36.0,-0.32,0.04,-0.7,-7.0,-4.0,0.003,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
-287.0,33.0,-0.29,-0.04,-0.8,-7.0,-3.0,0.004,0.6,-0.0003,-0.0003,-0.0003,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
302.0,32.0,0.3,-0.1,-0.8,-7.0,12.0,0.009,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,P
