country_code,year,strike_volume,unemployment,inflation,parliamentary_representation,binaryClass
17,1951.0,81.0,0.9,9.7,47.2,P
17,1952.0,86.0,1.4,6.1,47.2,P
17,1953.0,104.0,1.3,1.9,47.2,P
17,1954.0,114.0,1.0,1.9,47.2,P
17,1955.0,173.0,0.8,3.1,44.0,P
17,1956.0,95.0,0.9,4.2,44.0,P
17,1957.0,380.0,1.1,2.4,44.0,P
17,1958.0,158.0,1.7,2.9,44.0,P
17,1959.0,239.0,1.7,0.7,41.0,P
17,1960.0,135.0,1.3,1.0,41.0,P
17,1961.0,134.0,1.1,3.6,41.0,P
17,1962.0,252.0,1.6,4.1,41.0,P
17,1963.0,76.0,2.0,2.1,41.0,P
17,1964.0,100.0,1.4,3.2,50.3,P
17,1965.0,127.0,1.2,4.8,50.3,P
17,1966.0,103.0,1.1,3.9,57.8,P
17,1967.0,122.0,2.0,2.4,57.8,P
17,1968.0,207.0,2.1,4.7,57.8,P
17,1969.0,303.0,2.0,5.5,57.8,P
17,1970.0,488.0,2.2,6.4,45.7,P
17,1971.0,612.0,2.8,9.4,45.7,P
17,1972.0,1080.0,3.1,7.1,45.7,P
17,1973.0,317.0,2.2,9.2,45.7,P
17,1974.0,647.0,2.1,15.9,47.4,P
17,1975.0,265.0,3.2,24.2,50.2,P
17,1976.0,146.0,4.8,16.5,50.2,P
17,1977.0,448.0,5.2,15.9,50.2,P
17,1978.0,413.0,5.1,8.2,50.2,P
17,1979.0,1272.0,4.6,13.5,42.4,P
17,1980.0,520.0,5.6,18.0,42.4,P
17,1981.0,195.0,9.0,11.9,42.4,P
17,1982.0,248.0,10.4,8.6,42.4,P
17,1983.0,178.0,11.2,4.6,32.2,P
17,1984.0,1278.0,11.2,5.0,32.2,P
17,1985.0,298.0,11.5,6.1,32.2,P
18,1951.0,466.0,3.2,8.0,51.0,P
18,1952.0,1190.0,2.9,2.2,51.0,P
18,1953.0,559.0,2.8,0.8,49.0,P
18,1954.0,456.0,5.3,0.4,49.0,P
18,1955.0,529.0,4.2,-0.3,51.0,P
18,1956.0,616.0,4.0,1.5,51.0,P
18,1957.0,311.0,4.2,3.4,51.0,P
18,1958.0,438.0,6.6,2.7,51.0,P
18,1959.0,1236.0,5.3,0.9,65.3,P
18,1960.0,341.0,5.4,1.5,65.3,P
18,1961.0,284.0,6.5,1.1,64.0,P
18,1962.0,317.0,5.4,1.1,64.0,P
18,1963.0,267.0,5.5,1.2,68.0,P
18,1964.0,385.0,5.0,1.3,68.0,P
18,1965.0,379.0,4.4,1.7,68.0,P
18,1966.0,399.0,3.7,3.0,68.0,P
18,1967.0,636.0,3.7,2.8,64.0,P
18,1968.0,723.0,3.5,4.2,64.0,P
18,1969.0,615.0,3.4,5.4,58.0,P
18,1970.0,940.0,4.8,5.9,58.0,P
18,1971.0,668.0,5.8,4.3,54.0,P
18,1972.0,366.0,5.5,3.3,54.0,P
18,1973.0,625.0,4.8,6.2,56.0,P
18,1974.0,612.0,5.5,11.0,56.0,P
18,1975.0,403.0,8.3,9.1,62.0,P
18,1976.0,298.0,7.6,5.7,62.0,P
18,1977.0,255.0,6.9,6.5,61.0,P
18,1978.0,273.0,6.0,7.7,61.0,P
18,1979.0,228.0,5.8,11.3,58.0,P
18,1980.0,232.0,7.0,13.5,58.0,P
18,1981.0,186.0,7.5,10.3,46.0,P
18,1982.0,101.0,9.5,6.2,46.0,P
18,1983.0,192.0,9.5,3.2,46.0,P
18,1984.0,89.0,7.4,4.3,46.0,P
18,1985.0,73.0,7.1,3.6,47.0,P
