median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,binaryClass
54200.0,1.9955,50,1515.0,294.0,852.0,297.0,36.75,P
55400.0,2.5111,49,2331.0,460.0,1290.0,477.0,36.75,P
58700.0,1.7994,42,2093.0,470.0,1621.0,438.0,36.76,P
52800.0,1.4766,36,912.0,216.0,842.0,219.0,36.76,P
59800.0,1.4107,29,2077.0,524.0,1887.0,489.0,36.76,P
44500.0,1.3278,32,2072.0,497.0,2002.0,470.0,36.76,P
69000.0,2.3006,23,6403.0,1370.0,3573.0,1260.0,36.76,P
74700.0,2.6611,11,4832.0,993.0,2190.0,888.0,36.75,P
71300.0,3.1,30,1548.0,282.0,886.0,311.0,36.76,P
86900.0,3.9514,27,1691.0,282.0,869.0,337.0,36.75,P
64700.0,1.6073,14,6202.0,1551.0,5561.0,1435.0,36.74,P
67900.0,3.1719,39,1745.0,321.0,901.0,303.0,36.75,P
87500.0,2.4956,11,3626.0,779.0,1819.0,731.0,36.75,P
88300.0,2.4728,18,8099.0,1670.0,4476.0,1514.0,36.74,P
72000.0,2.3108,28,2675.0,527.0,1392.0,521.0,36.76,P
87700.0,3.8088,34,1768.0,303.0,888.0,314.0,36.8,P
82000.0,3.6681,34,1891.0,323.0,966.0,355.0,36.79,P
75900.0,2.1461,11,5112.0,1384.0,2487.0,1243.0,36.77,P
74600.0,3.1417,15,2376.0,538.0,1197.0,510.0,36.8,P
78800.0,2.1653,16,2396.0,526.0,1338.0,518.0,36.8,P
85700.0,3.1953,15,3045.0,689.0,1340.0,588.0,36.8,P
84700.0,3.9338,17,2056.0,366.0,1259.0,367.0,36.8,P
81400.0,3.25,17,1415.0,267.0,861.0,293.0,36.8,P
55000.0,2.0536,9,1122.0,290.0,662.0,284.0,36.81,P
66400.0,2.6932,31,1746.0,321.0,1186.0,360.0,36.8,P
72800.0,3.0,25,875.0,156.0,646.0,166.0,36.8,P
71500.0,2.625,23,2128.0,442.0,1047.0,450.0,36.8,P
69200.0,3.7578,24,1316.0,249.0,781.0,260.0,36.8,P
87500.0,2.6767,15,2175.0,564.0,1194.0,482.0,36.81,P
73000.0,2.9406,24,4410.0,939.0,2362.0,862.0,36.77,P
76900.0,2.5737,30,2427.0,482.0,1375.0,518.0,36.77,P
70400.0,2.6726,32,1962.0,399.0,1005.0,392.0,36.77,P
74300.0,2.4405,35,1129.0,220.0,474.0,242.0,36.78,P
81300.0,2.3333,33,1145.0,197.0,508.0,198.0,36.78,P
70700.0,2.2467,27,4049.0,947.0,2254.0,882.0,36.78,P
72300.0,2.785,36,2507.0,466.0,1227.0,474.0,36.77,P
60200.0,2.1439,38,3804.0,814.0,2142.0,816.0,36.77,P
64700.0,2.0564,38,3065.0,658.0,1441.0,625.0,36.77,P
67300.0,2.5434,36,3616.0,779.0,1994.0,786.0,36.78,P
67700.0,1.9375,40,1411.0,284.0,609.0,296.0,36.78,P
61900.0,1.2176,29,2554.0,705.0,2669.0,655.0,36.77,P
58100.0,2.3562,45,1315.0,256.0,666.0,240.0,36.77,P
70700.0,1.9784,37,2185.0,455.0,1143.0,438.0,36.78,P
60200.0,2.0357,30,1610.0,410.0,1000.0,397.0,36.77,P
87600.0,3.8105,52,2964.0,512.0,1114.0,486.0,36.77,P
73000.0,2.2614,50,1818.0,374.0,737.0,338.0,36.78,P
59100.0,2.319,41,2227.0,462.0,1129.0,415.0,36.78,P
58700.0,2.3967,43,2323.0,502.0,1144.0,471.0,36.77,P
89900.0,3.5972,52,2281.0,371.0,839.0,367.0,36.78,P
72200.0,3.15,49,1749.0,314.0,705.0,300.0,36.77,P
78900.0,2.5804,48,1805.0,329.0,741.0,331.0,36.77,P
85000.0,3.4265,43,2341.0,395.0,890.0,375.0,36.77,P
83400.0,3.625,37,1965.0,364.0,796.0,335.0,36.78,P
69600.0,2.6127,36,1370.0,289.0,812.0,282.0,36.78,P
71300.0,3.0568,41,1441.0,274.0,646.0,296.0,36.77,P
65600.0,2.9081,36,2252.0,468.0,1117.0,442.0,36.77,P
68100.0,2.4286,32,2867.0,615.0,1705.0,570.0,36.77,P
71600.0,2.625,23,2168.0,503.0,1190.0,425.0,36.77,P
80300.0,2.8359,30,3162.0,640.0,1660.0,639.0,36.78,P
80200.0,3.6522,8,2875.0,548.0,1718.0,551.0,36.79,P
76700.0,3.0938,7,1932.0,419.0,1014.0,389.0,36.79,P
80400.0,3.7821,5,3821.0,705.0,2179.0,694.0,36.79,P
84500.0,3.4213,4,6102.0,1114.0,3406.0,1115.0,36.78,P
79700.0,2.7857,8,3096.0,684.0,1454.0,545.0,36.78,P
74700.0,2.9853,7,2232.0,490.0,1274.0,499.0,36.78,P
81300.0,2.0446,9,1142.0,314.0,620.0,283.0,36.77,P
83200.0,2.9315,27,1510.0,344.0,847.0,295.0,36.77,P
80100.0,1.8214,10,2067.0,450.0,845.0,354.0,36.76,P
81100.0,2.8194,24,1143.0,245.0,608.0,240.0,36.75,P
74500.0,2.875,34,1649.0,323.0,919.0,316.0,36.76,P
106100.0,3.3125,22,1970.0,332.0,1066.0,319.0,36.79,P
126400.0,4.1719,17,1987.0,335.0,1152.0,313.0,36.76,P
119800.0,3.6204,18,1422.0,243.0,702.0,230.0,36.77,P
89600.0,2.9808,38,1446.0,285.0,928.0,255.0,36.79,P
90600.0,2.3194,20,1745.0,348.0,1093.0,302.0,36.77,P
69000.0,1.7,19,2020.0,416.0,1341.0,360.0,36.66,P
112500.0,3.4861,26,1453.0,251.0,896.0,260.0,36.74,P
70800.0,2.6852,33,1902.0,370.0,1168.0,358.0,36.7,P
71800.0,1.6168,14,3182.0,730.0,2298.0,721.0,36.74,P
57800.0,1.8299,24,1961.0,422.0,1559.0,374.0,36.72,P
83200.0,3.6,22,1339.0,251.0,820.0,276.0,36.72,P
60400.0,1.8,32,981.0,237.0,736.0,249.0,36.72,P
88200.0,3.087,19,2627.0,502.0,1295.0,441.0,36.74,P
112500.0,3.4297,30,1233.0,214.0,620.0,199.0,36.8,P
105400.0,3.2813,45,1270.0,242.0,598.0,214.0,36.8,P
55300.0,2.1618,25,1270.0,255.0,1050.0,245.0,36.8,P
82800.0,2.7917,48,1341.0,239.0,671.0,208.0,36.79,P
165400.0,3.8056,29,2205.0,366.0,1072.0,345.0,36.83,P
61200.0,1.3221,30,2288.0,474.0,1435.0,425.0,36.81,P
256200.0,7.5,8,2580.0,372.0,1111.0,393.0,36.85,P
122500.0,5.1781,4,4833.0,784.0,2088.0,789.0,36.83,P
160300.0,6.7181,15,2563.0,335.0,1080.0,356.0,36.83,P
141600.0,4.8036,11,2497.0,427.0,1101.0,405.0,36.83,P
89300.0,4.7622,12,1488.0,253.0,675.0,223.0,36.82,P
91300.0,3.3239,9,3995.0,778.0,1691.0,712.0,36.82,P
88900.0,5.5842,15,1387.0,236.0,638.0,195.0,36.82,P
119300.0,5.5405,16,1852.0,274.0,887.0,286.0,36.82,P
96500.0,4.2132,2,4055.0,735.0,1730.0,654.0,36.83,P
72100.0,3.3942,4,4530.0,1070.0,1804.0,837.0,36.81,P
107800.0,4.6726,6,1891.0,341.0,969.0,330.0,36.81,P
68000.0,3.755,15,1743.0,310.0,1011.0,325.0,36.81,P
88800.0,3.6563,14,1876.0,324.0,1031.0,311.0,36.8,P
73000.0,2.9565,14,4177.0,914.0,2300.0,867.0,36.8,P
67900.0,2.5595,18,2536.0,516.0,1196.0,466.0,36.8,P
345900.0,10.5144,8,3791.0,487.0,1424.0,475.0,36.85,P
213900.0,8.9669,12,2272.0,304.0,840.0,305.0,36.84,P
229200.0,8.7716,12,2396.0,290.0,863.0,258.0,36.84,P
195900.0,6.8645,17,2273.0,298.0,700.0,263.0,36.83,P
141200.0,6.9903,14,2351.0,341.0,1128.0,363.0,36.83,P
123000.0,5.3241,14,2982.0,412.0,1408.0,423.0,36.83,P
229700.0,7.4201,17,3012.0,408.0,987.0,362.0,36.83,P
144700.0,6.1175,16,2868.0,376.0,1016.0,379.0,36.83,P
167700.0,5.5357,17,2807.0,376.0,996.0,353.0,36.82,P
155600.0,7.2909,14,1087.0,165.0,365.0,176.0,36.82,P
151500.0,5.2809,28,2268.0,336.0,752.0,330.0,36.82,P
150900.0,5.0698,25,3305.0,551.0,1149.0,500.0,36.81,P
188300.0,7.7062,18,2789.0,378.0,937.0,364.0,36.81,P
187300.0,8.3608,10,2902.0,363.0,1200.0,363.0,36.86,P
193500.0,8.2737,7,4139.0,544.0,1843.0,562.0,36.86,P
123600.0,5.9897,8,1519.0,234.0,711.0,248.0,36.85,P
125300.0,5.3886,15,1924.0,262.0,848.0,277.0,36.84,P
124400.0,3.2569,15,2058.0,412.0,891.0,378.0,36.84,P
111900.0,3.2147,7,4907.0,1075.0,2014.0,909.0,36.84,P
79500.0,2.8274,12,782.0,166.0,292.0,164.0,36.85,P
128300.0,4.2071,8,3468.0,675.0,1604.0,626.0,36.86,P
54000.0,1.9511,11,2596.0,619.0,1765.0,539.0,36.85,P
51700.0,1.7926,22,1529.0,375.0,1543.0,395.0,36.84,P
145000.0,3.7656,7,6434.0,1201.0,2733.0,1045.0,36.86,P
94400.0,4.2304,17,2340.0,370.0,1174.0,396.0,36.85,P
158800.0,5.4868,7,2289.0,342.0,1077.0,354.0,36.84,P
119300.0,3.3229,9,2340.0,544.0,860.0,520.0,36.84,P
126000.0,4.049,19,6789.0,1200.0,2325.0,1109.0,36.83,P
135500.0,5.6445,10,5780.0,922.0,2712.0,883.0,36.83,P
69300.0,2.3667,11,2754.0,663.0,1328.0,604.0,36.83,P
93000.0,3.2143,25,2330.0,462.0,1215.0,467.0,36.82,P
95800.0,4.3315,17,1560.0,261.0,709.0,258.0,36.83,P
72200.0,2.2215,15,3356.0,694.0,1232.0,627.0,36.83,P
105200.0,3.4167,23,4358.0,819.0,1852.0,802.0,36.82,P
53500.0,1.7708,22,4241.0,1147.0,1929.0,971.0,36.82,P
121200.0,3.4542,24,5377.0,1005.0,2010.0,982.0,36.82,P
143300.0,5.4513,33,3972.0,594.0,1324.0,561.0,36.81,P
169300.0,6.3359,43,1951.0,288.0,725.0,308.0,36.8,P
160100.0,6.1575,38,2252.0,325.0,777.0,314.0,36.8,P
90100.0,3.8571,24,3756.0,681.0,1586.0,739.0,36.8,P
99500.0,2.9471,33,1670.0,256.0,528.0,250.0,36.8,P
88800.0,3.5958,29,2806.0,552.0,1242.0,540.0,36.8,P
80800.0,3.125,16,6101.0,1200.0,3407.0,1134.0,36.8,P
72700.0,3.4074,16,2849.0,506.0,1508.0,478.0,36.8,P
66900.0,2.0469,19,3244.0,776.0,1463.0,710.0,36.8,P
65600.0,3.3272,35,1872.0,363.0,1054.0,369.0,36.79,P
66200.0,2.5223,35,1789.0,357.0,933.0,357.0,36.78,P
58800.0,1.3385,24,3242.0,795.0,2764.0,773.0,36.78,P
71400.0,3.3447,21,3235.0,648.0,1820.0,614.0,36.79,P
67000.0,1.9575,24,3505.0,819.0,2098.0,774.0,36.79,P
55500.0,2.0324,35,1012.0,245.0,633.0,240.0,36.78,P
79700.0,3.0,36,1650.0,313.0,660.0,298.0,36.78,P
69200.0,2.6055,36,1582.0,313.0,761.0,318.0,36.78,P
65900.0,2.6522,35,1474.0,291.0,709.0,294.0,36.79,P
64700.0,1.6854,18,5822.0,1439.0,3415.0,1224.0,36.79,P
73800.0,2.9506,35,2314.0,443.0,954.0,457.0,36.79,P
67500.0,1.9386,33,3433.0,785.0,1806.0,783.0,36.79,P
58800.0,2.03,38,1912.0,456.0,1131.0,408.0,36.78,P
96500.0,3.5542,43,2382.0,431.0,874.0,380.0,36.78,P
71900.0,2.4167,39,2471.0,460.0,1118.0,431.0,36.79,P
153800.0,5.187,45,1337.0,187.0,471.0,187.0,36.79,P
69600.0,3.069,35,1877.0,328.0,1155.0,353.0,36.81,P
66500.0,1.8514,34,2200.0,493.0,1243.0,431.0,36.8,P
124700.0,3.32,27,2462.0,484.0,852.0,449.0,36.8,P
132200.0,4.25,33,1461.0,261.0,494.0,254.0,36.81,P
89600.0,3.2642,34,2679.0,460.0,1141.0,470.0,36.79,P
73400.0,2.3293,31,2164.0,456.0,959.0,463.0,36.78,P
64500.0,2.256,26,1700.0,423.0,909.0,386.0,36.79,P
47500.0,1.5122,19,1524.0,448.0,960.0,386.0,36.79,P
68300.0,2.9301,33,2260.0,440.0,966.0,413.0,36.79,P
72800.0,2.1544,26,3654.0,837.0,1976.0,830.0,36.79,P
78800.0,2.1383,30,6117.0,1330.0,2768.0,1224.0,36.78,P
81100.0,2.9937,27,2258.0,427.0,1076.0,423.0,36.79,P
75100.0,3.3281,32,2463.0,468.0,1261.0,486.0,36.79,P
71400.0,2.1573,28,2857.0,619.0,1614.0,592.0,36.79,P
71700.0,2.293,28,3257.0,752.0,1981.0,712.0,36.78,P
70900.0,2.5893,29,3494.0,662.0,1781.0,616.0,36.8,P
84600.0,2.9244,32,3461.0,665.0,1507.0,649.0,36.8,P
66000.0,2.8994,34,3426.0,623.0,1938.0,647.0,36.8,P
83700.0,2.2094,20,6257.0,1346.0,2795.0,1267.0,36.8,P
83100.0,2.7222,24,3748.0,770.0,1827.0,719.0,36.8,P
74300.0,2.4678,18,10862.0,2401.0,5466.0,2209.0,36.8,P
90600.0,2.3333,25,2718.0,504.0,1257.0,465.0,36.8,P
74500.0,2.197,30,3308.0,662.0,1894.0,648.0,36.8,P
69400.0,1.2716,19,4643.0,1429.0,4638.0,1335.0,36.81,P
84700.0,3.4279,25,1565.0,271.0,661.0,275.0,36.81,P
99300.0,2.3375,17,6932.0,1486.0,3056.0,1453.0,36.82,P
85500.0,3.567,28,1713.0,302.0,663.0,282.0,36.81,P
89500.0,3.625,25,5016.0,963.0,2133.0,928.0,36.82,P
95200.0,4.2153,18,4164.0,741.0,1817.0,681.0,36.83,P
99600.0,4.5179,22,2803.0,438.0,1234.0,457.0,36.83,P
110900.0,5.2595,20,3214.0,446.0,1360.0,463.0,36.83,P
101100.0,4.7804,19,3237.0,507.0,1378.0,510.0,36.83,P
108500.0,5.0635,16,2360.0,355.0,1034.0,359.0,36.83,P
84200.0,4.0196,17,3690.0,628.0,1888.0,601.0,36.83,P
109400.0,4.9292,15,2793.0,436.0,1411.0,441.0,36.83,P
108200.0,4.1098,14,4675.0,829.0,2235.0,787.0,36.83,P
174200.0,5.3272,3,7520.0,1143.0,2878.0,1077.0,36.91,P
143700.0,5.0941,3,13802.0,2244.0,5226.0,1972.0,36.87,P
140800.0,3.9032,3,10425.0,2121.0,4432.0,1778.0,36.85,P
86300.0,2.4861,15,1449.0,277.0,649.0,265.0,36.94,P
165200.0,6.9405,17,2236.0,315.0,992.0,312.0,36.88,P
164600.0,4.0,20,1676.0,263.0,786.0,240.0,36.86,P
143100.0,4.5398,20,2655.0,432.0,1081.0,379.0,36.85,P
167500.0,5.308,15,2373.0,364.0,1280.0,386.0,36.89,P
71400.0,2.5904,23,3532.0,756.0,1885.0,758.0,36.83,P
68200.0,2.3173,25,2379.0,540.0,1482.0,484.0,36.82,P
68000.0,2.7159,32,2623.0,528.0,1570.0,492.0,36.81,P
113400.0,1.8061,5,1087.0,338.0,623.0,362.0,36.83,P
109000.0,3.5078,15,2727.0,500.0,1228.0,436.0,36.83,P
138800.0,5.3478,8,3602.0,547.0,1959.0,580.0,36.83,P
111400.0,5.0828,14,3348.0,491.0,1584.0,493.0,36.83,P
112500.0,2.3381,12,2144.0,568.0,1320.0,566.0,36.82,P
69700.0,1.6618,19,2282.0,550.0,1034.0,500.0,36.81,P
72800.0,1.7969,19,1648.0,368.0,557.0,354.0,36.81,P
72200.0,2.9453,28,1651.0,305.0,780.0,309.0,36.81,P
79700.0,2.7778,19,1699.0,356.0,994.0,368.0,36.81,P
112500.0,1.9483,16,2627.0,613.0,1054.0,623.0,36.82,P
52500.0,2.2639,15,946.0,239.0,550.0,246.0,36.82,P
100200.0,3.9943,7,2075.0,353.0,1040.0,362.0,36.83,P
89500.0,4.9327,8,943.0,189.0,475.0,155.0,36.83,P
54600.0,1.4913,32,1098.0,226.0,726.0,224.0,36.83,P
78900.0,3.1814,28,1868.0,350.0,898.0,329.0,36.83,P
111300.0,4.4356,3,2029.0,336.0,1003.0,340.0,36.83,P
113700.0,5.0864,4,2145.0,334.0,1024.0,308.0,36.83,P
120000.0,6.1133,11,2455.0,344.0,1110.0,339.0,36.83,P
123300.0,4.5577,2,2579.0,376.0,1133.0,342.0,36.82,P
114400.0,4.9432,4,1262.0,216.0,622.0,199.0,36.81,P
106200.0,5.0253,13,2589.0,413.0,1356.0,435.0,36.81,P
55900.0,1.8021,17,1897.0,433.0,1207.0,384.0,36.82,P
93600.0,4.81,15,3303.0,512.0,1687.0,505.0,36.82,P
88900.0,3.9792,16,2668.0,454.0,1536.0,457.0,36.81,P
93800.0,2.5446,13,1524.0,366.0,994.0,370.0,36.81,P
88000.0,4.4934,15,2892.0,496.0,1634.0,501.0,36.81,P
88400.0,4.2066,7,2855.0,518.0,1748.0,498.0,36.8,P
68700.0,3.2813,31,2576.0,458.0,1306.0,418.0,36.8,P
163100.0,6.011,9,3712.0,508.0,1632.0,474.0,36.8,P
83600.0,3.7697,13,1736.0,313.0,993.0,314.0,36.79,P
71300.0,3.5417,16,1551.0,271.0,1010.0,292.0,36.79,P
76300.0,2.7404,15,2524.0,451.0,1207.0,424.0,36.79,P
60600.0,2.6875,22,2456.0,496.0,1720.0,417.0,36.77,P
83000.0,4.0993,5,2613.0,476.0,1490.0,481.0,36.79,P
150800.0,6.0132,21,1260.0,182.0,583.0,205.0,36.77,P
157300.0,4.9904,15,2397.0,353.0,1258.0,347.0,36.85,P
173800.0,5.6739,14,4872.0,656.0,2085.0,617.0,36.82,P
148700.0,4.526,19,1317.0,189.0,517.0,187.0,36.79,P
154700.0,4.925,22,4126.0,614.0,1795.0,613.0,36.76,P
133300.0,3.0833,42,1338.0,215.0,617.0,222.0,36.7,P
136900.0,4.5625,20,2822.0,479.0,1372.0,455.0,36.78,N
156700.0,5.4895,13,6135.0,863.0,2473.0,774.0,36.83,P
126500.0,4.0227,19,3225.0,548.0,1760.0,542.0,36.77,P
130600.0,4.5375,18,1284.0,193.0,621.0,190.0,36.72,P
106900.0,4.5938,20,1089.0,208.0,531.0,212.0,36.74,N
99500.0,3.6161,11,2510.0,460.0,1248.0,445.0,36.72,P
73000.0,2.5741,29,1963.0,392.0,1208.0,398.0,36.71,N
59900.0,2.181,37,1609.0,374.0,1173.0,344.0,36.71,N
84800.0,2.6458,10,1657.0,359.0,958.0,380.0,36.71,P
72900.0,2.6823,34,1759.0,354.0,899.0,337.0,36.7,P
58900.0,2.1182,40,1195.0,326.0,1135.0,315.0,36.7,N
63900.0,2.3687,31,1671.0,372.0,1371.0,347.0,36.7,N
72300.0,3.1442,30,2370.0,412.0,1248.0,410.0,36.7,P
83900.0,3.7261,7,1761.0,309.0,974.0,308.0,36.7,P
58100.0,1.9766,42,1032.0,215.0,812.0,225.0,36.69,P
55900.0,1.7132,21,1551.0,423.0,1519.0,406.0,36.69,N
58900.0,2.2448,20,1815.0,375.0,1665.0,357.0,36.7,N
55800.0,1.9076,32,1963.0,508.0,2052.0,518.0,36.71,N
63900.0,2.1515,6,1186.0,234.0,1135.0,218.0,36.72,N
69300.0,2.59,21,1834.0,321.0,1120.0,314.0,36.71,N
160100.0,3.2917,19,3351.0,589.0,1578.0,542.0,36.69,N
115300.0,3.4044,18,1802.0,332.0,945.0,292.0,36.68,N
107600.0,3.625,25,1784.0,312.0,904.0,303.0,36.63,N
80000.0,2.3618,38,949.0,190.0,578.0,187.0,36.64,N
93800.0,3.5074,37,1486.0,296.0,977.0,290.0,36.59,N
92400.0,2.3359,24,2532.0,555.0,1564.0,507.0,37.1,N
151800.0,4.2679,14,863.0,151.0,315.0,135.0,36.94,P
111800.0,3.332,16,4199.0,794.0,2140.0,722.0,37.02,P
111800.0,3.1736,16,2904.0,551.0,1467.0,509.0,37.0,N
123900.0,3.9141,12,2980.0,495.0,1184.0,429.0,36.91,N
83300.0,2.0,15,1879.0,411.0,755.0,294.0,36.89,N
85600.0,4.1838,44,3042.0,697.0,335.0,115.0,37.25,N
94000.0,4.1563,12,2255.0,472.0,1006.0,334.0,37.13,N
102700.0,3.3269,22,2211.0,477.0,773.0,288.0,37.09,N
125000.0,3.875,23,1881.0,380.0,64.0,37.0,37.12,N
144600.0,3.0729,34,1901.0,394.0,171.0,73.0,37.11,N
179200.0,5.1314,15,3111.0,651.0,276.0,107.0,37.06,N
78600.0,3.7857,19,1616.0,324.0,187.0,80.0,36.79,N
94400.0,2.6902,17,2052.0,405.0,975.0,340.0,36.8,N
100000.0,2.2202,13,2813.0,579.0,1385.0,512.0,36.71,N
90500.0,2.2278,13,3963.0,812.0,1905.0,671.0,36.69,N
92200.0,2.6058,26,1922.0,339.0,1148.0,332.0,36.62,N
55200.0,1.6486,26,1874.0,416.0,1834.0,432.0,36.63,N
52000.0,1.7292,33,1485.0,374.0,1544.0,329.0,36.62,N
51500.0,1.5642,15,1070.0,256.0,1070.0,243.0,36.62,N
51700.0,1.4481,25,831.0,230.0,947.0,244.0,36.62,N
65800.0,2.4219,19,1484.0,296.0,1296.0,298.0,36.61,N
69200.0,2.2863,5,2353.0,608.0,2505.0,573.0,36.6,N
72500.0,2.0417,34,864.0,184.0,579.0,171.0,36.6,N
73000.0,2.5,42,510.0,88.0,247.0,99.0,36.6,N
108300.0,3.625,13,1348.0,258.0,719.0,246.0,36.61,N
90500.0,3.7917,24,1302.0,232.0,693.0,243.0,36.61,N
91600.0,3.9073,17,1531.0,280.0,775.0,246.0,36.61,N
63300.0,1.767,15,1371.0,306.0,1266.0,309.0,36.59,N
67600.0,2.825,32,1153.0,236.0,761.0,241.0,36.59,N
60900.0,1.8975,36,2294.0,489.0,1430.0,454.0,36.6,N
56700.0,1.516,28,1343.0,330.0,1331.0,305.0,36.59,N
118100.0,3.9844,18,1404.0,226.0,754.0,229.0,36.6,N
66100.0,1.6875,41,1749.0,342.0,1171.0,314.0,36.59,N
63500.0,2.5234,37,1054.0,239.0,879.0,257.0,36.58,N
87300.0,3.7813,18,1425.0,280.0,753.0,266.0,36.58,N
84200.0,3.825,28,1274.0,215.0,572.0,202.0,36.59,N
57100.0,2.309,18,2379.0,448.0,1638.0,436.0,36.6,N
54700.0,1.4937,20,1490.0,318.0,1474.0,326.0,36.61,N
56900.0,1.586,14,3004.0,793.0,3535.0,735.0,36.61,N
63400.0,2.2206,34,1440.0,267.0,1018.0,265.0,36.62,N
95300.0,1.9913,21,2106.0,410.0,867.0,380.0,36.58,N
55100.0,1.8958,33,1225.0,275.0,1065.0,248.0,36.61,N
55800.0,1.5625,33,587.0,170.0,730.0,162.0,36.61,N
55200.0,1.6094,27,1388.0,296.0,1056.0,284.0,36.66,P
113800.0,3.0521,27,823.0,171.0,798.0,200.0,36.64,P
93200.0,2.5562,43,1676.0,320.0,1056.0,276.0,36.65,N
62400.0,1.9676,33,1589.0,294.0,1102.0,307.0,36.6,P
62400.0,2.6858,13,1788.0,405.0,1652.0,411.0,36.58,P
131700.0,3.5987,19,1733.0,303.0,911.0,281.0,36.57,P
73100.0,2.8287,28,1452.0,300.0,919.0,308.0,36.58,P
73000.0,2.6974,29,1312.0,280.0,788.0,271.0,36.58,P
88000.0,4.0197,17,2287.0,390.0,1330.0,393.0,36.59,P
92700.0,2.2727,10,2842.0,620.0,1443.0,576.0,36.59,P
69700.0,2.5556,42,2311.0,439.0,1347.0,436.0,36.57,P
68300.0,1.8333,33,1923.0,403.0,1205.0,389.0,36.57,P
65100.0,1.5833,42,2242.0,521.0,1359.0,483.0,36.57,P
55300.0,1.2647,22,1794.0,435.0,1127.0,359.0,36.58,P
54400.0,1.4415,36,738.0,168.0,737.0,186.0,36.56,P
92500.0,2.0658,34,576.0,117.0,363.0,97.0,36.56,P
53000.0,1.625,34,1911.0,497.0,1886.0,481.0,36.56,P
51600.0,1.8878,30,1722.0,372.0,1467.0,403.0,36.56,P
111500.0,3.2917,34,2065.0,343.0,1041.0,313.0,36.55,N
120900.0,4.2045,16,2703.0,415.0,1106.0,372.0,36.52,N
76600.0,2.2132,46,1889.0,390.0,971.0,403.0,36.51,N
67000.0,1.6635,37,1018.0,213.0,663.0,204.0,36.51,N
70100.0,2.5033,9,3860.0,809.0,2157.0,770.0,36.51,N
70200.0,3.0294,31,1986.0,417.0,1042.0,422.0,36.52,N
95700.0,3.2019,19,2746.0,495.0,1670.0,518.0,36.53,N
82700.0,3.0469,32,1513.0,272.0,1038.0,272.0,36.56,P
110000.0,2.1908,32,1604.0,292.0,868.0,276.0,36.57,P
100000.0,3.1333,30,1671.0,319.0,966.0,282.0,36.51,P
101600.0,3.3214,35,990.0,192.0,674.0,178.0,36.52,P
94200.0,2.5921,20,1741.0,331.0,1466.0,289.0,36.52,P
75000.0,3.2083,26,1727.0,289.0,802.0,259.0,36.44,P
79200.0,2.8125,29,1702.0,301.0,914.0,280.0,36.46,P
57900.0,1.7813,29,1799.0,356.0,1278.0,387.0,36.43,P
72500.0,2.4044,34,1370.0,287.0,818.0,269.0,36.54,P
76800.0,2.0216,32,1393.0,276.0,999.0,245.0,36.55,P
83600.0,2.7321,31,1241.0,254.0,767.0,226.0,36.51,P
78200.0,2.4375,19,1310.0,241.0,702.0,217.0,36.54,P
60000.0,2.5208,31,1732.0,332.0,979.0,294.0,36.54,P
90000.0,2.975,34,1422.0,237.0,716.0,222.0,36.64,P
69400.0,2.0313,17,1497.0,308.0,1425.0,247.0,36.57,P
74600.0,2.4814,20,1935.0,363.0,1319.0,359.0,36.58,P
76400.0,2.4006,24,2246.0,462.0,1291.0,394.0,36.6,P
75600.0,2.4474,19,2439.0,462.0,1416.0,469.0,36.45,P
58400.0,1.7176,34,1175.0,251.0,683.0,261.0,36.43,P
60900.0,2.8913,23,1824.0,354.0,1146.0,362.0,36.43,P
39200.0,2.1771,18,1128.0,237.0,772.0,220.0,36.44,P
112500.0,2.1153,18,1524.0,414.0,2030.0,356.0,36.34,P
55000.0,2.3295,17,598.0,160.0,715.0,146.0,36.16,P
64700.0,1.5086,12,1462.0,356.0,1708.0,367.0,36.21,P
55100.0,1.4191,12,1923.0,559.0,2809.0,535.0,36.19,P
87500.0,2.4398,11,1337.0,412.0,1376.0,318.0,36.29,P
104200.0,2.1458,29,579.0,116.0,218.0,99.0,36.18,P
65000.0,3.0658,36,613.0,124.0,310.0,124.0,36.16,P
62000.0,1.8264,18,1206.0,274.0,622.0,217.0,36.14,P
70000.0,2.7461,17,2279.0,448.0,1200.0,420.0,36.15,P
86400.0,3.2639,10,2522.0,533.0,1335.0,493.0,36.13,P
86300.0,4.381,34,2084.0,339.0,868.0,347.0,36.15,P
85300.0,2.7792,18,1519.0,296.0,846.0,272.0,36.16,P
60400.0,1.7075,9,2671.0,647.0,1484.0,541.0,36.14,P
55500.0,3.0134,29,1938.0,434.0,1306.0,415.0,36.13,P
76600.0,2.25,24,943.0,209.0,514.0,156.0,36.65,P
66000.0,2.4937,31,1177.0,221.0,744.0,223.0,36.65,P
90600.0,2.3026,25,948.0,198.0,613.0,171.0,36.59,P
57200.0,2.293,29,1479.0,338.0,1408.0,322.0,36.61,P
58300.0,1.5536,25,875.0,214.0,931.0,214.0,36.6,P
56000.0,2.4786,14,1508.0,347.0,1679.0,345.0,36.49,P
68900.0,1.947,24,1335.0,312.0,1180.0,267.0,36.77,P
112500.0,2.5,18,819.0,198.0,996.0,198.0,36.72,P
38800.0,1.9417,20,1193.0,263.0,1274.0,241.0,36.55,P
55200.0,1.7184,11,1947.0,488.0,2104.0,486.0,36.78,P
60000.0,1.9056,25,1689.0,495.0,1745.0,457.0,36.75,P
58000.0,1.8125,25,991.0,272.0,941.0,262.0,36.76,P
