age,workclass,fnlwgt,education,educationNum,maritalStatus,occupation,relationship,race,sex,capitalGain,capitalLoss,hoursPerWeek,nativeCountry,label
19,Private,201178.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,25,United-States,-1
35,State-gov,37314.0,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40,United-States,-1
40,Private,277647.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,1
45,Self-emp-inc,36228.0,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,4386.0,0.0,35,United-States,1
33,Self-emp-not-inc,112952.0,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,48,United-States,-1
58,Private,218281.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,Mexico,-1
50,Private,230951.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,-1
18,Private,232190.0,HS-grad,9,Never-married,Sales,Own-child,White,Male,0.0,0.0,20,United-States,-1
26,Private,33610.0,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0.0,0.0,40,United-States,-1
37,Private,187748.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,-1
32,Private,178691.0,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,45,United-States,-1
23,Private,101885.0,10th,6,Never-married,Craft-repair,Not-in-family,White,Female,0.0,0.0,40,United-States,-1
18,Private,100863.0,12th,8,Never-married,Sales,Own-child,White,Female,0.0,0.0,15,United-States,-1
39,Self-emp-not-inc,113749.0,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,-1
27,State-gov,122540.0,Some-college,10,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,40,United-States,-1
42,Private,126319.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,35,United-States,-1
64,Local-gov,209899.0,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,35,United-States,-1
26,Private,236008.0,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0.0,0.0,40,United-States,-1
21,Private,105577.0,Some-college,10,Never-married,Other-service,Own-child,White,Female,0.0,0.0,30,United-States,-1
39,Private,315776.0,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,Male,8614.0,0.0,52,United-States,1
42,Private,199018.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,55,United-States,1
25,Private,40255.0,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,80,United-States,-1
27,Private,279960.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,United-States,-1
36,Private,251091.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60,United-States,1
30,Private,134737.0,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,45,United-States,-1
21,Private,195532.0,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0.0,0.0,40,United-States,-1
31,Self-emp-not-inc,190650.0,Masters,14,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0.0,0.0,40,,-1
61,Private,139391.0,Some-college,10,Never-married,Tech-support,Own-child,White,Male,0.0,0.0,16,United-States,-1
24,Private,307133.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40,,-1
28,Private,176683.0,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,70,United-States,1
21,Private,129350.0,Some-college,10,Never-married,Sales,Own-child,White,Male,0.0,0.0,40,United-States,-1
17,Private,154337.0,11th,7,Never-married,Other-service,Own-child,White,Female,0.0,0.0,13,United-States,-1
20,Private,217807.0,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,35,United-States,-1
26,Private,183077.0,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40,United-States,-1
41,Self-emp-inc,56019.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,99999.0,0.0,50,India,1
41,Private,118915.0,Bachelors,13,Separated,Sales,Not-in-family,White,Female,0.0,0.0,40,United-States,-1
20,Private,431745.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,14,United-States,-1
19,Private,125010.0,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,45,United-States,-1
90,Private,197613.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40,United-States,1
52,Self-emp-not-inc,140985.0,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,99999.0,0.0,30,United-States,1
37,Private,76893.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,-1
35,Private,208259.0,10th,6,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,36,United-States,-1
57,Private,133126.0,Some-college,10,Never-married,Craft-repair,Not-in-family,Black,Female,0.0,0.0,40,United-States,-1
27,Private,203776.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7688.0,0.0,45,United-States,1
29,Local-gov,115305.0,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,7688.0,0.0,40,United-States,1
46,Private,185385.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,65,United-States,1
48,Private,131309.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,45,United-States,1
58,Self-emp-not-inc,318106.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,1
31,Self-emp-not-inc,119411.0,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,50,United-States,-1
47,Self-emp-not-inc,132589.0,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,72,United-States,-1
62,Private,41718.0,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,35,United-States,-1
82,Private,147729.0,5th-6th,3,Widowed,Other-service,Unmarried,White,Male,0.0,0.0,20,United-States,-1
35,Private,239755.0,Some-college,10,Never-married,Sales,Unmarried,White,Male,0.0,0.0,50,United-States,-1
26,Private,31558.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,90,United-States,1
50,Private,133963.0,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,50,United-States,-1
42,Private,332401.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40,United-States,-1
52,Private,180142.0,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,45,United-States,-1
24,Private,267181.0,Some-college,10,Never-married,Other-service,Own-child,White,Male,0.0,0.0,35,United-States,-1
34,Self-emp-not-inc,201292.0,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50,United-States,-1
31,Private,382368.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,40,Germany,-1
47,Private,31141.0,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40,United-States,1
46,Private,270565.0,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60,United-States,-1
48,Self-emp-not-inc,383384.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,1
64,Private,110110.0,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0.0,0.0,40,United-States,-1
47,Private,294913.0,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999.0,0.0,40,United-States,1
42,Private,259757.0,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Male,0.0,653.0,50,United-States,1
64,Private,45868.0,7th-8th,4,Separated,Priv-house-serv,Not-in-family,Other,Female,0.0,0.0,35,Mexico,-1
47,Local-gov,29819.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,1977.0,50,United-States,1
29,Private,60722.0,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,40,United-States,-1
38,Private,26698.0,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,40,United-States,-1
30,Private,77143.0,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Male,0.0,0.0,25,United-States,-1
52,Private,279129.0,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0.0,0.0,37,United-States,1
67,Private,176388.0,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0.0,0.0,45,United-States,-1
56,Private,193130.0,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,16,United-States,-1
40,Private,199031.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,Mexico,-1
54,State-gov,305319.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,70,United-States,-1
47,Local-gov,154033.0,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,1876.0,40,United-States,-1
24,Private,186213.0,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,50,United-States,1
34,Local-gov,166545.0,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0.0,0.0,40,United-States,-1
32,Self-emp-inc,99309.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,1
63,Private,181863.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,27,United-States,-1
46,Private,95636.0,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,45,United-States,-1
34,Federal-gov,148508.0,Some-college,10,Divorced,Tech-support,Not-in-family,White,Female,0.0,0.0,40,United-States,-1
34,Private,199227.0,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,50,United-States,-1
24,Federal-gov,312017.0,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,40,United-States,-1
37,Private,159383.0,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0.0,0.0,40,United-States,-1
20,Private,273147.0,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Male,0.0,0.0,40,United-States,-1
48,Private,97176.0,HS-grad,9,Divorced,Adm-clerical,Other-relative,White,Female,0.0,0.0,40,United-States,-1
34,State-gov,32174.0,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0.0,0.0,40,United-States,-1
35,Private,163392.0,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0.0,0.0,40,,-1
50,Private,171338.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999.0,0.0,50,United-States,1
25,Private,175128.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40,United-States,-1
66,Self-emp-not-inc,252842.0,HS-grad,9,Never-married,Farming-fishing,Other-relative,White,Male,0.0,0.0,20,United-States,-1
28,Self-emp-not-inc,33035.0,12th,8,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,30,United-States,-1
36,Private,36423.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,25,United-States,1
23,Private,163870.0,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40,,-1
28,Self-emp-not-inc,420054.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,Italy,-1
73,Private,132350.0,7th-8th,4,Widowed,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,18,United-States,-1
36,Self-emp-not-inc,205607.0,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,0.0,0.0,40,United-States,1
22,Private,32616.0,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,30,United-States,-1
27,Self-emp-not-inc,151382.0,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,40,United-States,-1
22,Private,317019.0,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,30,United-States,-1
36,Private,150057.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50,United-States,1
54,Private,87205.0,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0.0,0.0,45,United-States,-1
21,Private,53306.0,HS-grad,9,Never-married,Sales,Own-child,White,Male,0.0,0.0,40,United-States,-1
34,Private,342709.0,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,-1
22,Private,63105.0,HS-grad,9,Never-married,Prof-specialty,Own-child,Black,Male,0.0,0.0,40,United-States,-1
21,Private,34918.0,HS-grad,9,Never-married,Sales,Own-child,White,Female,0.0,0.0,30,United-States,-1
37,Self-emp-inc,163998.0,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,United-States,1
28,Private,193868.0,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0.0,0.0,50,United-States,-1
35,Federal-gov,413930.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,1
62,Self-emp-not-inc,210064.0,Some-college,10,Widowed,Prof-specialty,Unmarried,White,Male,0.0,0.0,20,United-States,-1
28,Private,112403.0,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,2354.0,0.0,40,United-States,-1
31,Private,220066.0,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,14344.0,0.0,50,United-States,1
23,Private,174626.0,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,25,United-States,-1
27,Private,292472.0,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,40,Cambodia,1
36,Private,320811.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,1
41,Private,122215.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,40,United-States,1
42,State-gov,197344.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,-1
45,Private,184581.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,United-States,-1
40,State-gov,114714.0,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0.0,0.0,40,Taiwan,1
52,Self-emp-inc,260938.0,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60,United-States,1
19,Private,214935.0,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40,United-States,-1
34,Self-emp-inc,127651.0,Bachelors,13,Divorced,Farming-fishing,Not-in-family,White,Male,0.0,0.0,60,United-States,-1
49,Private,186256.0,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,-1
25,State-gov,156848.0,HS-grad,9,Married-civ-spouse,Protective-serv,Own-child,White,Male,0.0,0.0,35,United-States,-1
28,Private,125321.0,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0.0,0.0,40,United-States,-1
47,Private,215686.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,50,United-States,-1
28,Private,69621.0,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0.0,0.0,60,United-States,-1
51,Private,345459.0,Some-college,10,Never-married,Exec-managerial,Unmarried,Black,Female,0.0,0.0,40,United-States,-1
20,Private,493443.0,11th,7,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40,United-States,-1
50,Private,124094.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,Poland,-1
52,Local-gov,178983.0,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,-1
21,Private,85088.0,Some-college,10,Never-married,Other-service,Own-child,White,Female,0.0,0.0,37,United-States,-1
32,Private,154087.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40,United-States,-1
42,Private,313945.0,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40,Ecuador,-1
20,Private,24274.0,HS-grad,9,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0.0,0.0,35,United-States,-1
29,Private,209934.0,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40,Mexico,-1
18,Local-gov,152171.0,11th,7,Never-married,Protective-serv,Own-child,White,Male,0.0,0.0,10,United-States,-1
21,Private,189203.0,Assoc-voc,11,Never-married,Protective-serv,Not-in-family,White,Male,0.0,0.0,40,United-States,-1
38,Private,283293.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0.0,0.0,40,United-States,-1
46,Private,237731.0,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,40,United-States,-1
59,Private,151977.0,10th,6,Separated,Priv-house-serv,Not-in-family,Black,Female,0.0,0.0,30,United-States,-1
21,Private,249727.0,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0.0,0.0,22,United-States,-1
46,Private,179869.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,-1
18,Private,238401.0,Some-college,10,Never-married,Sales,Own-child,White,Female,0.0,0.0,25,United-States,-1
31,Private,122612.0,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,40,South,-1
24,Private,196742.0,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0.0,0.0,40,United-States,-1
18,Private,152246.0,Some-college,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0.0,0.0,16,United-States,-1
36,Private,111128.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,48,United-States,1
60,Private,170278.0,5th-6th,3,Widowed,Sales,Not-in-family,White,Female,0.0,0.0,40,Italy,-1
35,Private,149455.0,Some-college,10,Separated,Exec-managerial,Own-child,Black,Female,0.0,0.0,40,United-States,-1
20,Private,339588.0,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,40,Peru,-1
32,Private,211699.0,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,1485.0,40,United-States,1
46,Local-gov,59174.0,HS-grad,9,Widowed,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,0.0,0.0,33,United-States,-1
42,Private,196344.0,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40,Guatemala,-1
25,State-gov,104097.0,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40,United-States,-1
36,State-gov,345712.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,-1
59,Private,46466.0,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40,United-States,1
28,Private,79874.0,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,40,United-States,-1
40,Private,174090.0,Assoc-voc,11,Never-married,Sales,Unmarried,White,Female,4687.0,0.0,50,United-States,1
21,Private,24598.0,Some-college,10,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40,United-States,-1
37,Self-emp-not-inc,174308.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,-1
61,State-gov,124971.0,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,,1
33,Private,250782.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,48,United-States,-1
37,Private,295127.0,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0.0,0.0,47,United-States,-1
47,Private,183186.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,60,United-States,1
27,Private,190525.0,Assoc-voc,11,Never-married,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,45,United-States,-1
23,State-gov,173945.0,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0.0,0.0,27,United-States,-1
35,Private,164193.0,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,0.0,0.0,40,United-States,-1
53,Private,71772.0,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Male,0.0,0.0,50,United-States,-1
40,Private,145178.0,Some-college,10,Divorced,Craft-repair,Unmarried,Black,Female,0.0,0.0,30,United-States,-1
61,Private,105384.0,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,40,United-States,-1
31,Self-emp-not-inc,161745.0,Bachelors,13,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,0.0,1980.0,60,United-States,-1
19,Private,268524.0,Some-college,10,Never-married,Sales,Own-child,White,Female,0.0,0.0,15,United-States,-1
72,Private,183616.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,50,England,-1
51,Private,82578.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,38,Canada,1
38,Private,125933.0,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,27828.0,0.0,45,United-States,1
43,Private,196545.0,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,1902.0,40,United-States,1
56,Private,100285.0,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,45,United-States,-1
63,Private,252457.0,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Male,0.0,0.0,40,United-States,-1
29,Private,108706.0,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0.0,0.0,40,United-States,-1
43,Self-emp-not-inc,241895.0,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,42,United-States,-1
55,Private,227856.0,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298.0,0.0,60,United-States,1
34,Private,144949.0,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,45,United-States,1
51,Private,214840.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,48,United-States,1
40,Private,79036.0,Assoc-voc,11,Divorced,Transport-moving,Not-in-family,White,Male,0.0,0.0,50,United-States,1
37,Private,121521.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024.0,0.0,45,United-States,1
33,Private,102270.0,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0.0,0.0,30,United-States,-1
53,Private,167033.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Female,0.0,0.0,40,United-States,-1
24,Private,450695.0,Some-college,10,Never-married,Sales,Own-child,White,Male,0.0,0.0,35,United-States,-1
29,Private,353352.0,Assoc-voc,11,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,40,United-States,-1
42,Private,349884.0,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,35,United-States,-1
19,Private,228577.0,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,36,United-States,-1
20,Private,157595.0,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40,United-States,-1
80,Self-emp-not-inc,201092.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,30,United-States,-1
30,Private,189620.0,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,6849.0,0.0,40,England,-1
24,Private,192201.0,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,Female,0.0,0.0,20,United-States,-1
46,Private,118633.0,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,0.0,0.0,80,United-States,-1
26,Private,311743.0,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0.0,0.0,39,United-States,-1
36,Private,91275.0,Some-college,10,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0.0,0.0,40,United-States,-1
56,Private,168625.0,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,4101.0,0.0,40,United-States,-1
43,Private,226902.0,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50,United-States,1
63,Private,102412.0,HS-grad,9,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,40,United-States,-1
64,Self-emp-not-inc,21174.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,20,United-States,-1
25,Private,391192.0,Some-college,10,Never-married,Sales,Own-child,White,Male,0.0,0.0,24,United-States,-1
44,Self-emp-not-inc,234767.0,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,30,United-States,1
30,Federal-gov,355789.0,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0.0,0.0,50,United-States,-1
49,Private,147002.0,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Female,0.0,0.0,40,Puerto-Rico,-1
27,Private,134890.0,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,-1
44,Self-emp-not-inc,282722.0,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999.0,0.0,50,United-States,1
46,Private,118419.0,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,38,United-States,-1
42,Private,149823.0,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,-1
53,Federal-gov,59664.0,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,Male,5013.0,0.0,40,United-States,-1
33,Private,379798.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,-1
33,Private,124052.0,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40,United-States,-1
40,Private,445382.0,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40,United-States,1
43,Private,215624.0,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0.0,0.0,40,Vietnam,-1
19,Private,83930.0,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0.0,0.0,20,United-States,-1
43,Private,214242.0,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40,Poland,-1
51,Local-gov,199688.0,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,40,United-States,1
36,Private,31438.0,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male,0.0,0.0,43,,-1
44,Private,277647.0,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0.0,1902.0,40,United-States,1
30,Private,139012.0,Assoc-voc,11,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Male,2463.0,0.0,40,Vietnam,-1
45,State-gov,226452.0,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,40,United-States,-1
32,Self-emp-not-inc,159322.0,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0.0,1980.0,80,United-States,-1
28,Private,32510.0,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,15,United-States,-1
25,Self-emp-not-inc,191803.0,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50,United-States,-1
