time,training_score,logical_score,verbal_score,avg_literacy,location_age,distance,similar_language,is_male,turnover
22,4.197326,10,11,61.98515,11,0.466596,30.84918,1,Stayed
23,4.197326,10,11,61.98515,11,0.466596,30.84918,1,Stayed
24,4.197326,10,11,61.98515,11,0.466596,30.84918,1,Stayed
25,4.197326,10,11,61.98515,11,0.466596,30.84918,1,Stayed
26,4.197326,10,11,61.98515,11,0.466596,30.84918,1,Stayed
27,4.197326,10,11,61.98515,11,0.466596,30.84918,1,Stayed
28,4.197326,10,11,61.98515,11,0.466596,30.84918,1,Stayed
29,4.197326,10,11,61.98515,11,0.466596,30.84918,1,Stayed
30,4.197326,10,11,61.98515,11,0.466596,30.84918,1,Stayed
31,4.197326,10,11,61.98515,11,0.466596,30.84918,1,Stayed
32,4.197326,10,11,61.98515,11,0.466596,30.84918,1,Stayed
33,4.197326,10,11,61.98515,11,0.466596,30.84918,1,Stayed
34,4.197326,10,11,61.98515,11,0.466596,30.84918,1,Stayed
35,4.197326,10,11,61.98515,11,0.466596,30.84918,1,Stayed
36,4.197326,10,11,61.98515,11,0.466596,30.84918,1,Stayed
37,4.197326,10,11,61.98515,11,0.466596,30.84918,1,Stayed
38,4.197326,10,11,61.98515,11,0.466596,30.84918,1,Stayed
1,4.708719,9,4,66.42574,25,2.364821,28.80333,1,Stayed
2,4.708719,9,4,66.42574,25,2.364821,28.80333,1,Stayed
3,4.708719,9,4,66.42574,25,2.364821,28.80333,1,Stayed
4,4.708719,9,4,66.42574,25,2.364821,28.80333,1,Stayed
5,4.708719,9,4,66.42574,25,2.364821,28.80333,1,Stayed
6,4.708719,9,4,66.42574,25,2.364821,28.80333,1,Stayed
7,4.708719,9,4,66.42574,25,2.364821,28.80333,1,Stayed
8,4.708719,9,4,66.42574,25,2.364821,28.80333,1,Stayed
9,4.708719,9,4,66.42574,25,2.364821,28.80333,1,Stayed
10,4.708719,9,4,66.42574,25,2.364821,28.80333,1,Stayed
11,4.708719,9,4,66.42574,25,2.364821,28.80333,1,Stayed
12,4.708719,9,4,66.42574,25,2.364821,28.80333,1,Stayed
13,4.708719,9,4,66.42574,25,2.364821,28.80333,1,Left
1,4.227423,-2,0,78.95885,5,0.0003263,100.0,0,Stayed
2,4.227423,-2,0,78.95885,5,0.0003263,100.0,0,Stayed
3,4.227423,-2,0,78.95885,5,0.0003263,100.0,0,Stayed
4,4.227423,-2,0,78.95885,5,0.0003263,100.0,0,Stayed
5,4.227423,-2,0,78.95885,5,0.0003263,100.0,0,Stayed
6,4.227423,-2,0,78.95885,5,0.0003263,100.0,0,Stayed
7,4.227423,-2,0,78.95885,5,0.0003263,100.0,0,Stayed
8,4.227423,-2,0,78.95885,5,0.0003263,100.0,0,Stayed
9,4.227423,-2,0,78.95885,5,0.0003263,100.0,0,Stayed
10,4.227423,-2,0,78.95885,5,0.0003263,100.0,0,Stayed
11,4.227423,-2,0,78.95885,5,0.0003263,100.0,0,Stayed
12,4.227423,-2,0,78.95885,5,0.0003263,100.0,0,Stayed
13,4.227423,-2,0,78.95885,5,0.0003263,100.0,0,Stayed
14,4.227423,-2,0,78.95885,5,0.0003263,100.0,0,Stayed
15,4.227423,-2,0,78.95885,5,0.0003263,100.0,0,Stayed
16,4.227423,-2,0,78.95885,5,0.0003263,100.0,0,Stayed
17,4.227423,-2,0,78.95885,5,0.0003263,100.0,0,Stayed
18,4.227423,-2,0,78.95885,5,0.0003263,100.0,0,Stayed
19,4.227423,-2,0,78.95885,5,0.0003263,100.0,0,Stayed
20,4.227423,-2,0,78.95885,5,0.0003263,100.0,0,Stayed
21,4.227423,-2,0,78.95885,5,0.0003263,100.0,0,Stayed
22,4.227423,-2,0,78.95885,5,0.0003263,100.0,0,Stayed
23,4.227423,-2,0,78.95885,5,0.0003263,100.0,0,Stayed
24,4.227423,-2,0,78.95885,5,0.0003263,100.0,0,Stayed
25,4.227423,-2,0,78.95885,5,0.0003263,100.0,0,Left
1,4.509801,5,3,91.86308,12,0.5505443,39.27505,1,Stayed
2,4.509801,5,3,91.86308,12,0.5505443,39.27505,1,Stayed
3,4.509801,5,3,91.86308,12,0.5505443,39.27505,1,Stayed
4,4.509801,5,3,91.86308,12,0.5505443,39.27505,1,Stayed
5,4.509801,5,3,91.86308,12,0.5505443,39.27505,1,Stayed
6,4.509801,5,3,91.86308,12,0.5505443,39.27505,1,Stayed
7,4.509801,5,3,91.86308,12,0.5505443,39.27505,1,Stayed
8,4.509801,5,3,91.86308,12,0.5505443,39.27505,1,Stayed
9,4.509801,5,3,91.86308,12,0.5505443,39.27505,1,Stayed
10,4.509801,5,3,91.86308,12,0.5505443,39.27505,1,Stayed
11,4.509801,5,3,91.86308,12,0.5505443,39.27505,1,Stayed
12,4.509801,5,3,91.86308,12,0.5505443,39.27505,1,Stayed
13,4.509801,5,3,91.86308,12,0.5505443,39.27505,1,Stayed
14,4.509801,5,3,91.86308,12,0.5505443,39.27505,1,Stayed
15,4.509801,5,3,91.86308,12,0.5505443,39.27505,1,Stayed
16,4.509801,5,3,91.86308,12,0.5505443,39.27505,1,Stayed
17,4.509801,5,3,91.86308,12,0.5505443,39.27505,1,Stayed
18,4.509801,5,3,91.86308,12,0.5505443,39.27505,1,Stayed
19,4.509801,5,3,91.86308,12,0.5505443,39.27505,1,Stayed
20,4.509801,5,3,91.86308,12,0.5505443,39.27505,1,Stayed
21,4.509801,5,3,91.86308,12,0.5505443,39.27505,1,Stayed
22,4.509801,5,3,91.86308,12,0.5505443,39.27505,1,Stayed
23,4.509801,5,3,91.86308,12,0.5505443,39.27505,1,Stayed
24,4.509801,5,3,91.86308,12,0.5505443,39.27505,1,Left
1,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
2,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
3,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
4,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
5,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
6,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
7,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
8,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
9,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
10,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
11,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
12,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
13,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
14,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
15,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
16,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
17,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
18,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
19,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
20,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
21,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
22,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
23,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
24,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
25,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
26,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
27,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
28,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
29,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
30,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
31,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
32,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
33,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
34,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
35,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
36,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
37,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
38,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
39,4.441224,9,16,67.17702,25,2.210799,32.30614,1,Stayed
1,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
2,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
3,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
4,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
5,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
6,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
7,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
8,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
9,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
10,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
11,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
12,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
13,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
14,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
15,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
16,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
17,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
18,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
19,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
20,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
21,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
22,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
23,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
24,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
25,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
26,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
27,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
28,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
29,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
30,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
31,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
32,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
33,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
34,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
35,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
36,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
37,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
38,4.239192,6,6,73.88782,9,1.396416,59.49369,0,Stayed
1,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
2,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
3,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
4,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
5,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
6,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
7,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
8,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
9,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
10,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
11,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
12,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
13,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
14,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
15,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
16,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
17,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
18,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
19,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
20,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
21,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
22,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
23,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
24,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
25,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
26,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
27,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
28,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
29,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
30,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
31,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
32,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
33,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
34,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
35,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
36,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
37,4.835633,11,1,79.81327,26,2.201983,27.79439,0,Stayed
1,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
2,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
3,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
4,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
5,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
6,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
7,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
8,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
9,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
10,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
11,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
12,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
13,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
14,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
15,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
16,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
17,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
18,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
19,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
20,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
21,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
22,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
23,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
24,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
25,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
26,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
27,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
28,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
29,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
30,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
31,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
32,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
33,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
34,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
35,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
36,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
37,4.27348,8,6,84.23515,7,0.5643098,25.11148,1,Stayed
1,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
2,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
3,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
4,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
5,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
6,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
7,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
8,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
9,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
10,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
11,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
12,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
13,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
14,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
15,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
16,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
17,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
18,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
19,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
20,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
21,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
22,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
23,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
24,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
25,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
26,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
27,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
28,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
29,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
30,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
31,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
32,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
33,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
34,5.051303,1,0,71.81738,25,0.5161453,33.42303,0,Stayed
1,4.874904,2,0,80.22216,11,1.38921,9.413019,0,Stayed
2,4.874904,2,0,80.22216,11,1.38921,9.413019,0,Stayed
3,4.874904,2,0,80.22216,11,1.38921,9.413019,0,Stayed
4,4.874904,2,0,80.22216,11,1.38921,9.413019,0,Stayed
5,4.874904,2,0,80.22216,11,1.38921,9.413019,0,Stayed
6,4.874904,2,0,80.22216,11,1.38921,9.413019,0,Stayed
7,4.874904,2,0,80.22216,11,1.38921,9.413019,0,Stayed
8,4.874904,2,0,80.22216,11,1.38921,9.413019,0,Stayed
9,4.874904,2,0,80.22216,11,1.38921,9.413019,0,Stayed
10,4.874904,2,0,80.22216,11,1.38921,9.413019,0,Stayed
11,4.874904,2,0,80.22216,11,1.38921,9.413019,0,Stayed
12,4.874904,2,0,80.22216,11,1.38921,9.413019,0,Stayed
13,4.874904,2,0,80.22216,11,1.38921,9.413019,0,Stayed
14,4.874904,2,0,80.22216,11,1.38921,9.413019,0,Stayed
15,4.874904,2,0,80.22216,11,1.38921,9.413019,0,Stayed
16,4.874904,2,0,80.22216,11,1.38921,9.413019,0,Stayed
17,4.874904,2,0,80.22216,11,1.38921,9.413019,0,Left
1,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
2,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
3,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
4,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
5,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
6,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
7,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
8,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
9,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
10,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
11,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
12,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
13,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
14,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
15,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
16,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
17,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
18,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
19,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
20,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
21,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
22,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
23,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
24,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
25,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
26,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
27,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
28,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
29,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
30,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
31,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
32,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
33,4.460075,10,15,78.50903,8,0.0,100.0,1,Stayed
1,4.947749,0,0,76.10122,11,0.6149365,62.88105,1,Stayed
2,4.947749,0,0,76.10122,11,0.6149365,62.88105,1,Stayed
3,4.947749,0,0,76.10122,11,0.6149365,62.88105,1,Stayed
4,4.947749,0,0,76.10122,11,0.6149365,62.88105,1,Stayed
5,4.947749,0,0,76.10122,11,0.6149365,62.88105,1,Stayed
6,4.947749,0,0,76.10122,11,0.6149365,62.88105,1,Stayed
7,4.947749,0,0,76.10122,11,0.6149365,62.88105,1,Stayed
8,4.947749,0,0,76.10122,11,0.6149365,62.88105,1,Stayed
9,4.947749,0,0,76.10122,11,0.6149365,62.88105,1,Stayed
10,4.947749,0,0,76.10122,11,0.6149365,62.88105,1,Stayed
11,4.947749,0,0,76.10122,11,0.6149365,62.88105,1,Stayed
12,4.947749,0,0,76.10122,11,0.6149365,62.88105,1,Stayed
13,4.947749,0,0,76.10122,11,0.6149365,62.88105,1,Stayed
14,4.947749,0,0,76.10122,11,0.6149365,62.88105,1,Stayed
15,4.947749,0,0,76.10122,11,0.6149365,62.88105,1,Stayed
16,4.947749,0,0,76.10122,11,0.6149365,62.88105,1,Stayed
17,4.947749,0,0,76.10122,11,0.6149365,62.88105,1,Stayed
18,4.947749,0,0,76.10122,11,0.6149365,62.88105,1,Stayed
19,4.947749,0,0,76.10122,11,0.6149365,62.88105,1,Stayed
20,4.947749,0,0,76.10122,11,0.6149365,62.88105,1,Stayed
21,4.947749,0,0,76.10122,11,0.6149365,62.88105,1,Stayed
22,4.947749,0,0,76.10122,11,0.6149365,62.88105,1,Left
1,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
2,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
3,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
4,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
5,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
6,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
7,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
8,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
9,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
10,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
11,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
12,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
13,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
14,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
15,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
16,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
17,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
18,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
19,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
20,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
21,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
22,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
23,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
24,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
25,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
26,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
27,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
28,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
29,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
30,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
31,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
32,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
33,4.05976,3,0,67.33072,10,0.79114,96.38983,0,Stayed
1,4.6745,9,10,76.85752,8,0.0938622,27.80513,0,Stayed
2,4.6745,9,10,76.85752,8,0.0938622,27.80513,0,Stayed
3,4.6745,9,10,76.85752,8,0.0938622,27.80513,0,Stayed
4,4.6745,9,10,76.85752,8,0.0938622,27.80513,0,Stayed
5,4.6745,9,10,76.85752,8,0.0938622,27.80513,0,Stayed
6,4.6745,9,10,76.85752,8,0.0938622,27.80513,0,Stayed
7,4.6745,9,10,76.85752,8,0.0938622,27.80513,0,Stayed
8,4.6745,9,10,76.85752,8,0.0938622,27.80513,0,Stayed
9,4.6745,9,10,76.85752,8,0.0938622,27.80513,0,Stayed
10,4.6745,9,10,76.85752,8,0.0938622,27.80513,0,Stayed
11,4.6745,9,10,76.85752,8,0.0938622,27.80513,0,Stayed
12,4.6745,9,10,76.85752,8,0.0938622,27.80513,0,Stayed
13,4.6745,9,10,76.85752,8,0.0938622,27.80513,0,Stayed
14,4.6745,9,10,76.85752,8,0.0938622,27.80513,0,Stayed
15,4.6745,9,10,76.85752,8,0.0938622,27.80513,0,Stayed
16,4.6745,9,10,76.85752,8,0.0938622,27.80513,0,Stayed
17,4.6745,9,10,76.85752,8,0.0938622,27.80513,0,Stayed
18,4.6745,9,10,76.85752,8,0.0938622,27.80513,0,Stayed
19,4.6745,9,10,76.85752,8,0.0938622,27.80513,0,Stayed
20,4.6745,9,10,76.85752,8,0.0938622,27.80513,0,Stayed
21,4.6745,9,10,76.85752,8,0.0938622,27.80513,0,Stayed
22,4.6745,9,10,76.85752,8,0.0938622,27.80513,0,Stayed
23,4.6745,9,10,76.85752,8,0.0938622,27.80513,0,Stayed
24,4.6745,9,10,76.85752,8,0.0938622,27.80513,0,Stayed
25,4.6745,9,10,76.85752,8,0.0938622,27.80513,0,Stayed
26,4.6745,9,10,76.85752,8,0.0938622,27.80513,0,Stayed
27,4.6745,9,10,76.85752,8,0.0938622,27.80513,0,Stayed
