ID,ObjType,Effort,FunctPercent,IntComplx,DataFile,DataEn,DataOut,UFP,Lang,Tools,ToolExpr,AppExpr,TeamSize,DBMS,Method,AppType
228.0,RQ,3.0,"0.21,_0.34,_0.06,_0.19,_0.03,_0.01,_0.07",3.0,4.0,1.0,4.0,7.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",2.0,"[1,2]",Oracle,3_Tier_Architecture,C/S
229.0,RQ,2.0,"0.31,_0.39,_0.10,_0.20,_0.00,_0.00,_0.00",3.0,3.0,9.0,1.0,8.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",3.0,"[2,3]",Oracle,3_Tier_Architecture,BC/S
233.0,RQ,2.0,"0.31,_0.39,_0.10,_0.20,_0.00,_0.00,_0.00",3.0,3.0,11.0,1.0,5.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",3.0,"[2,3]",Oracle,3_Tier_Architecture,BC/S
238.0,RQ,2.0,"0.32,_0.19,_0.14,_0.25,_0.05,_0.03,_0.02",2.0,2.0,4.0,1.0,5.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",3.0,"[2,3]",Oracle,3_Tier_Architecture,BC/S
240.0,RQ,2.0,"0.32,_0.19,_0.14,_0.25,_0.05,_0.03,_0.02",3.0,2.0,4.0,1.0,5.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",2.0,"[2,3]",Oracle,3_Tier_Architecture,BC/S
244.0,RQ,3.0,"0.36,_0.24,_0.35,_0.05,_0.00,_0.00,_0.00",2.0,3.0,1.0,5.0,17.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",2.0,"[2,3]",Oracle,3_Tier_Architecture,C/S
249.0,RQ,20.0,"0.37,_0.29,_0.23,_0.11,_0.00,_0.00,_0.00",5.0,4.0,10.0,3.0,27.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",5.0,"[2,3]",Oracle,3_Tier_Architecture,BC/S
259.0,RQ,5.0,"0.45,_0.29,_0.11,_0.15,_0.00,_0.00,_0.00",3.0,8.0,2.0,2.0,5.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",3.0,"[3,4]",Oracle,3_Tier_Architecture,C/S
260.0,RQ,1.0,"0.10,_0.16,_0.52,_0.07,_0.00,_0.10,_0.04",1.0,1.0,1.0,1.0,0.0,"Php,_Html,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio,_Adobe","[1,10]",1.0,"[1,2]",Oracle,SA,C/S
261.0,RQ,1.0,"0.05,_0.10,_0.42,_0.23,_0.00,_0.10,_0.10",1.0,2.0,1.0,5.0,2.0,"Php,_Html,_Sql,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",2.0,"[1,2]",Oracle,3_Tier_Architecture,C/S
262.0,RQ,1.0,"0.10,_0.16,_0.52,_0.07,_0.00,_0.10,_0.04",1.0,1.0,1.0,8.0,0.0,"Php,_Html,_JavaScript","Vim,_Emacs,_Microsoft_visual_studio","[1,10]",1.0,"[1,2]",Oracle,SA,C/S
302.0,RQ,20.0,"0.4,_0.3,_0.25,_0.05,_0.0,_0.0,_0.0",5.0,1.0,3.0,1.0,34.0,"C#,_ASP.Net_SQL","Visual_Studio.Net_2003,_Microsoft_SQL_Server_Enterprise_Manager/Query_Analyzer",[0],2.0,"[1,3]",SQLServer,NULL,NULL
303.0,RQ,10.0,"0.25,_0.10,_0.25,_0.3,_0.0,_0.1,_0.0",2.0,2.0,1.0,1.0,36.0,"C#,_ASP.Net_SQL","Visual_Studio.Net_2003,_Microsoft_SQL_Server_Enterprise_Manager/Query_Analyzer","[0,24]",2.0,"[1,3]",SQLServer,NULL,NULL
304.0,RQ,30.0,"0.25,_0.0,_0.25,_0.25,_0.0,_0.25,_0",4.0,13.0,3.0,1.0,154.0,"C#,_ASP.Net_SQL","Visual_Studio.Net_2003,_Microsoft_SQL_Server_Enterprise_Manager/Query_Analyzer","[12,24]",2.0,"[1,_2]",SQLServer,NULL,NULL
305.0,RQ,10.0,"0.3,_0.3,_0.1,_0.2,_0.0,_0.0,_0.1",2.0,1.0,2.0,0.0,18.0,"C#,_ASP.Net_SQL","Visual_Studio.Net_2003,_Microsoft_SQL_Server_Enterprise_Manager/Query_Analyzer",[0],2.0,[1],SQLServer,NULL,NULL
406.0,RQ,20.0,"0.20,_0.25,0.20,.15,_.12,_0,_.08",3.5,6.0,52.0,7.0,321.0,"PHP,_SQL,_JavaScript","Dreamweaver,_Rapid_PHP,_Eclipse,_PHPMyAdmin","[12,36]",3.5,"[1,1]",MySQL,OO,B/S
407.0,RQ,15.0,"0.20,_0.25,_0.15,_0.30,_0,_0,_0.10",2.5,3.0,4.0,1.0,14.0,"PHP,_SQL","Dreamweaver,_Rapid_PHP,_Eclipse,_PHPMyAdmin","[2,5]",1.0,"[1,1]",MySQL,OO,B/S
408.0,RQ,20.0,"0.25,_0.20,_0.15,_0.40",3.5,4.0,5.0,10.0,30.0,"PHP,_SQL","Dreamweaver,_Rapid_PHP,_Eclipse,_PHPMyAdmin","[2,5]",1.0,"[1,1]",MySQL,OO,B/S
409.0,RQ,20.0,"0.15,_0.25,_0.15,_0.40,_0,0,0.05",3.5,2.0,3.0,1.0,14.0,"PHP,_SQL","Dreamweaver,_Rapid_PHP,_Eclipse,_PHPMyAdmin","[2,5]",1.0,"[1,2]",MySQL,OO,B/S
410.0,RQ,15.0,"0.25,_0.20,_0.15,_0.40",3.5,2.0,30.0,18.0,90.0,"PHP,_SQL","Dreamweaver,_Rapid_PHP,_Eclipse,_PHPMyAdmin","[2,5]",2.0,"[1,1]",MySQL,OO,B
411.0,RQ,15.0,"0.30,_0.15,_0.15,_0.20,_0,_0.20",4.0,2.0,25.0,16.0,75.0,"PHP,SQL,JavaScript","Eclipse,_PHPMyAdmin","[0,_4]",1.0,"[1,2]",MySQL,OO,BS
412.0,RQ,40.0,"0.25,0.25,0.25,0.20,0,0,0.10",4.5,5.0,7.0,5.0,30.0,"PHP,SQL,JavaScript","Eclipse,_PHPMyAdmin","[3,5]",1.0,"[1,1]",MySQL,OO,B/S
413.0,RQ,3.0,"0.20,0.25,0.20,0.25,0,0,0.10",2.0,2.0,3.0,2.0,10.0,"PHP,SQL,JavaScript","Eclipse,_PHPMyAdmin","[3,5]",1.0,"[1,2]",MySQL,OO,B/S
414.0,RQ,15.0,"0.30,_0.15,_0.15,_0.20,_0,_0.20",4.0,2.0,25.0,16.0,75.0,"PHP,SQL,JavaScript","Eclipse,_PHPMyAdmin","[0,_4]",1.0,"[1,2]",MySQL,OO,BS
415.0,RQ,20.0,"0.15,_0.25,_0.15,_0.40,_0,0,0.05",3.0,2.0,3.0,1.0,14.0,"PHP,_SQL","Dreamweaver,_Rapid_PHP,_Eclipse,_PHPMyAdmin","[2,5]",1.0,"[1,2]",MySQL,OO,B/S
502.0,RQ,10.0,"0.05,_0.35,_0.05,_0.20,_0.05,_0.25,_0.05",4.0,4.0,25.0,12.0,50.0,"HTML,_PHP,_SQL","ConTEXT,_myAdmin","[2,12]",4.0,"[1,2]",NULL,NULL,C/S
503.0,RQ,6.0,"0.10,_0.10,_0.15,_0.20,_0.25,_0.15,_0.10",2.0,2.0,20.0,10.0,60.0,"HTML,_PHP,_SQL","ConTEXT,_myAdmin","[2,12]",2.0,"[1,2]",NULL,NULL,C/S
504.0,RQ,8.0,"0.15,_0.30,_0.10,_0.20,_0.05,_0.15,_0.05",3.0,1.0,14.0,8.0,40.0,"HTML,_PHP,_SQL","ConTEXT,_myAdmin","[2,12]",3.0,"[1,2]",NULL,NULL,C/S
505.0,RQ,8.0,"0.10,_0.30,_0.40,_0.05,_0.05,_0.05,_0.05",3.0,1.0,8.0,10.0,35.0,"HTML,_PHP,_SQL","ConTEXT,_myAdmin","[2,12]",3.0,"[1,2]",NULL,NULL,C/S
506.0,RQ,12.0,"0.40,_0.05,_0.05,_0.05,_0.05,_0.35,_0.05",4.0,12.0,2.0,20.0,95.0,"HTML,_PHP,_SQL","ConTEXT,_myAdmin","[2,12]",1.0,"[3,4]",NULL,NULL,C/S
507.0,RQ,10.0,"0.05,_0.15,_0.20,_0.20,_0.05,_0.05,_0.00",2.0,2.0,4.0,10.0,30.0,"HTML,_PHP,_SQL","ConTEXT,_myAdmin","[2,12]",2.0,"[1,2]",NULL,NULL,C/S
508.0,RQ,8.0,"0.00,_0.00,_0.20,_0.00,_0.00,_0.30,_0.50",2.0,3.0,1.0,1.0,5.0,HTML,"Jedit,_DreamWeaver","[0,24]",4.0,"[3,3]",NULL,NULL,BC
602.0,RQ,2.0,"0,_0,_1,_0,_0,_0,_0",1.0,0.0,0.0,0.0,1.0,"PHP,_HTML",Dreamweaver,"[0,_60]",4.0,[1],NULL,Imperative,BC/S
604.0,RQ,1.0,"0,_0,_0.9,_0.1,_0,_0,_0",1.0,1.0,0.0,0.0,2.0,"PHP,_HTML","Microsoft_Visual,_Emacs,_VIM,_Notepad","[40,60]",5.0,"[1,2]",MySQL,Imperative,BC/S
605.0,RQ,1.5,"0,_0,_1,_0,_0,_0,_0",1.0,0.0,0.0,0.0,1.0,"PHP,_HTML","Microsoft_Visual,_Emacs,_VIM,_Notepad","[40,60]",5.0,[1],NULL,Imperative,BC/S
606.0,RQ,25.0,"0.15,_0.1,_0.3,_0.45,_0,_0,_0",5.0,3.0,17.0,17.0,29.0,"PHP,_HTML,_CSS","Microsoft_Visual,_Emacs,_VIM,_Notepad","[40,60]",5.0,"[1,5]",MySQL,Imperative,BC/S
607.0,RQ,9.0,"0.15,_0.1,_0.3,_0.45,_0,_0,_0",5.0,3.0,17.0,17.0,29.0,"PHP,_HTML,_CSS","Microsoft_Visual,_Emacs,_VIM,_Notepad","[40,60]",5.0,"[1,5]",MySQL,Imperative,BC/S
608.0,RQ,15.0,"0,_0.2,_0.4,_0.4,_0,_0,_0",4.0,1.0,5.0,2.0,10.0,"PHP,_HTML,_CSS","Microsoft_Visual,_Emacs,_VIM,_Notepad","[40,60]",5.0,"[1,5]",MySQL,Imperative,BC/S
609.0,RQ,2.0,"0.15,_0.1,_0.3,_0.45,_0,_0,_0",3.0,3.0,17.0,17.0,23.0,"PHP,_HTML","Microsoft_Visual,_Emacs,_VIM,_Notepad","[40,60]",5.0,"[1,5]",MySQL,Imperative,BC/S
610.0,RQ,5.0,"0.65,_0,_0,_0.05,_0,_0.3,_0,_0",3.0,0.0,3.0,3.0,4.0,"PHP,_HTML,_JavaScript","Microsoft_Visual,_Emacs,_VIM,_Notepad","[40,60]",2.0,"[1,1]",NULL,Imperative,B/C
611.0,RQ,45.0,"0.15,_0.1,_0.3,_0.35,_0,_0,_0.1",5.0,2.0,2.0,1.0,4.0,"PHP,_HTML,_CSS","Microsoft_Visual,_Emacs,_VIM,_Notepad","[40,60]",5.0,"[1,3]",MySQL,Imperative,BC/S
612.0,RQ,35.0,"0.2,_0.2,_0.3,_0.3,_0,_0,_0",4.0,3.0,11.0,1.0,19.0,"PHP,_HTML,_CSS","Microsoft_Visual,_Emacs,_VIM,_Notepad","[40,60]",5.0,"[1,3]",MySQL,Imperative,BC/S
613.0,RQ,50.0,"0.1,_0.4,_0.4,_0.1,_0,_0,_0",5.0,3.0,4.0,4.0,14.0,"PHP,_HTML,_JavaScript","Microsoft_Visual,_Emacs,_VIM,_Notepad","[40,60]",5.0,"[1,1]",MySQL,Imperative,BC/S
614.0,RQ,25.0,"0.15,_0.35,_0.35,_0.15,_0,_0,_0",5.0,2.0,2.0,2.0,5.0,"PHP,_HTML,_JavaScript","Microsoft_Visual,_Emacs,_VIM,_Notepad","[40,60]",5.0,"[1,1]",MySQL,Imperative,BC/S
615.0,RQ,35.0,"0.2,_0.4,_0.3,_0.1,_0,_0,_0",5.0,1.0,3.0,3.0,10.0,"PHP,_HTML,_JavaScript","Microsoft_Visual,_Emacs,_VIM,_Notepad","[40,60]",5.0,"[1,1]",MySQL,Imperative,BC/S
616.0,RQ,20.0,"0.1,_0.4,_0.4,_0.1,_0,_0,_0",4.0,2.0,2.0,2.0,7.0,"PHP,_HTML,_JavaScript","Microsoft_Visual,_Emacs,_VIM,_Notepad","[40,60]",5.0,"[1,1]",MySQL,Imperative,BC/S
617.0,RQ,25.0,"0.15,_0.3,_0.4,_0.15,_0,_0,_0",3.0,3.0,9.0,4.0,20.0,"PHP,_HTML,_JavaScript","Microsoft_Visual,_Emacs,_VIM,_Notepad","[40,60]",5.0,"[1,1]",MySQL,Imperative,BC/S
618.0,RQ,10.0,1.0,3.0,3.0,1.0,1.0,6.0,"PHP,_MySql,_HTML",Dreamweaver,"[0,_60]",4.0,"[1,_2]",MySQL,Imperative,BC/S
619.0,RQ,33.0,1.0,2.0,3.0,2.0,1.0,6.0,"PHP,_MySql,_HTML",Dreamweaver,"[0,_60]",4.0,[1],MySQL,Imperative,BC/S
620.0,RQ,24.0,1.0,4.0,3.0,8.0,1.0,14.0,"PHP,_MySql,_HTML",Dreamweaver,"[0,_60]",4.0,[1],MySQL,Imperative,BC/S
621.0,RQ,36.0,1.0,4.0,3.0,9.0,1.0,15.0,"PHP,_MySql,_HTML",Dreamweaver,"[0,_60]",4.0,"[2,_3]",MySQL,Imperative,BC/S
701.0,RQ,1.0,"0.1,_0.5,_0.1,_0.1,_0.0,_0.1,_0.1",1.0,1.0,1.0,0.0,6.0,PHP,Notepad,"[0,12]",4.0,"[2,3]",Oracle,OO,B/S
702.0,RQ,1.0,"0.2,_0.1,_0.05,_0.15,_0.2,_0.1,_0.2",1.0,1.0,2.0,0.0,4.0,PHP,Notepad,"[0,12]",4.0,"[2,3]",Oracle,OO,B/S
703.0,RQ,1.0,"0.15,_0.5,_0.05,_0.15,_0.2,_0.2,_0.2",4.0,0.0,4.0,2.0,4.0,PHP,Notepad,"[0,12]",4.0,"[1,2]",Oracle,"SA,_SD",B/S
704.0,RQ,2.0,"0.1,_0.1,_0.4,_0.2,_0.05,_0.05,_0.1",3.0,2.0,4.0,10.0,32.0,PHP,Notepad,"[0,12]",4.0,"[2,3]",Oracle,OO,B/S
705.0,RQ,2.0,"0.2,_0.2,_0.2,_0.1,_0.1,_0.1,_0.1",3.0,3.0,12.0,4.0,31.0,PHP,Notepad,"[0,12]",4.0,"[2,3]",Oracle,OO,B/S
706.0,RQ,2.0,"0.25,_0.25,_0.05,_0.05,_0.1,_0.2,_0.1",5.0,4.0,9.0,6.0,26.0,PHP,Notepad,"[0,12]",4.0,"[2,3]",Oracle,OO,B/S
707.0,RQ,1.0,"0.1,_0.5,_0.1,_0.1,_0.0,_0.1,_0.1",2.0,1.0,9.0,9.0,23.0,PHP,Notepad,"[0,12]",4.0,"[2,3]",Oracle,OO,B/S
708.0,RQ,1.0,"0.15,_0.5,_0.05,_0.15,_0.2,_0.2,_0.2",1.0,1.0,9.0,9.0,37.0,PHP,Notepad,"[0,12]",4.0,"[2,3]",Oracle,OO,B/S
709.0,RQ,1.0,"0.2,_0.1,_0.05,_0.15,_0.2,_0.1,_0.2",1.0,1.0,12.0,0.0,18.0,PHP,Notepad,"[0,12]",4.0,"[2,3]",Oracle,OO,B/S
710.0,RQ,1.0,"0.15,_0.15,_0.3,_0.2,_0.1,_0.2,_0.1",2.0,1.0,1.0,0.0,20.0,PHP,Notepad,"[0,12]",4.0,"[2,3]",Oracle,OO,B/S
711.0,RQ,1.0,"0.05,_0.2,_0.1,_0.05,_0.1,_0.3,_0.2",2.0,1.0,12.0,0.0,36.0,PHP,Notepad,"[0,12]",4.0,"[2,3]",Oracle,OO,B/S
712.0,RQ,1.0,"0.2,_0.3,_0.1,_0.2,_0.05,_0.05,_0.1",3.0,2.0,1.0,0.0,4.0,PHP,Notepad,"[0,12]",4.0,"[1,2]",Oracle,OO,B/S
713.0,RQ,1.0,"0.1,_0.1,_0.4,_0.2,_0.05,_0.05,_0.1",3.0,2.0,1.0,0.0,4.0,PHP,Notepad,"[0,12]",4.0,"[1,2]",Oracle,OO,B/S
714.0,RQ,1.0,"0.3,_0.0,_0.2,_0.1,_0.0,_0.2,_0.2",2.0,2.0,10.0,0.0,12.0,PHP,Notepad,"[0,12]",4.0,"[2,3]",Oracle,OO,B/S
719.0,RQ,1.0,"0.15,_0.5,_0.05,_0.15,_0.2,_0.2,_0.2",2.0,2.0,10.0,10.0,10.0,PHP,Notepad,"[0,12]",4.0,"[2,3]",Oracle,OO,B/S
720.0,RQ,1.0,"0.1,_0.1,_0.4,_0.2,_0.05,_0.05,_0.1",3.0,1.0,12.0,12.0,10.0,PHP,Notepad,"[0,12]",4.0,"[2,3]",Oracle,OO,B/S
721.0,RQ,0.5,"0.1,_0.5,_0.1,_0.1,_0.0,_0.1,_0.1",1.0,0.0,0.0,0.0,6.0,PHP,Notepad,"[0,12]",4.0,"[1,2]",Oracle,"SA,_SD",B/S
722.0,RQ,0.5,"0.2,_0.1,_0.05,_0.15,_0.2,_0.1,_0.2",1.0,0.0,0.0,12.0,8.0,PHP,Notepad,"[0,12]",4.0,"[1,2]",Oracle,"SA,_SD",B/S
806.0,RQ,8.0,"0,_0,_0,_1,_0,_0,_0",NULL,NULL,NULL,NULL,NULL,MySQL,MySQL,"[0,_12]",4.0,"[2,_3]",MySQL,NULL,S
807.0,RQ,6.0,"0,_.3,_.3,_.4,_0,_0,_0",2.0,0.0,4.0,1.0,16.0,PHP,Emacs,"[0,_12]",4.0,"[1,_2]",MySQL,oo,BC/S
808.0,RQ,6.0,"0,_.3,_.3,_.4,_0,_0,_0",2.0,0.0,5.0,1.0,19.0,PHP,Emacs,"[0,_12]",4.0,"[1,_2]",MySQL,oo,BC/S
809.0,RQ,4.0,"0,_.3,_.3,_.4,_0,_0,_0",4.0,0.0,5.0,1.0,19.0,PHP,Emacs,"[0,_12]",4.0,"[1,_2]",MySQL,oo,BC/S
811.0,RQ,1.0,"0,_.3,_.3,_.4,_0,_0,_0",2.0,0.0,1.0,1.0,7.0,PHP,Emacs,"[0,_12]",4.0,"[1,_1]",MySQL,oo,BC/S
812.0,RQ,4.0,".4,_.3,_.3,_0,_0,_0,_0",1.0,1.0,3.0,0.0,16.0,javascript,Emacs,"[0,_3]",1.0,"[1,_1]",NULL,oo,C
813.0,RQ,6.0,"0,_0,_.6,_.4,_0,_0,_0",2.0,0.0,1.0,0.0,3.0,PHP,Emacs,"[0,_12]",4.0,"[1,_2]",MySQL,oo,BC/S
814.0,RQ,12.0,".2,_0,_.6,_.2,_0,_0,_0",4.0,32.0,0.0,0.0,224.0,PHP,PHPunit,"[0,_0]",1.0,"[2,_3]",NULL,oo,C/S
815.0,RQ,6.0,".2,_0,_.6,_.2,_0,_0,_0",3.0,NULL,NULL,NULL,NULL,HTML,NULL,NULL,1.0,"[2,_3]",NULL,NULL,BC/S
816.0,RQ,6.0,"0,_0,_1,_0,_0,_0,_0",1.0,1.0,10.0,0.0,7.0,HTML,Emacs,"[0,_12]",5.0,"[1,_2]",NULL,NULL,BC/S
817.0,RQ,4.0,"0,_.3,_.3,_.4,_0,_0,_0",2.0,0.0,6.0,1.0,22.0,PHP,Emacs,"[0,_12]",4.0,"[1,_2]",MySQL,oo,BC/S
818.0,RQ,4.0,"0,_.3,_.3,_.4,_0,_0,_0",2.0,0.0,6.0,1.0,22.0,PHP,Emacs,"[0,_12]",4.0,"[1,_2]",MySQL,oo,BC/S
902.0,RQ,7.0,"0.10,_0.50,_0.10,_0.15,_0.05,_0.05,_0.05",2.0,3.0,50.0,1.0,235.0,"HTML,_PHP,_SQL","Emacs,_Frontpage,_PHPUnit","[5,_12]",3.0,"[2,_10]",Oracle,OO,C/S
903.0,RQ,2.0,"0.1,_0.3,_0.05,_0.4,_0.05,_0.05,_0.05",2.0,1.0,3.0,1.0,27.0,"HTML,_PHP,_SQL","Dreamweaver,_PHPUnit,_Emacs","[5,12]",3.0,"[2,3]",Oracle,OO,C/S
904.0,RQ,3.0,"0.1,_0.35,_0.1,_0.35,_0.05,_0.05,_0",3.0,3.0,6.0,1.0,59.0,"HTML,_PHP,_SQL","Dreamweaver,_PHPUnit,_Emacs","[5,12]",3.0,"[2,3]",Oracle,OO,C/S
905.0,RQ,3.0,"0.1,_0.4,_0.4,_0.1,_0.0,_0.0,_0.0",2.0,1.0,2.0,1.0,23.0,"PHP,_HTML,_SQL","Dreamwaver,_Frontpage,_PHPUnit,_Emacs","[5,_12]",3.0,"[1,_2]",Oracle,OO,BC/S
906.0,RQ,4.0,"0.4,_0.2,_0.1,_0.2,_0.1,_0.0",2.0,3.0,13.0,13.0,147.0,"PHP,_HTML,_SQL","Dreamwaver,_Frontpage,_PHPUnit,_Emacs","[5,_12]",3.0,"[1,_2]",Oracle,OO,BC/S
907.0,RQ,5.0,"0.5,_0.1,_0.1,_0.2,_0.1,_0.0",3.0,4.0,12.0,13.0,153.0,"HTML,_PHP,_Oracle","Dreamweaver,_Frontpage,_PHPUnit,_Emacs","[5,_12]",3.0,"[2,_4]",Oracle,OO,C/S
908.0,RQ,6.0,"0.4,_0.2,_0.1,_0.2,_0.1,_0.0",4.0,4.0,14.0,14.0,166.0,"HTML,_PHP,_Oracle","Dreamweaver,_Frontpage,_PHPUnit,_Emacs","[5,_12]",3.0,"[2,_7]",Oracle,OO,C/S
909.0,RQ,2.0,"0.1,_0.4,_0.4,_0.1,_0.0,_0.0,_0.0",2.0,2.0,13.0,13.0,137.0,"HTML,_PHP,_SQL","Dreamweaver,_Emacs,_PHPUnit","[5,_12]",3.0,"[1,_2]",Oracle,OO,BC/S
910.0,RQ,6.0,"0.2,_0.1,_0.4,_0.3,_0.0,_0.0,_0.0",3.0,2.0,2.0,1.0,33.0,"HTML,_PHP,_SQL","Dreamweaver,_Emacs,_PHPUnit","[5,_12]",3.0,"[1,_2]",Oracle,OO,BC/S
911.0,RQ,2.0,"0.40,_0.20,_0.10_0.10_0.05_0.10_0.05",2.0,1.0,4.0,1.0,31.0,"HTML,_PHP,_Javascript,_SQL","Dreamweaver,_Emacs,_PHPUnit,_FrontPage","[2,_12]",3.0,"[2,_10]",Oracle,OO,C/S
912.0,RQ,1.0,"0.2,_0.1,_0.4,_0.3,_0.0,_0.0,_0.0",1.0,1.0,4.0,4.0,46.0,"HTML,_PHP,_Javascript,_SQL","Dreamweaver,_Emacs,_PHPUnit,_FrontPage","[2,_12]",3.0,"[0,_10]",Oracle,OO,C/S
913.0,RQ,4.0,"0.10,_0.30,_0.10,_0.35,_0.05,_0.05,_0.05",3.0,2.0,4.0,4.0,56.0,"PHP,_HTML,SQL","Dreamweaver,_Emacs,_PHPUnit,_FrontPage","[0,_5]",3.0,"[1,2]",Oracle,OO,BC/S
914.0,RQ,4.0,"0.10,_0.30,_0.10,_0.40,_0.5,_0.03,_0.02",4.0,3.0,3.0,3.0,57.0,"PHP,_HTML,SQL","Dreamweaver,_Emacs,_PHPUnit,_FrontPage","[0,5]",3.0,"[1,3]",Oracle,OO,BC/S
915.0,RQ,3.0,"0.1,_0.3,_0.4,_0.15,_0.05,_0.05,_0",3.0,2.0,4.0,8.0,76.0,"HTML,_PHP,_SQL","Dreamweaver,_PHPUnit,_Emacs","[5,12]",3.0,"[2,3]",Oracle,OO,C/S
916.0,RQ,2.0,"0.4,_0.05,_0.05,_0.4,_0.05,_0.05,_0",1.0,2.0,1.0,1.0,29.0,"HTML,_PHP,_SQL","Dreamweaver,_PHPUnit,_Emacs","[5,12]",3.0,"[2,3]",Oracle,OO,C/S
917.0,RQ,5.0,"0.5,_0.1,_0.1,_0.2,_0.1,_0.0",3.0,3.0,6.0,10.0,104.0,"HTML,_PHP,_SQL","Dreamweaver,_PHPUnit,_Emacs","[5,12]",3.0,"[2,3]",Oracle,OO,C/S
918.0,RQ,3.0,"0.4,_0.2,_0.1,_0.2,_0.1,_0.0",2.0,1.0,0.0,8.0,50.0,"HTML,_PHP,_SQL","Dreamweaver,_PHPUnit,_Emacs","[5,12]",3.0,"[2,3]",Oracle,OO,C/S
919.0,RQ,2.0,"0.05,_0.0,_0.3,_0.4,_0.1,_0.05,_0.1",1.0,5.0,0.0,11.0,105.0,"HTML,_PHP","Notepad,_Dreamweaver,_Emacs","[3,_12]",2.0,"[1,2]",Oracle,OO,B/S
