day,length,weight,count,looped,neighbors,income,label
330,144,0.0681844243363676,5975,0,2,183597031,0
194,2,0.5,1,0,2,4325150000,0
214,8,1.60663496376812,42,0,2,7000000000,0
127,6,0.0085978835978836,2,0,2,30628269,0
31,144,0.0319022722518495,3382,3142,2,84800000,0
158,12,0.25,1,0,2,722727864,0
208,144,0.0792679833781273,6487,0,2,60511740,0
224,74,4.65661287307739e-10,1,0,2,881067771,0
281,144,0.161544402507574,3629,0,2,47000000,0
114,144,0.0956599311409775,215,0,2,64950943,0
90,144,0.018065719019571998,1661,1575,2,115321141,0
59,24,0.0625,1,0,2,255514263,0
168,144,8.32039979562575e-06,1394,1241,2,100761000,0
78,0,0.33333333333333304,1,0,2,52977000,0
352,144,0.0091920041258013,1057,0,1,65182558,0
10,0,0.5,1,0,1,49990000,0
283,28,0.135121663411458,18,0,1,433000000,0
109,12,0.36000357142857103,10,0,1,50186506,0
341,144,0.265711320456885,2838,0,2,65921316,0
99,144,0.000204248379898116,1923,0,2,455134051,0
188,64,6.10658898949623e-05,14,13,3,172000000,0
250,0,1.0,1,0,2,77495554,0
301,0,1.0,1,0,2,42137065,0
259,144,0.0219624909127668,4366,0,2,139000000,0
343,4,0.0833333333333333,1,0,1,49174798,0
58,2,0.0485232067510549,49,0,1,46365900,0
320,0,1.0,1,0,2,32256236,0
89,6,1.0,3,0,2,30429276,0
14,138,1.0,1,0,2,6221000000,0
314,0,0.5,1,0,2,216000000,0
157,4,0.25,1,1,2,450080000,0
125,4,0.22825348942996,49,45,4,467000000,0
246,140,1.0544818080548099e-42,1158,0,2,189750000,0
154,50,1.0,1,0,2,916334258,0
145,144,0.564529008080896,116,0,2,42040000,0
91,2,0.0333333333333333,1,1,2,69700000,0
365,144,1.12799460457028,3489,1750,2,177130000,0
262,6,1.0,1,0,2,153200484,0
222,0,0.0555555555555556,1,0,1,38371146,0
61,104,0.5,1,0,2,986864800,0
239,4,0.125,1,0,1,94426129,0
180,6,0.25,1,0,2,2359659000,0
7,32,0.0009765625,1,0,2,643600000,0
342,144,0.287500397489518,7120,1,2,1118910000,0
217,0,0.5,1,0,1,475560000,0
28,4,7.66666666666667,4,4,7,457611790,0
33,144,7.30453095699758e-06,2334,2026,2,174259757,0
351,6,0.1,2,0,2,2217318563,0
64,144,0.17225490443044,2500,0,2,781148000,0
190,2,0.0686274509803922,2,0,2,220000000,0
199,144,0.0017246436092974,1026,1025,2,117680000,0
192,0,1.0,1,0,2,49300000,0
324,0,0.5,1,0,1,35013208,0
209,14,0.03125,1,0,2,14458113601,0
3,8,0.075,2,0,2,788056320,0
268,16,0.25,1,0,2,330938565,0
107,2,4.5,5,0,1,125373893193,0
66,144,0.35406011842608004,6592,5774,2,4565146928,0
125,10,0.015625,1,0,1,827800000,0
178,144,6.01149081942591e-07,1460,1452,2,141725300,0
36,10,0.0625,1,0,1,111000000,0
289,22,0.00375,2,0,1,176000000,0
21,0,1.0,1,0,2,42903100,0
316,0,0.05,1,0,1,103740581,0
80,144,0.18164584160908698,6760,0,2,3004245860,0
87,0,3.0,3,0,6,118600000,0
284,22,0.46509182837701596,10,0,4,536000000,0
180,2,0.75,1,1,2,2164800000,0
213,6,0.125,1,0,1,288900000,0
78,2,0.0324400564174894,50,50,2,176286851,0
145,54,3.0517578125e-05,1,0,1,269000000,0
239,0,0.5,1,0,2,500000000,0
51,4,0.125,1,0,2,56000000,0
202,4,0.5185185185185179,28,0,2,4924627126,0
95,12,0.0198938274369309,6,0,1,409160000,0
212,22,0.0625,1,0,2,39980000,0
247,0,1.0,1,0,1,74899000,0
99,36,1.0,1,0,2,38090008,0
119,6,4.55,20,0,2,2383642221,0
160,14,0.03125,1,0,2,455798384,0
195,8,1.5357142857142903,4,0,3,1888003516,0
57,2,0.0211244178310046,70,0,1,510000000,0
199,0,1.0,1,0,2,50000000,0
27,40,4.76837158203125e-07,1,0,2,31512601,0
174,0,1.0,1,0,1,40990000,0
269,144,0.254732191151847,1752,0,1,40025300,0
173,92,0.00434550097489547,1068,0,2,79970370,0
295,144,0.00552742882435339,1921,1761,2,125897338,0
196,0,1.0,1,0,1,2432902270,0
263,126,4.7466310341280797e-42,1420,0,2,90123520,0
86,0,0.33333333333333304,1,0,2,239819656,0
49,68,0.000244140625,1,0,2,1186527609,0
323,2,0.5,2,0,1,202672807,0
276,144,0.7926139961673521,6378,3,2,110193534,0
157,8,0.125,2,0,2,56459195,0
267,6,1.0,1,0,2,32832082,0
206,0,1.0,1,0,2,200000000,0
219,2,0.0007917656373713379,1,0,1,38005755,0
356,64,1.0,1,0,2,997460000,0
217,2,0.0166516651665167,38,0,1,726000000,0
196,50,1.9073486328125e-06,15,0,1,57000000,0
37,2,0.5,1,0,2,3000000000,0
306,112,1.1735846762884399,343,0,1,3000000000,0
152,144,0.0581274068025212,3248,3122,2,848569560,0
44,2,1.0,1,0,1,108560000,0
60,144,0.0387170493794865,5699,1,4,3999800000,0
305,42,0.25,1,0,2,84000000,0
186,0,1.0,1,0,1,1015000000,0
299,0,0.5,1,0,2,79000000,0
96,62,6.26087188720703e-05,13,0,1,257184646,0
320,0,1.0,1,0,1,3506892030,0
64,144,0.20314014667093303,6882,6786,2,100000000,0
32,6,0.08157894736842099,32,0,1,501000000,0
240,0,1.0,1,0,2,229646691,0
29,2,0.3916666666666671,4,0,2,56430000,0
220,10,0.0625,1,0,1,1514240208,0
207,144,0.355694995552504,2507,0,2,97171607,0
78,22,0.00201416015625,33,0,1,501000000,0
86,28,0.000244140625,1,0,2,748000000,0
250,56,1.0,1,0,2,3191474132,0
229,36,0.0475385616987179,58,54,7,881680732,0
105,144,0.000359125719885731,2193,2021,2,180050000,0
344,30,0.00390625,1,0,2,13442218712,0
152,8,0.75,2,0,1,550802497,0
33,4,0.5,1,0,2,92695338,0
236,0,1.0,1,0,2,92925000,0
203,108,1.0,1,0,2,153036763,0
265,4,0.0102040816326531,1,0,1,108058315,0
197,42,0.0009765625,1,0,1,70321987,0
199,4,0.005681818181818179,1,0,2,2491041521,0
264,46,0.0001220703125,1,0,2,7049373605,0
193,118,0.3515625,8,0,2,85190000,0
81,0,0.5,1,0,1,131500000,0
216,144,0.038693309789314,3675,0,1,74374002,0
61,2,1.0,1,0,1,299490000,0
249,144,0.329560628310614,3947,3947,3,3509306252,0
105,2,0.5,3,0,2,1500000000,0
346,144,0.497062272478368,2446,0,2,654910000,0
182,0,1.0,1,0,2,160091000,0
186,0,0.5,1,0,1,164028508,0
311,144,0.000317974612441024,4706,0,1,300000000,0
22,40,1.0,1,0,2,56827094,0
364,144,5.10771198111358e-05,898,0,1,97102524,0
28,0,1.0,1,0,2,94000000,0
326,142,0.221840375180198,1594,1593,5,157653920,0
360,4,2.0,2,0,1,100000000,0
176,0,1.0,1,0,1,99994350,0
341,6,0.5,1,0,1,50014615,0
193,144,0.160115711629607,1060,0,2,13315944431,0
165,58,0.0208333333333333,1,0,2,2505386232,0
312,0,1.0,1,0,1,59783000,0
23,144,0.503683565001737,8220,7965,1,100000000,0
179,2,0.0833333333333333,1,0,1,108054775,0
304,0,3.5,4,0,4,941431970,0
87,24,0.5,1,0,2,947621953,0
229,2,0.0156565656565657,52,0,2,105000000,0
327,2,1.0,1,0,2,30000000,0
284,144,0.000130068452847338,3779,0,2,200000000,0
45,0,0.5,1,0,2,2710000000,0
310,24,1.6625,6,0,1,30238157,0
262,2,0.5,1,0,2,1000000000,0
329,0,0.5,1,0,1,1135727000,0
24,30,0.015625,1,0,2,1204564826,0
241,118,0.0626513179884701,1619,1619,5,329750000,0
261,16,0.0257074071914799,2,2,2,73810500,0
77,0,1.0,1,0,1,40000000,0
177,0,1.0,1,0,2,100000000,0
248,74,0.0033613642056783,7,5,6,982381272,0
1,4,0.037037037037037,1,0,1,106660899,0
332,6,0.25,1,0,1,44000000,0
288,0,1.0,1,0,2,400000000,0
211,70,4.72627220162329e-22,1,0,2,33027500,0
127,6,0.3125,3,0,2,3636000000,0
24,144,0.00021359306257647,881,881,2,135258607,0
269,14,1.0,4,0,4,808276996,0
315,2,0.25,1,0,1,15410000000,0
214,0,0.5,1,0,1,534650000,0
1,92,0.03125,1,0,2,44353140,0
299,0,1.0,1,0,1,137215208,0
121,144,0.211120658145937,2436,2322,3,208105537,0
162,92,2.98023223876953e-08,1,0,2,372452528,0
62,0,1.0,1,0,1,176550000,0
209,144,0.00020224316021988798,626,626,2,170000000,0
149,144,0.014261668184004999,6519,0,2,1500000000,0
317,144,0.00340428832720819,4977,3870,2,33432578,0
19,144,0.0345032559194909,4564,0,2,135437000,0
142,0,0.0727063634040378,3,0,3,91880128,0
17,68,0.00115178541741753,92,92,2,135084000,0
82,114,0.123538036681659,5581,0,1,41900000,0
204,0,0.5,1,0,2,1267657698,0
219,54,0.0001220703125,1,0,2,11247396657,0
254,6,1.0,1,0,2,81658726,0
19,2,0.5,1,0,2,241756146,0
66,144,0.523841464034646,7594,7366,2,793136220,0
207,8,1.0,1,0,2,3043661278,0
101,0,1.0,1,0,2,110000000,0
61,2,0.5,1,0,2,365898000,0
226,144,0.0008840647786503061,2192,0,1,16050305883,0
48,124,1.0842021724855e-19,1,0,2,172759757597,0
37,144,2.44209306204448,1666,1658,5,222808032,0
231,4,0.189153439153439,11,0,1,199980000,0
241,10,0.000647954889026318,2,2,2,5000000000,0
320,4,0.0294117647058824,1,0,2,50000000,0
68,0,0.5,1,0,1,810872251,0
66,144,0.127715097663331,6878,0,2,313200985,0
106,0,1.0,1,0,1,3200000000,0
131,2,2.0,2,2,3,382494509,0
324,24,0.25130208333333304,2,0,2,7848763763,0
43,4,1.25,4,0,3,329602504,0
317,8,0.05,1,0,1,48190286,0
34,0,0.0714285714285714,1,0,1,44032811,0
97,0,0.5,1,0,1,55804200,0
152,144,11.3372604678517,8419,8419,16,4826909909,0
263,132,0.0940482916990168,21,0,2,1689000000,0
185,120,0.5,1,0,2,2826109831,0
5,0,1.0,1,0,2,860297980,0
216,6,0.0625,1,0,2,196999900000,0
26,22,0.75,2,0,2,80740920,0
98,2,0.5192009309542279,57,0,2,350638460,0
322,144,0.21755569378419898,4834,0,2,384311405,0
264,0,1.0,1,0,1,2835878561,0
10,4,1.0,1,0,2,8581000000,0
308,4,1.0,2,0,2,100000000,0
171,10,0.0625,1,0,2,43859604838,0
208,32,0.25008138020833304,3,0,1,52993291,0
290,144,0.25253922668150197,2181,2181,2,1480307207,0
328,144,0.126358431454394,2408,2399,4,4567250000,0
100,144,1.79388970104205e-07,1764,0,2,307565040,0
180,144,10.984528392142101,3105,2859,16,3629360651,0
199,2,0.25,1,0,2,312910000,0
262,144,0.103328317855166,2175,0,1,724152336,0
40,8,0.1875,2,0,2,38981340,0
245,144,0.000340461856616031,2236,2228,2,53025287,0
314,2,0.25,1,0,2,1185215400,0
233,2,0.5,1,0,1,214462252,0
362,142,0.256916380074956,2629,0,2,45339872,0
55,14,0.0385,3,0,2,958000000,0
180,2,1.0,2,0,1,2286000000,0
147,20,1.0,1,0,2,32520090,0
209,16,0.11129444444444399,3,0,2,291708468,0
341,144,0.181377081553735,5150,908,1,38310000,0
51,8,0.5,1,0,2,2449941736,0
211,142,0.22473014883326697,5370,0,1,42753224,0
266,144,4.02902261050918e-64,1163,0,2,116497840,0
12,144,0.39712259493508206,11714,11694,2,65611577,0
77,0,1.0,1,0,2,204680568,0
261,16,3.75405092592593,11,0,1,4078223924,0
205,0,0.5,1,0,2,64403306,0
118,144,7.7760866546488705,8951,3856,2,475000000,0
336,16,0.017578125,3,0,1,3923950000,0
293,4,0.125,1,0,1,5042850000,0
284,0,0.5,1,0,2,38166415,0
164,0,0.5,1,0,2,108911318,0
33,64,1.02916666666667,5,0,2,72861200,0
250,2,3.0,2,2,3,1224314733,0
171,8,0.150635342789598,5,0,1,400000000,0
117,144,0.0280122074699962,830,0,2,144743100,0
210,144,4.62518840975879e-05,1213,1213,2,81000000,0
117,144,0.0069997893797228705,2184,0,2,508940000,0
291,4,0.0131048387096774,9,0,1,1264752103,0
164,8,0.125,1,0,2,74002812,0
180,8,0.0277777777777778,1,0,2,46054509,0
253,2,1.0,1,0,2,146830137,0
266,0,1.0,1,0,1,32690201,0
159,20,0.25,1,0,2,136437411,0
83,18,0.033203125,6,0,2,24309184013,0
121,4,0.5,1,0,2,456000000,0
98,66,0.00146484375,2,0,2,281000000,0
123,2,0.25,1,0,1,1002000000,0
328,10,0.265625,3,0,1,1636050000,0
191,0,0.5,1,0,2,81220000,0
335,2,0.25,1,0,1,68103508951,0
187,2,0.075,2,0,2,752160000,0
339,4,1.0,1,0,1,699541229,0
266,10,0.125,1,0,2,92841926,0
258,144,4.11967026111398e-05,1492,0,2,2858065186,0
33,0,0.5,1,0,2,600000000,0
98,0,1.0,1,0,1,31445567,0
69,0,1.0,1,0,1,271296218,0
272,6,0.0625,1,0,2,7378659193,0
59,144,0.8678932437414829,2195,2172,4,121650470,0
18,42,0.7507098202549949,9,0,2,2960098941,0
26,0,0.5,1,0,2,2301038000,0
196,0,0.5,1,0,2,1000000000,0
363,2,1.0,1,0,2,31849439,0
167,142,2.32774524171922e-47,2393,0,2,2475473370,0
76,2,0.0125231910946197,42,0,2,207000000,0
323,2,0.5,1,0,2,100000000,0
262,4,0.0204081632653061,4,0,2,111570000,0
317,0,0.5,1,0,1,6521269385,0
278,0,1.0,1,0,1,364500484,0
7,110,0.0625,3,0,2,188911397,0
246,12,0.007936507936507941,1,0,2,295923352,0
339,144,0.0796534322098455,1600,816,2,248019831,0
177,0,0.5,1,0,1,39860000,0
200,46,0.0671949631827218,23,0,2,10323640328,0
228,0,0.5,1,0,2,3704000000,0
355,0,0.5,1,0,1,173618215,0
149,4,1.0,1,0,2,685857482,0
323,6,0.0141178266178266,37,0,1,1015000000,0
170,22,0.000976562499999999,33,0,2,3300650000,0
13,4,1.0,1,0,2,196105396,0
174,6,0.0158730158730159,1,0,1,100000000,0
73,144,0.00975403886309578,1859,1725,2,172810000,0
28,0,1.0,1,0,1,4478000000,0
39,6,0.5,1,0,2,139213083,0
346,84,0.0625,1,0,2,256928090,0
192,116,1.8354862687798101,364,0,2,10934004623,0
221,2,1.0,1,0,2,4586758099,0
21,2,1.0,1,0,2,354000000,0
308,8,0.10416666666666699,3,0,2,182260928,0
174,2,0.1,1,0,2,164262295,0
337,28,0.0009765625,1,0,2,47000000,0
121,28,1.00000000000162,6,0,2,171354200,0
13,144,5.23555111408411e-05,4562,3857,2,37700000,0
99,4,1.0,1,0,2,117248436,0
214,6,0.125,2,0,2,8390427543,0
83,0,1.0,1,0,1,85000000,0
207,144,0.0032757627961740197,1918,0,2,77837700,0
251,8,0.125,1,0,2,1413672747,0
319,0,1.0,1,0,1,4049479400,0
72,14,0.54732439159292,9,0,8,1642870000,0
272,144,0.00026529248277734,4599,4195,2,59780000,0
300,144,0.0501049330318302,3837,0,1,50000000,0
205,144,0.000382423879673517,1567,1567,2,61700000,0
354,2,1.0,1,0,2,3854733600,0
17,144,0.0234375,2535,0,2,4383990820,0
278,142,1.86264514923096e-09,1,0,1,54755016,0
157,22,0.0625,1,0,2,863190558,0
307,0,0.5,1,0,1,2400073100,0
175,62,0.33333333333333304,1,0,2,327329360,0
61,2,0.010989010989011,1,0,1,102060489,0
327,2,1.0,1,0,2,1101700062,0
20,18,0.00390625,1,0,1,101015072,0
277,144,0.13938552225085998,4038,0,1,675516161,0
324,144,0.22391083391289202,2279,0,1,270000000,0
229,144,0.5860548568133621,2972,0,2,205687094,0
76,2,0.25,1,0,1,82498700,0
324,144,0.0371878069937152,123,0,2,392707916,0
10,18,1.4425,5,0,1,380358690,0
195,10,0.5,1,0,1,521002222,0
123,0,0.5,1,0,2,47587293,0
364,2,2.0,2,1,1,100409000,0
51,2,0.1,1,0,1,99990000,0
28,14,0.5,1,0,1,693378435,0
93,20,0.00015625,2,0,1,64620000,0
193,10,0.5,1,0,2,100000000,0
31,16,0.047172619047619005,4,0,2,200000000,0
15,4,0.3125,2,0,1,1887738963,0
118,42,0.015625,1,0,2,879241970,0
326,0,0.166666666666667,1,0,1,52726937,0
215,0,0.5,1,0,1,1583460350,0
347,0,1.0,1,0,1,355856898,0
195,24,0.03125,1,0,1,428179928,0
128,8,1.0,1,0,2,1022067994,0
214,26,6.103515625e-05,1,0,2,2129416667,0
279,140,0.13906448521520498,1839,0,2,49337873,0
305,28,0.0828125,4,0,2,31330000,0
139,0,1.0,2,0,2,3551407456,0
228,0,1.0,1,0,1,307860103,0
271,144,0.000288905029865672,1164,1164,2,118236392,0
177,144,0.0183360095466786,699,0,2,505681625,0
211,144,0.0014619602051112,1128,1108,2,118500000,0
164,144,0.22062574499400198,6495,2,2,1000000000,0
135,2,0.166666666666667,1,0,2,103618834,0
124,52,1.0,1,0,2,1528658397,0
114,100,0.125,1,0,2,621887661,0
182,2,0.125,1,0,2,121359061,0
200,130,0.0032081863679329103,495,495,2,123570000,0
208,104,0.0276356220702191,21,21,4,2032400000,0
194,144,0.00039639400326252003,4002,3647,2,30000000,0
346,144,2.57776684910894e-05,6987,6746,2,346693488,0
27,6,0.25,1,0,2,2179861547,0
185,0,1.0,1,0,1,4525943247,0
123,2,0.5,1,0,2,646661299,0
190,10,0.09375,2,0,2,39990000,0
176,6,0.5,1,0,2,1307900000,0
91,2,0.5,1,0,1,1285000000,0
10,144,0.00281435910277334,1189,976,2,1699020000,0
9,4,1.0,1,0,2,84536198,0
219,144,0.0240120074243495,3010,0,2,3303291341,0
224,10,0.000357142857142857,1,0,1,101412123,0
299,86,0.31034841388816303,249,15,1,1000000000,0
254,46,1.0,1,0,2,43098862,0
96,12,0.03125,1,0,2,3091000000,0
178,0,3.0,3,0,3,200959824,0
339,2,0.125,1,0,2,100000000,0
115,144,4.29884974537791e-05,1843,1718,2,31711335,0
308,144,0.0351023145916992,6538,0,1,2261605672,0
344,10,0.015625,1,0,1,527000000,0
332,118,0.0001220703125,1,0,2,133133124,0
96,144,0.11677793351552801,5992,5992,2,481200000,0
125,12,0.000578703703703704,1,0,2,4716500696,0
100,8,0.5,1,0,2,416000702,0
185,14,0.25,12,0,2,33293151,0
139,144,0.0970434610474651,1102,1,2,47756694,0
80,0,0.5,1,0,2,220050000,0
96,144,0.00188591252894972,1028,932,2,39880000,0
102,0,0.5,1,0,1,30000000,0
208,14,0.0078125,7,0,1,220000000,0
61,6,0.0416666666666667,1,0,1,50000000,0
299,22,1.59331777266247e-11,1,0,2,70592504,0
87,4,0.25,1,1,2,99277000,0
35,140,1.0,1,0,2,48750000,0
310,2,0.25,2,0,2,1999618783,0
239,144,0.3764116840028971,3779,0,2,39970000,0
294,2,0.000944287063267233,1,0,2,83765420,0
283,144,4.66116034658626e-13,41,0,2,695715942,0
343,144,0.00590203247352353,8263,0,2,2678087726,0
236,96,1.0,1,0,2,145084895,0
73,2,0.25,1,0,2,60576690,0
96,6,0.0625,1,0,1,2000000000,0
163,0,1.0,1,0,2,43177893,0
138,40,1.0,1,0,2,120530893,0
343,0,0.5,1,0,2,100000000,0
193,144,0.121411237294687,571,0,1,30320000,0
67,144,0.00085069528805986,534,0,2,34668880,0
252,4,1.0,1,0,1,35907303,0
301,6,0.00260416666666667,1,0,2,37892811,0
103,16,0.015625,1,0,2,2625337134,0
116,144,1.2919702544919098,6606,6606,6,2433759539,0
77,0,0.015625,1,0,1,46220000,0
24,0,1.0,1,0,2,2682905710,0
363,16,0.25023696682464497,3,0,2,93451200,0
199,144,0.28254690877688693,3765,1,2,77280458,0
175,14,0.03125,5,0,1,295950000,0
83,6,0.180590072320842,47,47,3,377000000,0
163,144,0.00268258146564581,3208,3108,2,2064440000,0
254,0,1.0,1,0,2,50000000,0
279,0,0.5,1,0,2,8000000000,0
302,2,1.0,1,0,2,99923962,0
309,2,0.0167545180722892,49,0,2,103000000,0
316,144,0.00143845497915815,989,0,2,91668408,0
202,30,0.0078125,1,0,2,40833876262,0
187,4,0.5,1,0,2,32000000,0
264,50,2.05406775841346e-06,42,0,2,257593926,0
110,0,1.0,1,0,1,700000000,0
70,144,0.023437527927738,5381,0,2,865775964,0
42,144,0.00885060558107148,3336,3148,1,2000000000,0
218,0,1.0,1,0,1,35199499,0
318,144,0.0094816554077148,1361,0,2,182940437,0
251,76,0.001953125,1,0,2,4140555647,0
245,144,0.00575085973510896,221,0,1,34700000,0
282,6,0.0625,1,0,2,5844602090,0
125,144,0.0207472412702978,2807,2715,2,79960000,0
52,0,1.0,1,0,1,93412556,0
311,22,0.00824652777777778,38,0,2,8762400000,0
303,36,0.00048828125,1,0,1,100000000,0
314,8,0.4166666666666671,2,0,1,33210000,0
36,20,0.125,1,0,2,21291049203,0
331,144,0.28566082688933503,4632,0,2,60141884,0
327,4,0.03125,1,0,2,930000000,0
10,12,1.0,1,0,2,54000000,0
17,0,1.0,1,0,1,1200000000,0
117,4,2.0,4,0,4,19900800000,0
122,134,0.19618184732436802,6143,0,1,36894760,0
121,104,0.001953125,3,0,2,574000000,0
249,36,0.03125,1,0,2,3698917803,0
63,74,0.001953125,1,0,2,99900000,0
179,144,0.236989992203021,4942,4342,1,1447731116,0
127,6,0.5,1,0,2,71604200,0
285,144,0.15487209177691902,3301,0,2,184058069,0
78,144,0.330621981442647,446,0,2,30666721,0
46,0,0.5,1,0,1,555334347,0
285,2,1.0,1,0,2,30245700,0
328,14,0.015625,2,0,2,100000000,0
286,144,2.15582513080306e-05,2340,1731,2,51133334,0
150,0,1.0,1,0,2,5006000000,0
143,144,0.26095087050897603,1848,0,2,40000000,0
232,144,0.8340426408449692,451,0,2,120990000,0
250,2,0.25,1,0,2,100000000,0
50,6,0.125,1,0,2,3608000000,0
254,0,0.5,1,0,1,71950000,0
61,94,0.03125,1,0,2,505040739,0
250,0,1.0,1,0,1,50773074,0
192,0,0.5,1,0,1,47997221,0
160,6,1.0,1,0,2,437467937,0
169,60,8.04179423564188e-06,39,0,1,100000000,0
43,6,0.0277777777777778,1,0,2,344645456,0
98,0,0.5,1,0,2,564379400,0
77,0,0.5,1,0,1,410000000,0
342,106,0.0625,1,0,2,6869400048,0
4,32,2.3089264035978196,135,0,1,40500000000,0
56,30,1.12500190734863,5,0,4,1656332000,0
327,144,0.0047489763379429395,957,0,2,1869802610,0
241,2,1.0,1,0,2,10000000000,0
89,2,0.625,1,1,3,134990000,0
12,144,0.0208333333669923,1676,0,2,1710360000,0
352,0,1.0,1,0,2,1300000000,0
125,6,0.0625,1,0,2,50692000000,0
216,12,0.00791666666666667,2,0,2,56240254,0
10,0,1.0,1,0,1,550000000,0
142,48,1.0,1,0,2,1197139683,0
232,0,1.0,1,0,1,100000000,0
110,44,3.0517578125e-05,1,0,2,5058695525,0
354,4,0.25,1,0,2,99600000,0
335,0,1.0,1,0,2,55811589,0
25,88,1.0,1,0,2,3261000000,0
351,8,1.0,1,0,2,147400000,0
265,144,0.252801336624582,145,0,2,2759852485,0
41,2,0.25,1,0,2,4436000000,0
83,0,1.0,1,0,1,34922300,0
253,50,6.103515625e-05,1,0,2,8907575871,0
253,144,0.0164134084395439,1993,0,1,100000000,0
227,0,1.0,1,0,1,100000000,0
12,18,0.25,1,0,1,60000000,0
307,144,0.0783709268672222,8462,8457,2,500000000,0
320,0,0.5,1,0,1,64018900,0
290,0,0.5,1,0,2,36846000,0
310,0,0.5,1,0,2,24037844893,0
245,0,1.0,1,0,1,1500000000,0
11,0,1.0,1,0,1,625889027,0
109,4,0.0625,1,0,2,1039090000,0
233,0,1.0,1,0,2,767000000,0
355,0,1.0,1,0,2,60610000,0
163,66,0.00048828125,1,0,2,1218062032,0
28,14,0.125,1,0,2,1218286119,0
4,12,0.0008,1,0,2,79062995,0
101,122,0.0852969460290882,13,0,2,192856017,0
231,2,1.0,1,0,1,70655469,0
55,0,0.5,1,0,2,6906830800,0
8,20,0.0312567816840278,2,0,1,180274306,0
337,6,0.875,3,0,1,1052000000,0
31,0,1.0,1,0,2,71643843,0
14,2,1.0,1,0,2,82846614,0
229,144,0.0238135017603232,3459,3285,2,36110000,0
5,144,0.0338919845919778,7142,0,2,49985310,0
84,4,0.03125,1,0,2,1278067341,0
120,144,0.0271103343684413,3135,2887,4,709552146,0
265,144,1.2996298600803501e-05,4004,2498,2,124720000,0
192,14,0.125,1,0,1,115112663,0
208,144,0.000659102225656546,812,719,2,128680000,0
252,2,0.14374597864729902,27,25,4,418846332,0
320,144,0.18271251067915198,4048,0,2,152600000,0
51,144,1.22789702436723,6091,6091,4,2292700000,0
222,144,1.23260472993255e-12,908,0,2,101500000,0
304,2,0.25,1,0,2,383879796,0
3,0,1.0,1,0,1,74770000,0
261,30,0.00048828125,1,0,2,1014273965,0
258,22,0.00390625,1,0,2,1834494708,0
41,144,0.00265338524004683,5372,0,2,31194802,0
342,0,0.5,1,0,1,68898027,0
179,2,4.0,2,2,6,589840575,0
69,6,0.0212928627149495,19,19,1,50562026,0
26,12,0.0625,1,0,2,41514671,0
80,2,0.25,1,0,1,150000000,0
204,68,0.5078125,2,0,2,76329449,0
222,144,0.00014615577310782,958,958,2,132568276,0
301,2,0.5,1,0,1,5621455993,0
170,0,0.5,1,0,1,224524244,0
360,22,0.5,1,0,2,43341817,0
5,8,0.25,1,0,2,500000000,0
262,42,0.000244140625,1,0,2,34118965400,0
34,0,0.25,1,0,1,900000000,0
206,14,0.015625,1,0,2,40100000,0
196,8,0.25,1,0,1,31026708,0
216,104,4.90573208027906e-14,1,0,2,807313780,0
341,144,5.7673150096981796e-15,5185,0,2,35360000,0
191,48,0.000141060212067543,14,14,2,115475081,0
341,0,1.0,1,0,1,58323358,0
47,2,0.0238095238095238,1,0,1,119935298,0
237,144,0.0685565980919604,1066,0,2,43887215,0
223,144,2.77376404113173,1062,0,2,977938984,0
217,0,1.0,1,0,2,54100000,0
302,2,0.5,1,0,2,61950000,0
130,30,0.0158833696412637,11,11,2,244389541,0
266,122,0.6907118055555551,8,0,2,411901539,0
65,0,1.0,1,0,2,39500000,0
130,0,1.0,1,0,2,42925474,0
208,4,0.25,1,0,2,1117720513,0
214,144,0.0641422719931648,1407,1364,2,906000000,0
312,62,1.9073486328125e-06,1,0,2,35741434920,0
76,2,0.360969387755101,167,0,2,149900000,0
215,0,0.5,1,0,1,86430000,0
253,6,0.071031746031746,3,0,1,114015571,0
210,144,0.764997143847263,1143,0,2,93199458,0
74,0,1.0,1,0,2,54700000,0
146,0,0.111111111111111,1,0,1,601967187,0
142,2,0.25,1,0,2,1614802255,0
62,144,0.000569980893703637,9592,8306,2,60040000,0
24,2,0.5,1,0,2,1276000000,0
6,144,1.9675475160660198e-05,3901,3773,2,430010000,0
307,16,0.03203125,41,0,2,2715000000,0
320,4,0.125,1,0,1,134000000,0
244,8,1.7575757575757598,5,0,2,2007747386,0
251,18,0.37801383322623605,17,0,2,238472034,0
214,16,0.00390625,1,0,2,2475350000,0
117,32,1.1751615600368601,36,0,4,2250000000,0
208,14,0.0078125,1,0,2,4460777406,0
15,4,0.22685185185185197,3,0,2,136814000,0
338,144,0.0133450188103771,4900,0,2,1986345540,0
231,20,1.0,1,0,2,745571060,0
15,12,0.5,1,0,2,19607516000,0
37,0,1.0,1,0,2,299830000,0
161,144,9.305778054613599,1464,0,2,14938478943,0
241,0,1.0,1,0,1,738529999,0
111,2,1.0,1,0,2,49893344,0
162,4,1.0,3,0,1,31500000,0
50,52,0.00048828125,1,0,2,86000000,0
81,6,0.1,1,0,2,92000000,0
233,0,1.0,1,0,2,585259000,0
92,144,2.2851535434928303e-07,2385,2035,2,437395418,0
154,0,0.5,1,0,2,192943740,0
240,34,0.016697466510158,9,8,2,129630000,0
163,144,0.625804493762791,3344,0,1,44133782,0
219,22,0.03125,8,0,2,3981618793,0
104,0,1.0,1,0,1,45000000,0
145,0,0.5,1,0,2,70000000,0
