Hour,DayOfWeek,Month,Year,PdDistrict,Address,X,Y,ViolentCrime
19,5,4,2003,CENTRAL,GRANT AV / COMMERCIAL ST,-122.406223476425,37.7938307027932,No
8,5,11,2012,NORTHERN,HAIGHT ST / BUCHANAN ST,-122.427159869872,37.7725259201526,No
7,2,9,2003,SOUTHERN,100 Block of BEALE ST,-122.394981000521,37.7905664891361,No
19,4,3,2006,TENDERLOIN,100 Block of EDDY ST,-122.410135236377,37.7841889075267,No
10,3,10,2013,INGLESIDE,ADDISON ST / FARNUM ST,-122.434330501834,37.7401155209889,No
0,4,4,2018,SOUTHERN,TOWNSEND ST / 4TH ST,-122.394985875925,37.7770909534023,No
16,6,8,2017,INGLESIDE,SAN JOSE AV / OCEAN AV,-122.444746663003,37.7229679041125,No
22,4,11,2014,NORTHERN,500 Block of GROVE ST,-122.425657509762,37.7775471852907,No
9,5,12,2015,MISSION,0 Block of FLORIDA ST,-122.411661357415,37.768401893505,No
18,2,8,2016,MISSION,1600 Block of 15TH ST,-122.42128871331,37.7665301122487,No
12,5,5,2004,NORTHERN,VAN NESS AV / FILBERT ST,-122.42417272826,37.7994834789385,Yes
8,4,3,2006,NORTHERN,1400 Block of BUSH ST,-122.421132500205,37.7885381075121,No
19,1,10,2015,CENTRAL,500 Block of FRANCISCO ST,-122.41426677512,37.8046348825476,No
20,6,1,2015,BAYVIEW,2500 Block of MARIN ST,-122.40275678107,37.7481108122818,No
8,4,2,2006,SOUTHERN,100 Block of 7TH ST,-122.410111373792,37.7786320490341,No
20,7,12,2004,INGLESIDE,CORTLAND AV / GATES ST,-122.413940006365,37.7389321879707,No
19,2,8,2010,MISSION,1100 Block of SOUTH VAN NESS AV,-122.41641961495,37.7547568332768,No
8,5,12,2008,NORTHERN,GREENWICH ST / BAKER ST,-122.445786394792,37.79768944265,No
18,2,10,2015,CENTRAL,CLAY ST / HANGAH ST,-122.407570086399,37.7941028441942,No
10,2,9,2014,SOUTHERN,500 Block of 6TH ST,-122.401787084709,37.7753735050258,No
8,6,9,2016,PARK,1400 Block of WALLER ST,-122.447145342264,37.7689676667744,No
15,4,1,2016,CENTRAL,100 Block of DRUMM ST,-122.396612261014,37.7950446763389,No
21,5,9,2016,TENDERLOIN,200 Block of GOLDEN GATE AV,-122.415120589338,37.7817589366405,No
4,2,8,2006,NORTHERN,2200 Block of GREEN ST,-122.436152431648,37.7961060583234,No
23,1,6,2013,TARAVAL,200 Block of MONTANA ST,-122.461424508784,37.716636765559,Yes
22,2,10,2005,MISSION,700 Block of CASTRO ST,-122.434726184929,37.7572575362118,No
8,5,12,2007,BAYVIEW,0 Block of HARBOR RD,-122.378392257534,37.7323312464378,No
23,7,3,2017,MISSION,MISSION ST / 21ST ST,-122.418904204517,37.7570361132269,No
4,7,1,2004,INGLESIDE,400 Block of MANGELS AV,-122.447758654898,37.7330178512547,No
3,3,9,2003,NORTHERN,1000 Block of FILLMORE ST,-122.431927647615,37.7790983243181,No
17,4,7,2013,BAYVIEW,1200 Block of 20TH ST,-122.393862809659,37.7601167629849,No
16,1,11,2005,NORTHERN,100 Block of ELM ST,-122.419687428854,37.7816616317999,No
21,5,2,2012,INGLESIDE,CRESCENT AV / BANKS ST,-122.413070130617,37.7347023077042,No
12,5,4,2007,MISSION,TREAT AV / 25TH ST,-122.412838554019,37.7509678760759,No
12,2,8,2011,MISSION,900 Block of POTRERO AV,-122.406604919508,37.7571580431915,No
13,5,9,2008,MISSION,24TH ST / FOLSOM ST,-122.414089000708,37.7525050785758,Yes
14,5,10,2013,MISSION,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309,Yes
14,4,11,2006,BAYVIEW,600 Block of GILMAN AV,-122.383440897994,37.7156328950599,No
21,7,9,2013,SOUTHERN,0 Block of 6TH ST,-122.40950430935,37.781526271747,No
0,5,3,2017,TENDERLOIN,200 Block of EDDY ST,-122.411778295992,37.7839805592634,No
19,3,12,2007,INGLESIDE,SAN JOSE AV / SANTAYNEZ AV,-122.442385848103,37.7257922649203,No
13,3,7,2007,TENDERLOIN,HYDE ST / MARKET ST,-122.414743835382,37.778719262789,No
10,7,4,2018,MISSION,500 Block of CASTRO ST,-122.434994783089,37.7600697106567,No
20,1,11,2005,NORTHERN,CEDAR ST / POLK ST,-122.419834938625,37.7863580362514,No
16,1,1,2011,CENTRAL,BEACH ST / JONES ST,-122.417265053145,37.807073051215,No
14,5,2,2015,RICHMOND,400 Block of 30TH AV,-122.490093437359,37.7807920840194,No
14,5,2,2003,TENDERLOIN,HYDE ST / EDDY ST,-122.415885065795,37.7835160563924,No
21,4,6,2008,CENTRAL,600 Block of GRANT AV,-122.406103945961,37.7929152772297,No
17,4,10,2012,NORTHERN,FERN ST / POLK ST,-122.420211964949,37.7882225424263,Yes
21,2,11,2003,BAYVIEW,600 Block of JAMESTOWN AV,-122.387833652325,37.7131072321423,No
21,3,4,2006,INGLESIDE,100 Block of PRECITA AV,-122.417225757723,37.7471608234479,No
22,7,10,2015,NORTHERN,POST ST / FILLMORE ST,-122.433084166837,37.7851499161537,Yes
0,3,11,2008,CENTRAL,NORTHPOINT ST / TAYLOR ST,-122.415435473094,37.8063418891813,No
12,6,7,2014,SOUTHERN,200 Block of 5TH ST,-122.40421085252,37.7808486964235,No
1,3,3,2014,SOUTHERN,HOWARD ST / 7TH ST,-122.409391574893,37.7779765037999,No
12,2,1,2012,TARAVAL,SHAKESPEARE ST / DELONG ST,-122.464666785758,37.7096386997067,No
17,3,3,2005,INGLESIDE,2000 Block of SUNNYDALE AV,-122.417107986993,37.7122561827524,No
23,5,6,2005,RICHMOND,200 Block of 23RD AV,-122.482870419964,37.7830295364678,No
11,1,7,2013,TENDERLOIN,0 Block of MASON ST,-122.409268441444,37.7837998723601,Yes
22,1,6,2008,SOUTHERN,0 Block of UNITEDNATIONS PZ,-122.414317857881,37.7799444052046,Yes
17,6,10,2013,TENDERLOIN,0 Block of TURK ST,-122.409853729941,37.7833862379382,Yes
20,7,12,2003,BAYVIEW,0 Block of CAMERON WY,-122.387181635995,37.7209669615499,Yes
8,6,8,2008,TARAVAL,2400 Block of 45TH AV,-122.503551562362,37.7408626873427,No
11,2,3,2013,INGLESIDE,500 Block of GATES ST,-122.414088652942,37.7365022043369,No
12,7,6,2015,BAYVIEW,1500 Block of REVERE AV,-122.389286347131,37.7310998921861,No
9,3,1,2011,BAYVIEW,2300 Block of SAN BRUNO AV,-122.406417416535,37.733714974663,Yes
2,5,1,2004,BAYVIEW,900 Block of CONNECTICUT ST,-122.397201937993,37.7535351242762,Yes
0,2,6,2014,BAYVIEW,3RD ST / 25TH ST,-122.387759351288,37.7528363805294,No
23,2,9,2003,NORTHERN,0 Block of GOUGH ST,-122.422202193489,37.7733930766341,No
6,1,2,2007,INGLESIDE,0 Block of MARSILY ST,-122.427703829373,37.7340794995027,No
11,6,3,2012,TARAVAL,300 Block of SANBENITO WY,-122.467418596316,37.7296676395348,No
6,2,8,2008,CENTRAL,HYDE ST / GEARY ST,-122.416452065595,37.7863086885804,No
16,6,6,2013,BAYVIEW,1500 Block of BURKE AV,-122.386042979756,37.7443851186006,No
22,1,5,2003,INGLESIDE,400 Block of PARIS ST,-122.435066260529,37.7216178242752,No
21,7,4,2011,PARK,FULTON ST / DIVISADERO ST,-122.438180582321,37.7768556900447,Yes
11,7,2,2018,INGLESIDE,400 Block of NEVADA ST,-122.411741107554,37.7363675352988,Yes
17,5,12,2014,SOUTHERN,700 Block of MARKET ST,-122.405294845215,37.7863072236365,No
10,2,1,2012,NORTHERN,TURK ST / GOUGH ST,-122.423918786916,37.7815338127818,No
8,5,1,2003,TARAVAL,3900 Block of ALEMANY BL,-122.467790638694,37.7113240638545,No
20,1,6,2003,TARAVAL,19TH AV / QUINTARA ST,-122.476031718499,37.7486451165955,No
23,1,10,2004,TARAVAL,300 Block of WEST PORTAL AV,-122.46979014999,37.7372372050983,Yes
12,3,8,2015,NORTHERN,1800 Block of JEFFERSON ST,-122.44296385416,37.8046876171455,No
3,1,3,2007,SOUTHERN,600 Block of NATOMA ST,-122.411118243435,37.7775607137405,No
15,3,12,2005,SOUTHERN,1000 Block of MISSION ST,-122.409795194505,37.7800356268394,No
14,6,11,2017,TARAVAL,GARFIELD ST / MONTICELLO ST,-122.470751347719,37.7196459153713,No
17,3,9,2014,CENTRAL,300 Block of BAY ST,-122.412803753,37.8057739875696,No
16,5,5,2011,PARK,700 Block of STANYAN ST,-122.45319019834,37.7677850586334,No
1,6,6,2013,SOUTHERN,100 Block of KING ST,-122.390858609124,37.779096360374,No
15,7,5,2009,NORTHERN,2400 Block of JACKSON ST,-122.435385464038,37.7923108893368,Yes
22,1,2,2011,CENTRAL,JONES ST / NORTHPOINT ST,-122.417081753218,37.8061420853862,Yes
17,1,11,2003,BAYVIEW,1500 Block of PALOU AV,-122.390060175267,37.733432175289,No
22,7,8,2015,NORTHERN,0 Block of LARKIN ST,-122.416559122089,37.7781820396811,No
22,3,3,2008,BAYVIEW,700 Block of KIRKWOOD AV,-122.374019331833,37.729203356539,Yes
2,3,6,2014,MISSION,3000 Block of 22ND ST,-122.414935670297,37.7557215581432,Yes
2,5,7,2013,MISSION,21ST ST / MISSION ST,-122.418904204517,37.7570361132269,No
9,6,3,2012,BAYVIEW,4800 Block of 3RD ST,-122.390965298144,37.7344291807899,No
13,4,3,2008,INGLESIDE,SUNNYDALE AV / CORA ST,-122.409584709743,37.7101106069912,No
13,6,1,2016,BAYVIEW,1500 Block of INGALLS ST,-122.383774149383,37.7294505411094,No
13,6,2,2004,MISSION,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309,No
16,6,11,2011,TENDERLOIN,200 Block of LEAVENWORTH ST,-122.414217804322,37.7832593295025,No
21,1,5,2010,TARAVAL,46TH AV / JUDAH ST,-122.505928450113,37.7604217436765,Yes
7,7,6,2007,MISSION,600 Block of VALENCIA ST,-122.421747650463,37.7627436601147,No
15,1,1,2014,NORTHERN,3600 Block of LYON ST,-122.44827840533,37.804271887891,No
12,4,2,2004,NORTHERN,POLK ST / SUTTER ST,-122.420120319211,37.7877570602182,No
21,1,4,2012,MISSION,MISSION ST / 22ND ST,-122.418748733523,37.7554371875097,No
18,4,12,2009,TENDERLOIN,ELLIS ST / HYDE ST,-122.416075285051,37.7844496612791,No
2,5,3,2012,TENDERLOIN,600 Block of ELLIS ST,-122.416893710739,37.7842860480389,No
8,4,5,2016,SOUTHERN,NATOMA ST / RUSS ST,-122.408812857233,37.7792934035033,No
23,7,8,2013,TARAVAL,100 Block of EUCALYPTUS DR,-122.473817007957,37.731029263698,No
6,6,4,2014,BAYVIEW,1400 Block of MENDELL ST,-122.390577977348,37.7342439948771,No
12,1,9,2009,TENDERLOIN,0 Block of TURK ST,-122.409853729941,37.7833862379382,No
13,2,8,2004,CENTRAL,0 Block of MONTGOMERY ST,-122.402163713618,37.7895710255863,No
1,3,11,2008,TENDERLOIN,JONES ST / GOLDEN GATE AV,-122.412224164736,37.7820729312029,No
19,5,7,2005,NORTHERN,WEBSTER ST / PACIFIC AV,-122.433091906009,37.793558102195,No
18,5,6,2015,TENDERLOIN,GROVE ST / LARKIN ST,-122.416583456133,37.7786591541508,No
11,3,1,2011,TARAVAL,1200 Block of 8TH AV,-122.465378582035,37.7650057282953,No
3,3,9,2016,TARAVAL,LINCOLN WY / MARTIN LUTHER KING JR DR,-122.509399613079,37.764029830097,No
20,5,4,2006,MISSION,200 Block of DOLORES ST,-122.426590096146,37.7651910108919,No
20,2,3,2005,INGLESIDE,GENEVA AV / MISSION ST,-122.441018108862,37.7164586831137,No
23,1,3,2008,INGLESIDE,900 Block of VIENNA ST,-122.434874442756,37.7144156967297,No
23,6,11,2011,TARAVAL,300 Block of LAWTON ST,-122.466470391708,37.758475510929,No
18,6,7,2017,MISSION,20TH ST / MISSION ST,-122.419052694349,37.7586324051562,No
9,4,1,2004,INGLESIDE,100 Block of OCEAN AV,-122.440465803423,37.7234953610946,No
12,2,10,2014,TARAVAL,300 Block of CHESTER AV,-122.470335869061,37.7092701941609,No
0,1,6,2017,NORTHERN,3100 Block of OCTAVIA ST,-122.429502384369,37.801184163232,No
20,5,10,2013,CENTRAL,300 Block of THE EMBARCADERONORTH ST,-122.396374439116,37.7980532528058,No
14,6,11,2016,MISSION,3800 Block of 18TH ST,-122.42947985807,37.7611664755886,No
22,5,12,2008,MISSION,2200 Block of MARKET ST,-122.432198022433,37.7651107322703,Yes
12,4,2,2018,SOUTHERN,4TH ST / HOWARD ST,-122.402712593282,37.7832596543979,No
18,6,10,2006,RICHMOND,2800 Block of FULTON ST,-122.462172944217,37.7738804371877,No
22,5,3,2004,TARAVAL,18TH AV / KIRKHAM ST,-122.475797684141,37.7598786140119,No
21,4,6,2015,INGLESIDE,0 Block of JOOST AV,-122.435854955364,37.7323290195123,No
9,7,5,2016,CENTRAL,1300 Block of STOCKTON ST,-122.408646942187,37.7981171266965,No
18,1,7,2011,NORTHERN,EDDY ST / POLK ST,-122.419183096362,37.7830998244592,No
23,7,12,2016,CENTRAL,500 Block of GEARY ST,-122.411955869906,37.7869391910697,No
9,3,11,2014,RICHMOND,MASONIC AV / GEARY BL,-122.448043124454,37.7823710354886,No
23,5,2,2011,TENDERLOIN,400 Block of TURK ST,-122.416342977622,37.7824465135592,No
18,1,11,2010,TARAVAL,3700 Block of JUDAH ST,-122.502190456107,37.7606446338656,Yes
2,7,3,2011,PARK,400 Block of PANORAMA DR,-122.45213565267,37.7518297623409,No
22,6,1,2009,MISSION,1400 Block of SOUTH VAN NESS AV,-122.416098641422,37.7499521390889,No
21,6,4,2009,PARK,PAGE ST / COLE ST,-122.450410661672,37.7705173294311,No
22,2,10,2006,SOUTHERN,1300 Block of MARKET ST,-122.416991089644,37.777074192256,No
10,6,5,2003,TARAVAL,0 Block of CASTELO AV,-122.474817318143,37.717406113737,No
12,7,6,2015,BAYVIEW,300 Block of BACON ST,-122.406106873234,37.7270363076323,No
13,3,6,2007,TARAVAL,0 Block of BEACHMONT DR,-122.473976697519,37.733498763623,No
22,4,2,2006,MISSION,500 Block of SHOTWELL ST,-122.415921585459,37.7596123168685,No
19,4,8,2005,RICHMOND,LAKE ST / 10TH AV,-122.470045583623,37.7864362467928,No
22,1,10,2004,SOUTHERN,MARKET ST / MASON ST,-122.408953598286,37.7832878735491,No
10,1,12,2008,SOUTHERN,0 Block of 6TH ST,-122.408913229808,37.7812116507663,No
14,1,7,2005,CENTRAL,0 Block of JEFFERSON ST,-122.41337058114,37.8085752673964,No
20,6,10,2011,MISSION,1100 Block of YORK ST,-122.40833337913,37.7536331088001,No
16,3,9,2007,TARAVAL,1600 Block of HOLLOWAY AV,-122.478278206332,37.7209451616295,No
18,2,7,2012,TARAVAL,2000 Block of 42ND AV,-122.500859638237,37.7484700842065,No
15,3,1,2006,PARK,300 Block of LAGUNAHONDA BL,-122.458951288653,37.7481092594339,Yes
2,7,1,2005,SOUTHERN,HARRIET ST / HOWARD ST,-122.407695601671,37.7793169815612,No
21,1,8,2012,TARAVAL,0 Block of SHIELDS ST,-122.46314755649,37.7179876012557,No
10,2,3,2010,BAYVIEW,400 Block of LEAVENWORTH ST,-122.414593831954,37.7851199839553,No
17,2,11,2013,SOUTHERN,800 Block of HOWARD ST,-122.403890955445,37.7824014072132,No
23,4,2,2013,TENDERLOIN,0 Block of 5THSTNORTH ST,-122.408648588965,37.7849124714135,No
10,5,10,2005,INGLESIDE,MISSION ST / TINGLEY ST,-122.431801286151,37.7282490186618,Yes
14,7,1,2010,SOUTHERN,ALAMEDA ST / RHODEISLAND ST,-122.402930032237,37.7686481017534,No
15,7,10,2014,CENTRAL,600 Block of BATTERY ST,-122.4008423032,37.7972149917402,No
12,6,11,2010,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711,No
3,6,7,2008,NORTHERN,2500 Block of VANNESS AV,-122.423907410647,37.7990497607213,No
16,3,12,2008,CENTRAL,FRANCISCO ST / POWELL ST,-122.411769924072,37.8048960663782,No
17,2,1,2006,NORTHERN,400 Block of HAIGHT ST,-122.429622714719,37.7721558284987,Yes
20,3,10,2013,NORTHERN,1100 Block of GOUGH ST,-122.4245611166,37.7843677003184,No
7,2,6,2005,BAYVIEW,400 Block of BRUSSELS ST,-122.40539699822,37.7264862828805,No
15,1,12,2010,MISSION,26TH ST / SHOTWELL ST,-122.414862768744,37.7492374030159,No
0,7,9,2006,NORTHERN,2100 Block of CHESTNUT ST,-122.438701348232,37.8004498859761,No
10,4,4,2018,CENTRAL,800 Block of SACRAMENTO ST,-122.406968808147,37.7932181947442,No
13,3,6,2007,TENDERLOIN,300 Block of EDDY ST,-122.412930522059,37.7838344374141,No
1,4,2,2006,MISSION,18TH ST / GUERRERO ST,-122.423803001901,37.7615655928045,No
0,6,2,2014,RICHMOND,4100 Block of GEARY BL,-122.463764261964,37.7811749336778,No
20,3,4,2007,RICHMOND,200 Block of 26TH AV,-122.486085858566,37.7847505828099,No
10,2,11,2004,INGLESIDE,MISSION ST / ONONDAGA AV,-122.437461502323,37.721165080774,No
18,1,6,2006,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711,No
10,1,10,2003,CENTRAL,700 Block of GRANT AV,-122.406332335395,37.7940454121605,No
18,2,8,2006,INGLESIDE,PARIS ST / BRAZIL AV,-122.433231489346,37.7239320799727,No
17,7,4,2011,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711,No
14,2,1,2004,MISSION,2300 Block of FOLSOM ST,-122.414833494052,37.7596779372146,Yes
13,7,4,2008,NORTHERN,LAGUNA ST / TURK ST,-122.427206305932,37.7811175256377,No
20,4,11,2005,MISSION,CESAR CHAVEZ ST / PRECITA AV,-122.407767261253,37.7484240251983,No
12,3,10,2015,PARK,1600 Block of HAYES ST,-122.443584639717,37.7741979150087,No
10,3,3,2017,MISSION,1200 Block of NOE ST,-122.43174723,37.7494248005842,No
20,5,10,2015,SOUTHERN,700 Block of 2ND ST,-122.39009898571,37.7801880882663,No
18,2,7,2009,NORTHERN,FRANKLIN ST / GEARY BL,-122.423031175088,37.7854818747419,No
1,4,4,2003,NORTHERN,1400 Block of PINE ST,-122.419694813697,37.7897774160756,No
10,2,3,2008,SOUTHERN,HARRISON ST / 5TH ST,-122.401846367522,37.7790324136251,No
23,4,8,2008,INGLESIDE,0 Block of RAYMOND AV,-122.404227071159,37.712247130223,No
19,3,6,2014,MISSION,2700 Block of HARRISON ST,-122.411903135776,37.7534181025184,Yes
11,6,11,2010,PARK,1800 Block of HAIGHT ST,-122.452728322759,37.7693241293319,No
7,5,3,2016,RICHMOND,500 Block of 34TH AV,-122.494377821605,37.7786659051584,No
18,7,1,2006,NORTHERN,0 Block of MALLORCA WY,-122.43746006803,37.8011290897864,No
13,3,10,2005,CENTRAL,2800 Block of TAYLOR ST,-122.415923448242,37.8085905137102,No
23,7,6,2016,INGLESIDE,3100 Block of MISSION ST,-122.419251697751,37.7464537868984,No
23,4,8,2011,INGLESIDE,1000 Block of BRUSSELS ST,-122.402265036063,37.7193290259661,No
22,1,9,2008,INGLESIDE,SAN JOSE AV / GENEVA AV,-122.44660721495,37.7207231268789,No
0,7,6,2015,TARAVAL,400 Block of ARBALLO DR,-122.48315061827,37.7194541012078,No
12,7,3,2006,BAYVIEW,1800 Block of 26TH ST,-122.397388947833,37.7511708451997,No
16,6,11,2012,SOUTHERN,1000 Block of MARKET ST,-122.411071423064,37.7817511307229,No
10,4,2,2015,CENTRAL,600 Block of FILBERT ST,-122.410220142966,37.8013225692058,No
7,4,10,2010,MISSION,5100 Block of DIAMONDHEIGHTS BL,-122.440381634481,37.7468208316812,No
10,3,2,2004,TARAVAL,1300 Block of 43RD AV,-122.502708098898,37.7614820910625,Yes
12,3,1,2016,RICHMOND,600 Block of POINTLOBOS AV,-122.510524514092,37.7798399991998,No
15,3,7,2011,INGLESIDE,3300 Block of MISSION ST,-122.421644478447,37.7429970144076,No
12,1,3,2003,BAYVIEW,1100 Block of GILMAN AV,-122.390922553406,37.7198785524783,No
11,2,1,2004,RICHMOND,500 Block of 20TH AV,-122.479103193027,37.7774626165128,No
0,7,8,2013,BAYVIEW,1200 Block of 17TH ST,-122.396294075299,37.7652143346951,No
18,7,9,2006,SOUTHERN,800 Block of MARKET ST,-122.407633520742,37.7841893501425,No
6,7,4,2014,CENTRAL,700 Block of PACIFIC AV,-122.408035995184,37.7968082637513,No
5,7,8,2013,RICHMOND,200 Block of 3RD AV,-122.461339800811,37.7840012271258,No
15,7,4,2015,TARAVAL,600 Block of ORIZABA AV,-122.462742150716,37.7208636413947,No
20,2,9,2016,TARAVAL,1300 Block of 40TH AV,-122.499491709102,37.761624215938,No
15,4,1,2008,SOUTHERN,400 Block of 10TH ST,-122.410541166987,37.7709130566165,No
9,6,3,2010,BAYVIEW,600 Block of VERMONT ST,-122.404126459271,37.7614652487171,No
1,5,12,2010,CENTRAL,900 Block of UNION ST,-122.414688088841,37.7998083212728,No
17,2,11,2017,SOUTHERN,THE EMBARCADEROSOUTH ST / HOWARD ST,-122.391004273278,37.7925182655105,No
11,4,10,2012,BAYVIEW,1100 Block of GILMAN AV,-122.390922553406,37.7198785524783,No
16,7,4,2017,MISSION,15TH ST / MISSION ST,-122.419827929961,37.7666737551835,No
17,3,10,2003,CENTRAL,1300 Block of POWELL ST,-122.410187476894,37.7966974812806,No
1,1,2,2009,CENTRAL,1000 Block of KEARNY ST,-122.405298630562,37.7973422539249,No
18,7,7,2005,MISSION,24TH ST / POTRERO AV,-122.406338412693,37.7530042877269,No
17,4,4,2014,NORTHERN,VANNESS AV / SACRAMENTO ST,-122.422516966616,37.7912889898479,No
18,2,9,2005,CENTRAL,900 Block of PINE ST,-122.411638240183,37.7906966141718,No
6,3,4,2015,BAYVIEW,1200 Block of 17TH ST,-122.395328828749,37.7652725356657,Yes
20,3,11,2017,TARAVAL,2600 Block of 28TH AV,-122.485100621512,37.7382838346971,No
1,6,2,2003,TARAVAL,IRVING ST / 19TH AV,-122.47717237069,37.7635584596837,No
0,7,1,2011,RICHMOND,0 Block of GREAT HY,-122.511556548384,37.7759251710264,No
18,3,12,2012,SOUTHERN,MISSION ST / 6TH ST,-122.408710606663,37.7809706722053,No
11,1,2,2004,TARAVAL,1300 Block of 19TH AV,-122.477229708116,37.7626028597503,No
10,7,4,2014,PARK,1300 Block of WALLER ST,-122.446344422532,37.7691810469033,No
17,6,6,2003,TARAVAL,100 Block of COUNTRY CLUB DR,-122.496694770968,37.7308032348841,No
17,4,12,2004,TENDERLOIN,FULTON ST / LARKIN ST,-122.416769999711,37.7795845776445,No
0,6,6,2013,NORTHERN,1800 Block of FILLMORE ST,-122.4332992124,37.7865706865797,No
10,4,8,2009,TENDERLOIN,LEAVENWORTH ST / TURK ST,-122.414056291891,37.7827931071006,No
6,3,9,2016,TENDERLOIN,FULTON ST / HYDE ST,-122.415127837608,37.7797870676495,No
17,2,8,2015,TENDERLOIN,0 Block of MASON ST,-122.409129633669,37.7838066631424,No
8,6,11,2008,RICHMOND,4300 Block of ANZA ST,-122.494789201702,37.7777554185294,No
0,4,7,2017,SOUTHERN,1500 Block of MARKET ST,-122.419842305148,37.7748226184309,No
18,3,11,2013,MISSION,19TH ST / SHOTWELL ST,-122.415929849548,37.7604330003754,No
16,2,5,2010,INGLESIDE,500 Block of DELTA ST,-122.409278939658,37.7134374786854,No
18,4,4,2018,PARK,OAK ST / STANYAN ST,-122.453981622365,37.7714278595913,No
17,7,10,2016,TARAVAL,3200 Block of 20TH AV,-122.475647460786,37.7285280627465,Yes
12,1,12,2008,CENTRAL,1500 Block of HYDE ST,-122.418272974845,37.7950153661233,No
16,5,10,2008,TENDERLOIN,100 Block of LEAVENWORTH ST,-122.413893155951,37.782346520673,No
17,6,12,2007,TENDERLOIN,0 Block of MCALLISTER ST,-122.412596970637,37.7811192121542,Yes
12,4,12,2005,SOUTHERN,500 Block of MARKET ST,-122.401833062479,37.7890397716649,No
10,2,1,2007,INGLESIDE,800 Block of ELLSWORTH ST,-122.416446124049,37.7329162539537,No
19,4,4,2003,MISSION,100 Block of SHOTWELL ST,-122.416535463075,37.7660406107786,No
2,7,10,2006,TENDERLOIN,400 Block of TURK ST,-122.416349428183,37.7825569563078,No
20,4,7,2017,NORTHERN,POST ST / LAGUNA ST,-122.428151140162,37.7857828233879,No
15,4,10,2012,BAYVIEW,APOLLO ST / THORNTON AV,-122.398584066855,37.7315634062298,No
21,7,1,2011,CENTRAL,BEACH ST / HYDE ST,-122.420564122317,37.8066567824467,No
10,2,9,2005,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711,No
11,4,10,2017,SOUTHERN,11TH ST / MISSION ST,-122.417104895556,37.7743242867908,Yes
22,4,9,2008,TARAVAL,3200 Block of 20TH AV,-122.475647460786,37.7285280627465,No
20,6,9,2016,RICHMOND,CROSSOVER DR / MARTIN LUTHER KING JR DR,-122.477363538979,37.7660604767588,No
19,3,4,2012,BAYVIEW,0 Block of HAMILTON ST,-122.411270189682,37.7301306980815,No
11,4,9,2007,INGLESIDE,100 Block of RAYMOND AV,-122.406120541562,37.7129813696098,No
11,1,11,2012,TENDERLOIN,100 Block of OFARRELL ST,-122.407244087032,37.7865647607685,No
1,7,10,2003,BAYVIEW,3RD ST / KIRKWOOD AV,-122.389588165357,37.737957265373,Yes
5,1,2,2006,TARAVAL,2000 Block of 35TH AV,-122.493361043293,37.7487997383061,No
11,2,6,2013,SOUTHERN,JESSIE ST / 6TH ST,-122.409247675547,37.7813987340892,No
19,7,2,2015,TARAVAL,19TH AV / WINSTON DR,-122.474899151688,37.7269905309861,No
16,4,4,2006,NORTHERN,200 Block of WILLOW ST,-122.421771789757,37.7831955917726,No
2,2,3,2009,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711,No
21,2,10,2008,NORTHERN,300 Block of WALLER ST,-122.429464179629,37.7713307324017,No
1,3,10,2008,TARAVAL,1500 Block of 17TH AV,-122.474726848505,37.7589732042341,No
15,1,1,2004,MISSION,CESAR CHAVEZ ST / VALENCIA ST,-122.420279227688,37.7481246616061,No
10,1,11,2005,TENDERLOIN,300 Block of OFARRELL ST,-122.410509258795,37.7860432222992,No
21,3,8,2012,SOUTHERN,800 Block of MARKET ST,-122.406690592261,37.7852071918419,No
15,5,5,2003,MISSION,MARKET ST / 14TH ST,-122.428950032735,37.7675027326846,Yes
16,1,9,2011,MISSION,0 Block of WOODWARD ST,-122.420787082234,37.7690595236078,No
11,1,5,2015,CENTRAL,1000 Block of MASON ST,-122.411045457719,37.7932951104196,Yes
20,6,9,2014,PARK,OFARRELL ST / SCOTT ST,-122.437636410273,37.782660646138,No
17,7,6,2011,RICHMOND,JACKSON ST / SCOTT ST,-122.439489074412,37.7918433594726,No
20,3,7,2010,TENDERLOIN,GOLDEN GATE AV / LEAVENWORTH ST,-122.413869632554,37.7818621883021,No
7,3,10,2006,INGLESIDE,5300 Block of DIAMONDHEIGHTS BL,-122.436266870505,37.7427715592858,No
17,6,10,2014,BAYVIEW,100 Block of MISSISSIPPI ST,-122.394836549144,37.7645894282538,No
7,4,4,2012,NORTHERN,100 Block of LARKIN ST,-122.416607695115,37.7791387543353,No
20,7,10,2013,CENTRAL,STOCKTON ST / BROADWAY ST,-122.408622974321,37.7976265594608,No
16,5,11,2003,NORTHERN,HAYES ST / LAGUNA ST,-122.426265334528,37.7764631428914,No
21,4,11,2015,INGLESIDE,TOMASO CT / SUNNYDALE AV,-122.409584709743,37.7101106069912,No
10,4,3,2003,TENDERLOIN,0 Block of TURK ST,-122.409853729941,37.7833862379382,Yes
3,4,1,2018,TARAVAL,CAPITOL AV / SAGAMORE ST,-122.459004238184,37.7113866951843,No
